fecha,nombre_estacion,tm_min,tm_max,tm_mes,ta_min,ta_max,p_mes,p_max,q_min,q_max,q_med,q_mar,hr,inso,p_sol,w_med,w_racha,w_rec
2018-01-01,Aguilas,15.3,23.6,19.5,3.1,34.4,178.6,33.2(18/nov),986.5,1030.7,1012.2,1015.2,55,8.8,72.0,9,28/23.9(05/mar),203
2019-01-01,Aguilas,15.1,23.8,19.5,3.5,36.1,169.8,39.8(12/sep),991.9,1030.6,1013.2,1016.3,55,9.2,75.0,9,30/23.6(01/feb),204
2020-01-01,Aguilas,15.2,24.3,19.7,2.0,35.6,158.3,23.8(20/ene),990.7,1031.7,1014.2,1017.2,57,8.9,72.0,9,30/26.9(28/dic),185
2021-01-01,Aguilas,15.7,23.8,19.8,3.1,39.4,227.0,35.2(23/may),997.4,1032.2,1013.4,1016.4,57,8.4,68.0,10,30/27.8(22/ene),203
2022-01-01,Aguilas,16.0,24.5,20.3,4.8,38.1,493.1,73.6(16/mar),996.1,1031.2,1013.9,1016.9,56,8.4,68.0,9,31/22.2(04/ene),182
2023-01-01,Aguilas,15.6,24.5,20.1,3.8,36.9,162.7,44.5(22/may),989.9,1034.0,1013.9,1017.0,55,9.0,73.0,8,31/27.5(16/ene),181
2024-01-01,Aguilas,16.2,24.8,20.5,6.1,38.0,193.6,31.6(30/dic),989.5,1036.7,1013.4,1016.5,54,,,9,30/23.3(10/feb),191
