fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2024-07-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.2,0.0,21.0,05:10,31.5,14:05,12,3.6,11.4,12:14,13.3,1010.3,23,1004.5,05,51,84,05:00,37,17:30
2024-07-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.4,0.0,19.7,05:05,35.0,15:55,23,3.9,12.5,14:45,13.5,1010.2,00,1004.2,19,45,78,Varias,30,Varias
2024-07-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.4,0.0,20.3,04:20,38.5,14:50,16,2.5,10.8,15:22,13.2,1006.7,00,1002.4,15,44,85,05:40,23,14:30
2024-07-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.0,0.0,21.0,05:20,37.0,Varias,16,4.2,11.4,14:04,13.6,1006.0,11,1004.1,20,33,81,03:50,8,13:00
2024-07-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.6,0.0,20.2,05:10,33.0,13:10,09,3.9,10.3,13:35,12.5,1010.0,03,1002.0,Varias,38,74,02:30,26,15:30
2024-07-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.8,0.0,20.2,05:50,35.4,14:30,27,4.2,9.2,12:46,12.5,1004.2,00,997.8,Varias,46,80,05:00,28,14:30
2024-07-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.5,0.0,22.5,05:10,32.5,12:50,16,3.3,11.4,16:28,10.6,1006.7,21,1002.4,00,58,84,05:30,42,14:10
2024-07-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.1,0.0,21.3,05:05,32.9,13:30,17,2.8,10.3,15:42,11.8,1007.2,Varias,1004.7,Varias,61,85,05:30,44,Varias
2024-07-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.7,0.0,20.9,Varias,34.5,13:15,16,3.1,10.3,15:32,12.2,1007.9,23,1005.3,Varias,58,88,04:50,40,13:00
2024-07-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,30.9,0.0,21.9,Varias,39.9,12:55,20,2.2,9.2,15:16,13.2,1008.8,22,1005.7,Varias,38,90,Varias,19,12:30
2024-07-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.5,0.0,21.4,05:30,37.6,16:50,15,3.1,9.7,14:02,13.0,1008.6,Varias,1004.8,17,45,78,05:00,30,17:00
2024-07-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,31.2,0.0,22.4,05:50,39.9,10:40,08,4.7,11.4,16:12,13.1,1005.4,00,1001.5,17,52,84,05:15,24,11:40
