fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2025-01-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.6,0.5,7.7,Varias,15.5,14:30,35,1.9,5.3,16:03,3.4,1021.5,Varias,1019.6,14,82,100,Varias,64,15:30
2025-01-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.2,0.0,3.4,07:10,17.0,Varias,28,1.7,6.1,17:51,8.9,1021.1,10,1017.5,Varias,75,99,Varias,42,15:10
2025-01-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.6,0.0,2.3,06:20,19.0,14:30,27,2.2,7.2,18:01,8.4,1019.1,00,1013.7,16,58,99,04:00,30,15:00
2025-01-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.7,0.0,6.4,01:00,19.0,14:10,27,2.5,5.3,07:28,6.1,1015.8,10,1011.7,Varias,52,89,23:59,33,Varias
2025-01-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.2,0.0,2.3,07:30,16.1,15:05,34,1.7,4.2,15:28,4.3,1011.8,00,1003.4,24,71,96,23:10,46,14:25
2025-01-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.8,0.1,8.2,Varias,17.4,13:55,33,1.9,10.3,07:39,1.4,1007.8,24,999.7,16,62,91,06:30,47,18:40
2025-01-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.0,0.0,4.6,08:05,17.5,Varias,33,2.5,7.2,02:25,9.0,1015.2,22,1007.8,00,58,88,23:59,32,14:50
2025-01-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.7,0.0,2.4,07:50,21.0,14:40,28,2.5,8.3,15:20,8.0,1015.1,00,1009.0,14,68,91,07:00,36,14:00
2025-01-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.1,0.0,8.3,05:50,21.9,12:15,01,3.6,10.3,12:40,4.3,1016.2,24,1010.7,Varias,52,85,02:05,32,16:40
2025-01-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.4,0.0,7.4,Varias,21.5,14:20,35,1.4,7.2,16:41,9.0,1017.9,11,1014.9,15,60,85,03:20,41,15:20
2025-01-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.6,0.0,11.1,03:55,24.0,13:50,35,3.6,12.8,15:30,5.2,1016.9,00,1013.5,14,52,71,01:30,40,14:00
2025-01-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.4,0.0,5.8,23:59,19.1,14:40,34,6.1,13.3,11:40,6.0,1018.4,24,1014.5,15,38,91,23:59,24,15:55
2025-01-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.2,0.0,3.6,05:30,14.8,Varias,20,0.8,4.7,16:44,9.0,1020.9,23,1017.6,16,65,95,07:20,35,15:30
2025-01-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.6,0.0,-0.1,07:40,15.2,16:10,34,1.7,6.1,13:29,9.1,1022.9,10,1019.1,Varias,56,89,08:05,25,16:40
2025-01-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,6.9,0.0,-2.7,07:50,16.5,Varias,26,2.2,7.2,16:51,9.1,1021.4,00,1014.0,24,53,91,Varias,13,16:00
2025-01-16,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.0,,-1.1,07:00,15.2,15:30,09,2.8,9.7,20:21,4.8,1017.0,23,1012.1,16,54,83,23:59,27,12:00
2025-01-17,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.9,,4.7,05:10,15.1,11:50,03,4.7,10.8,12:32,3.8,1018.5,24,1016.0,01,65,89,05:00,47,11:40
2025-01-18,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.0,0.0,5.4,23:59,16.5,Varias,28,2.5,7.2,20:39,5.6,1018.5,00,1014.2,Varias,48,76,Varias,27,14:50
2025-01-19,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.8,0.0,0.5,Varias,17.0,Varias,17,2.5,4.7,15:03,8.8,1014.8,00,1010.7,Varias,55,89,23:59,27,16:00
2025-01-20,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.3,0.6,0.0,06:50,16.6,Varias,12,1.4,4.7,16:44,6.3,1012.6,00,1008.1,15,73,99,23:00,43,14:55
2025-01-21,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.8,0.0,8.0,05:50,15.5,15:05,13,1.1,3.6,19:51,0.5,1008.7,00,1005.1,Varias,87,100,Varias,72,13:00
2025-01-22,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.6,0.0,6.5,07:10,22.7,Varias,26,2.8,6.1,17:05,3.1,1005.3,11,1001.9,15,57,94,Varias,34,16:00
2025-01-23,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.2,0.0,6.6,Varias,23.9,Varias,27,0.8,6.1,02:27,8.2,1011.8,24,1004.8,00,50,81,23:59,31,16:10
2025-01-24,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.4,0.0,5.8,06:40,22.9,16:00,22,1.4,4.7,17:00,9.2,1014.1,11,1009.8,17,65,99,23:59,40,15:00
2025-01-25,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.0,0.0,5.3,05:30,20.7,Varias,12,1.7,6.7,13:52,6.4,1012.9,24,1007.8,14,63,100,Varias,37,14:20
2025-01-26,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.8,0.0,5.3,07:30,20.3,16:15,27,1.7,5.3,03:41,6.9,1014.6,07,1009.4,16,67,93,08:00,44,16:00
2025-01-27,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,19.6,0.0,11.3,00:30,28.0,14:10,27,6.7,17.5,13:14,7.2,1009.6,00,1001.6,15,46,86,02:50,24,14:10
2025-01-28,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.8,0.0,10.2,23:05,19.3,00:00,31,7.2,16.9,15:23,6.4,1018.0,24,1006.9,00,33,40,23:59,29,Varias
2025-01-29,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.6,0.0,6.2,08:15,15.1,15:10,34,1.1,7.2,05:19,0.5,1018.0,00,1004.6,23,51,71,09:00,39,00:10
2025-01-30,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.2,0.0,6.3,06:40,18.0,13:30,35,5.0,16.1,14:53,7.3,1014.4,24,1005.0,00,47,77,03:00,30,14:50
2025-01-31,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.4,0.0,6.2,23:59,16.7,Varias,35,2.2,10.3,01:22,5.9,1019.2,23,1014.4,00,50,85,23:59,38,00:00
2025-02-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.0,0.0,2.4,07:10,19.5,15:20,07,2.5,12.8,19:52,8.4,1019.1,00,1009.3,18,51,89,03:00,26,14:00
2025-02-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.3,0.0,3.4,07:15,17.2,14:50,35,1.9,6.7,18:01,9.8,1013.1,Varias,1009.9,Varias,56,83,07:20,29,14:45
2025-02-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.1,0.0,2.7,05:55,15.5,16:10,12,1.9,7.8,16:19,6.1,1017.6,24,1013.0,02,70,90,06:50,43,16:00
2025-02-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.8,0.0,2.1,Varias,17.6,16:05,35,1.7,5.3,18:01,9.5,1022.9,24,1017.6,00,60,92,Varias,31,16:05
2025-02-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.8,0.0,0.7,07:20,18.9,15:20,17,1.1,7.8,16:32,9.6,1024.8,11,1022.4,16,58,93,04:00,23,15:00
2025-02-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.4,0.0,1.8,Varias,17.0,Varias,16,1.7,8.3,17:15,9.6,1023.6,00,1017.8,24,70,97,03:00,46,14:55
2025-02-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.4,0.0,2.4,05:50,18.4,15:30,25,1.1,8.9,15:51,8.9,1017.8,00,1008.7,17,67,97,04:55,41,15:05
2025-02-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.4,0.0,3.7,07:05,21.1,15:30,28,1.7,5.6,17:05,9.3,1018.0,24,1010.3,03,61,99,07:10,25,15:50
2025-02-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.1,0.0,4.0,07:05,20.2,15:10,12,1.1,6.7,16:47,9.4,1019.0,10,1015.4,17,67,99,Varias,32,15:30
2025-02-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.7,0.1,9.2,Varias,18.2,13:20,17,2.2,6.7,15:21,3.3,1016.8,00,1012.5,18,77,99,00:00,58,14:10
2025-02-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.4,0.0,8.2,23:59,20.6,14:50,26,1.4,9.2,15:50,9.7,1013.1,00,1008.2,16,72,94,Varias,43,14:40
2025-02-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.6,0.0,5.4,06:50,21.7,14:30,36,4.2,13.3,16:00,7.4,1010.6,24,1006.1,14,59,98,05:50,32,14:00
2025-02-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.2,0.0,7.4,07:15,21.1,13:50,34,2.8,10.8,09:57,10.0,1012.8,Varias,1010.6,00,46,74,23:59,23,15:00
2025-02-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.8,0.0,5.3,04:50,24.2,15:50,27,3.1,7.8,17:05,9.7,1012.8,00,1006.5,17,49,81,05:00,28,15:50
2025-02-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.2,0.0,5.0,07:40,23.4,Varias,09,2.5,8.3,17:04,8.3,1008.3,00,1004.3,15,61,93,Varias,30,Varias
2025-02-16,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.9,0.0,8.3,06:50,23.5,Varias,30,1.1,6.1,17:14,6.6,1007.7,24,1003.7,Varias,60,99,Varias,33,14:50
2025-02-17,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.7,0.0,6.4,06:05,25.0,Varias,18,1.9,8.3,15:40,10.0,1007.7,Varias,1004.3,Varias,50,95,23:59,27,15:00
