fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2019-01-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.4,0.0,-0.8,07:00,19.5,14:50,26,1.9,6.1,17:07,8.9,1023.3,10,1020.0,16,69,99,20:30,37,14:30
2019-01-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.5,0.0,-0.4,06:10,19.4,15:10,08,2.5,8.3,16:57,9.0,1020.5,01,1014.9,15,66,100,Varias,29,15:00
2019-01-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.2,0.0,0.5,04:30,14.0,12:30,13,0.6,3.6,11:08,3.3,1022.1,Varias,1019.1,00,82,100,Varias,61,12:30
2019-01-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.9,0.0,-0.2,07:40,16.0,15:40,28,1.1,4.2,16:31,8.9,1022.6,24,1019.9,Varias,81,100,Varias,46,15:50
2019-01-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.2,0.0,-1.5,07:50,16.0,14:50,28,2.2,8.9,19:47,8.6,1025.2,10,1020.3,17,74,100,Varias,38,15:20
2019-01-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.8,0.0,1.5,04:10,18.2,13:20,28,2.2,5.3,03:20,9.0,1020.4,00,1018.4,17,50,92,00:00,24,Varias
2019-01-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.0,0.0,-0.8,06:05,16.9,15:05,08,0.8,7.2,16:38,8.9,1021.3,24,1018.3,Varias,62,96,23:50,26,Varias
2019-01-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.0,0.0,2.0,Varias,16.0,16:05,28,0.8,8.3,20:14,8.9,1022.5,10,1014.3,24,77,95,Varias,49,15:20
2019-01-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.3,0.0,2.1,03:40,18.5,14:50,35,1.4,9.2,17:26,9.1,1014.3,00,1005.9,Varias,51,82,02:00,28,14:15
2019-01-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.1,0.0,0.2,23:50,14.0,15:30,35,2.5,10.3,00:46,8.7,1012.9,24,1007.0,00,47,83,09:00,28,15:40
2019-01-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,5.2,0.0,-1.5,04:50,12.0,15:30,35,1.7,6.1,12:16,9.1,1018.7,24,1012.9,00,44,87,Varias,26,Varias
2019-01-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,5.2,0.0,-3.5,06:50,14.0,15:15,30,0.8,4.2,21:52,9.0,1022.0,10,1018.6,16,56,100,Varias,29,15:40
2019-01-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.6,0.0,-0.4,07:20,17.6,14:40,27,2.8,5.6,06:25,9.1,1020.3,00,1013.8,05,56,89,00:00,30,15:00
2019-01-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.0,0.0,2.0,05:10,22.0,14:40,01,1.9,8.9,14:31,9.1,1014.4,00,1008.8,Varias,51,95,23:10,23,15:20
2019-01-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.4,0.0,-0.2,06:50,17.1,13:30,19,1.7,4.7,13:26,9.0,1014.5,10,1011.9,00,77,98,07:20,45,11:40
2019-01-16,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.1,0.0,3.2,01:55,17.0,14:40,32,1.7,4.2,16:55,6.8,1013.0,00,1007.9,17,79,100,00:55,48,15:40
2019-01-17,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.2,0.0,4.0,Varias,14.5,15:50,34,1.9,5.3,11:44,2.9,1010.5,23,1007.6,Varias,70,96,06:40,48,Varias
2019-01-18,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.2,0.0,1.2,07:20,15.2,14:40,28,2.2,5.6,17:45,6.7,1011.6,10,1008.7,Varias,65,91,07:40,43,Varias
2019-01-19,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.5,0.8,2.7,07:50,16.3,14:50,28,1.7,4.7,03:33,7.9,1010.0,00,1005.0,24,63,88,23:59,36,14:50
