fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-01-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.2,0.0,0.4,02:30,14.0,13:10,34,5.0,17.5,11:03,7.7,1003.1,24,999.3,13,55,88,08:15,33,14:30
2021-01-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,5.6,0.0,-1.0,05:10,12.1,Varias,34,5.6,17.5,12:42,8.5,1005.5,23,1002.6,14,47,83,07:00,22,14:10
2021-01-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,6.2,0.0,-1.0,23:30,13.4,14:30,34,5.6,15.0,10:34,9.0,1007.0,10,1005.4,Varias,32,66,23:59,23,14:10
2021-01-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,5.8,0.0,-3.0,04:10,14.6,14:10,28,1.9,6.7,12:17,7.1,1006.8,00,1001.7,16,47,79,07:10,26,Varias
2021-01-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,5.2,0.0,-1.9,05:50,12.3,14:50,03,1.7,7.2,13:15,6.7,1005.3,11,1001.8,15,48,80,07:00,25,13:00
2021-01-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,5.8,7.1,-0.5,06:15,12.0,15:30,11,1.1,6.1,22:11,4.0,1006.2,10,1003.9,24,58,80,23:59,36,15:30
2021-01-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,5.6,15.2,3.8,Varias,7.5,00:00,33,2.5,7.8,07:29,0.0,1003.9,00,1001.9,14,95,100,02:00,74,00:00
2021-01-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,5.0,16.6,3.4,07:10,6.6,17:10,33,1.9,6.7,01:11,0.0,1003.0,Varias,996.1,24,98,100,Varias,91,00:40
2021-01-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.0,2.0,5.0,Varias,11.0,14:50,33,1.7,7.2,17:35,0.9,999.0,24,994.0,14,86,100,00:00,72,19:00
2021-01-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,6.4,0.1,3.3,Varias,9.5,14:15,32,0.3,3.6,08:08,1.0,1007.5,24,999.0,Varias,87,99,06:30,71,14:45
2021-01-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.6,0.0,2.8,00:45,12.4,Varias,30,1.4,5.6,23:21,1.8,1017.2,24,1007.5,00,70,99,01:55,49,15:30
2021-01-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,6.8,0.0,0.2,Varias,13.5,14:50,34,1.7,7.2,13:12,9.1,1020.5,10,1017.2,00,59,91,06:50,35,16:40
2021-01-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.8,0.0,-0.9,03:55,16.5,14:50,29,1.9,5.3,17:55,9.2,1020.4,10,1017.5,15,52,95,23:59,23,15:00
2021-01-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.2,0.0,0.1,04:10,18.4,15:50,06,2.2,7.2,17:06,9.1,1018.8,00,1013.0,Varias,49,94,00:00,21,04:15
2021-01-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.2,0.0,4.5,Varias,18.0,14:50,35,1.4,7.2,16:26,9.2,1016.2,11,1014.5,16,47,71,07:00,29,Varias
2021-01-16,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.4,0.0,1.0,02:30,15.8,15:45,35,2.5,10.8,05:55,9.3,1020.2,24,1014.3,02,42,93,23:59,28,Varias
2021-01-17,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.6,0.0,0.2,07:30,20.9,15:30,34,2.5,5.6,12:31,9.0,1020.2,00,1016.2,17,48,93,00:00,16,16:00
2021-01-18,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.0,0.0,2.4,06:30,17.5,15:30,16,1.1,5.3,16:31,8.2,1020.2,11,1016.4,15,55,97,23:59,36,13:30
2021-01-19,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.0,0.0,3.9,22:30,16.2,16:15,30,1.7,4.2,18:01,6.5,1019.3,00,1012.5,24,81,100,00:10,56,14:50
2021-01-20,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.4,0.3,4.6,01:30,10.2,14:50,32,1.1,4.2,16:22,0.5,1012.5,00,1004.9,16,90,100,Varias,79,12:20
2021-01-21,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.2,0.0,3.5,07:50,21.0,13:30,31,2.8,12.5,14:21,7.6,1009.0,Varias,1005.6,00,62,100,Varias,32,Varias
2021-01-22,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.0,0.0,8.0,23:50,22.0,Varias,32,6.7,24.2,11:01,8.8,1007.9,24,999.5,07,48,64,06:30,23,12:30
2021-01-23,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.8,0.0,1.5,07:40,20.0,15:10,26,1.9,16.4,23:58,9.1,1009.3,10,1000.2,24,52,88,07:50,30,Varias
2021-01-24,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.7,0.0,12.8,19:10,22.6,11:15,30,3.6,14.4,04:11,7.8,1006.7,24,998.6,04,43,59,19:20,23,13:40
