fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2016-01-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.0,0.0,7.1,07:20,20.8,14:20,31,1.1,4.7,16:15,8.9,1016.5,00,1011.7,24,75,98,22:00,56,Varias
2016-01-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.3,0.0,8.2,03:50,20.4,15:00,35,1.4,8.3,15:45,6.7,1014.8,22,1010.3,05,67,97,Varias,44,16:00
2016-01-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.4,0.0,5.8,Varias,19.0,14:20,25,0.8,8.3,23:15,5.6,1013.9,00,1003.8,24,70,90,08:00,47,14:20
2016-01-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,20.2,0.5,16.3,23:59,24.0,14:40,22,4.4,14.4,10:40,0.3,1003.8,00,995.0,02,48,61,07:10,38,14:40
2016-01-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.0,,11.0,23:59,19.0,11:10,32,2.8,12.5,15:00,7.3,1004.5,24,996.0,01,55,91,Varias,28,Varias
2016-01-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.6,0.0,4.4,03:50,16.8,14:00,32,4.2,10.3,15:30,8.7,1011.1,20,1004.5,00,46,75,04:10,31,14:05
2016-01-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.8,0.0,9.8,23:00,23.8,14:30,23,3.1,9.2,10:00,7.5,1010.0,10,1007.4,Varias,52,86,23:00,39,15:00
2016-01-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.1,0.0,6.8,07:15,25.4,13:45,25,1.7,7.2,13:56,8.6,1008.8,00,1001.9,16,56,91,Varias,32,14:00
2016-01-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.6,0.0,12.0,06:45,23.1,14:40,31,4.2,9.2,16:50,4.7,1006.5,24,1000.4,14,61,82,07:30,44,14:40
2016-01-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.6,0.0,7.4,08:10,21.7,11:30,25,3.3,10.8,12:25,6.2,1006.7,10,1002.8,Varias,50,85,08:00,30,Varias
2016-01-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.1,0.0,12.8,23:50,23.4,12:30,26,3.9,10.8,10:30,6.4,1010.5,24,1001.4,06,53,67,19:30,37,12:40
2016-01-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.0,0.0,5.3,07:55,18.6,Varias,33,1.9,7.8,12:56,9.0,1017.7,24,1010.5,00,47,79,06:15,27,13:50
2016-01-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.1,0.0,2.6,07:45,17.6,14:30,14,0.3,5.6,15:15,8.3,1019.9,10,1015.9,24,63,93,23:59,43,15:00
2016-01-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.5,0.0,1.6,07:10,15.4,14:00,21,0.0,4.7,20:10,3.7,1015.9,00,1008.9,13,74,95,05:20,55,12:10
2016-01-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.6,8.0,8.1,23:40,13.0,Varias,31,1.4,6.7,22:50,1.2,1018.4,24,1009.1,Varias,83,99,08:20,51,22:40
2016-01-16,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.0,0.0,3.8,05:40,14.1,12:50,34,3.3,10.8,12:00,9.3,1022.4,23,1018.4,00,43,64,05:20,25,14:50
2016-01-17,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.0,0.0,1.0,07:40,17.1,14:40,25,2.2,6.1,12:40,8.4,1021.8,00,1013.8,24,50,88,23:59,22,14:20
2016-01-18,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.8,0.0,4.7,07:30,21.0,14:30,33,0.8,6.7,16:00,9.4,1013.8,00,1006.4,15,54,93,02:00,27,12:00
2016-01-19,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.8,0.0,6.6,07:20,17.0,15:30,99,0.8,4.2,Varias,7.3,1011.0,10,1009.0,02,62,84,07:20,41,15:30
2016-01-20,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.4,0.1,4.0,06:05,16.9,15:20,23,0.0,4.2,11:10,6.0,1011.0,24,1007.7,16,68,94,Varias,49,13:10
2016-01-21,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.6,0.0,4.3,05:50,19.0,16:20,26,1.7,5.6,20:30,9.3,1017.9,24,1010.9,02,66,96,06:40,38,15:40
2016-01-22,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.4,0.0,4.9,06:20,20.0,12:20,26,1.7,5.6,19:10,7.0,1023.4,24,1017.9,00,71,98,23:00,53,13:00
2016-01-23,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.0,0.0,6.4,Varias,19.6,15:30,99,0.6,3.1,Varias,5.6,1026.8,11,1023.2,02,75,99,Varias,56,16:00
2016-01-24,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.4,0.0,5.4,07:30,19.4,14:00,07,1.1,4.7,16:20,8.8,1026.2,21,1023.1,17,78,100,Varias,59,14:05
2016-01-25,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.0,,7.7,07:05,18.4,14:40,05,0.6,5.6,14:40,7.6,1025.2,00,1021.1,Varias,83,100,Varias,62,13:50
2016-01-26,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.2,0.0,7.0,02:30,15.5,15:40,30,0.0,3.6,18:50,0.1,1023.6,12,1021.4,Varias,86,98,Varias,76,15:00
2016-01-27,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.4,0.4,7.5,Varias,15.4,14:00,32,0.6,3.6,13:40,1.3,1022.6,11,1020.4,18,89,99,22:10,75,13:10
2016-01-28,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.6,0.0,4.5,06:05,18.7,14:50,25,1.4,4.7,17:40,7.3,1022.3,11,1019.2,17,76,100,Varias,45,14:00
2016-01-29,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.6,14.9,9.4,Varias,15.8,15:30,07,1.1,4.7,16:50,0.5,1023.8,11,1021.5,Varias,84,97,04:50,62,10:10
2016-01-30,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.7,0.0,9.8,23:59,19.6,15:40,27,1.9,6.1,18:10,7.6,1025.6,10,1022.9,Varias,73,100,Varias,47,15:40
2016-01-31,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.9,0.0,5.8,06:40,22.0,16:40,34,2.5,7.8,19:00,9.3,1024.4,00,1020.5,16,59,100,01:00,44,Varias
2016-02-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.4,0.0,8.5,23:55,22.4,15:00,14,1.1,6.7,15:20,9.7,1024.0,10,1020.5,16,65,97,06:50,40,14:05
2016-02-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.8,0.0,5.3,05:55,22.4,14:10,25,0.8,4.2,16:40,9.4,1022.3,00,1016.1,16,73,99,05:20,43,14:50
2016-02-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.8,0.0,5.9,07:20,19.6,15:30,02,1.1,5.3,13:30,6.0,1023.5,24,1016.5,04,72,100,Varias,46,15:00
2016-02-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.4,,8.3,23:59,14.6,11:00,10,0.8,6.7,12:10,4.2,1028.0,10,1023.5,00,73,100,Varias,44,10:40
2016-02-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.2,0.0,4.5,04:20,17.8,14:15,10,1.1,5.6,16:30,6.4,1025.7,00,1017.4,16,75,100,Varias,50,14:40
2016-02-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.8,0.0,5.5,06:30,20.0,15:20,33,0.8,4.7,16:10,8.4,1018.0,00,1008.4,24,74,100,Varias,48,15:10
2016-02-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.0,0.1,9.6,23:59,18.5,15:20,32,5.6,15.0,10:10,6.5,1016.5,24,1003.4,06,41,100,00:00,24,15:20
2016-02-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.7,0.0,6.4,03:50,21.0,15:30,30,1.7,9.2,11:20,8.5,1018.1,Varias,1016.1,Varias,53,90,21:30,32,Varias
2016-02-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.2,0.0,5.9,03:50,22.4,13:50,29,3.3,9.7,14:10,7.7,1017.1,00,1008.6,24,46,87,03:00,30,14:00
2016-02-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.8,0.0,12.0,06:30,23.6,12:30,28,2.5,10.8,14:50,1.0,1010.1,Varias,1005.0,Varias,53,75,08:40,33,14:50
2016-02-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.9,0.0,12.0,22:50,25.8,14:40,28,3.1,9.7,16:30,6.1,1006.9,22,1002.5,15,50,77,08:20,31,15:10
2016-02-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.8,0.0,13.0,01:40,24.5,14:10,23,5.8,12.5,14:10,2.0,1007.2,02,1001.6,19,46,59,02:00,38,Varias
2016-02-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,21.6,0.0,17.0,04:40,26.2,11:30,23,5.6,15.0,22:20,2.3,1002.2,11,996.8,24,47,61,Varias,37,Varias
2016-02-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.4,0.2,8.4,18:10,20.4,13:40,29,7.5,20.6,Varias,4.9,998.6,23,992.3,15,41,65,18:10,24,13:50
2016-02-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.7,,8.9,23:59,16.5,14:50,33,6.7,20.6,10:23,9.9,1011.6,24,998.3,00,35,46,18:40,25,21:20
2016-02-16,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.4,0.0,2.2,23:20,14.6,15:55,31,2.2,8.9,08:15,10.1,1017.6,24,1011.6,00,34,59,23:59,22,15:00
2016-02-17,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.9,0.0,-0.6,Varias,16.4,14:50,17,0.8,8.3,15:20,10.3,1017.6,00,1010.1,17,49,81,07:55,19,14:20
2016-02-18,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.2,1.7,3.1,03:40,17.2,Varias,23,0.6,4.7,19:35,4.9,1012.1,24,1008.1,Varias,47,70,23:59,28,15:00
2016-02-19,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.0,1.1,9.8,06:00,14.2,Varias,09,1.1,6.1,Varias,0.2,1019.2,24,1012.1,00,67,98,04:00,53,18:00
2016-02-20,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.8,0.0,8.4,23:30,15.2,14:00,10,3.9,11.4,14:50,7.5,1022.6,Varias,1019.2,00,71,95,Varias,52,Varias
2016-02-21,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.9,0.0,6.0,02:00,15.8,Varias,08,1.9,6.1,17:15,2.3,1021.9,00,1013.8,24,68,91,03:00,51,14:00
2016-02-22,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.5,0.0,7.4,06:30,23.6,15:00,03,0.8,7.2,15:20,7.4,1014.1,24,1008.3,Varias,55,93,07:30,17,15:20
2016-02-23,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.2,0.0,7.3,07:20,23.0,15:50,32,1.9,6.1,11:10,9.7,1017.1,11,1013.7,16,44,67,23:59,29,15:40
2016-02-24,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.5,0.0,5.2,07:15,21.8,15:40,31,2.2,8.9,21:30,9.5,1014.9,00,1005.4,18,57,81,Varias,31,15:00
2016-02-25,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.9,0.0,8.2,07:00,19.6,15:00,32,3.9,12.5,14:10,9.6,1010.4,22,1006.7,04,49,82,07:30,28,13:50
2016-02-26,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.0,0.0,4.5,05:20,19.5,13:20,29,3.1,9.2,21:30,4.9,1010.1,00,991.4,24,50,79,05:50,30,13:30
2016-02-27,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.4,0.0,8.3,Varias,14.4,16:10,32,6.1,14.4,11:10,3.0,991.4,Varias,987.9,06,36,58,Varias,27,17:10
2016-02-28,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.9,0.0,8.5,00:05,17.3,12:50,32,8.3,15.0,09:20,4.4,1000.6,24,991.2,00,41,52,22:40,31,13:10
2016-02-29,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.0,0.0,10.4,Varias,17.5,15:20,33,7.5,16.1,12:30,8.0,1013.6,24,1000.6,00,36,50,00:00,31,13:00
2016-03-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.8,0.0,6.8,Varias,20.8,15:45,34,3.3,10.3,09:35,9.9,1017.3,11,1013.6,00,31,62,22:50,16,15:30
2016-03-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.6,0.0,6.6,05:10,26.6,15:20,32,4.4,10.8,14:00,9.5,1015.8,00,1008.1,17,27,58,03:00,15,14:00
2016-03-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.0,0.0,11.0,23:00,22.9,16:20,30,3.6,8.3,15:50,8.4,1010.5,09,1005.7,17,43,85,23:59,33,17:20
2016-03-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.0,0.0,5.9,06:10,24.0,13:20,16,4.2,11.9,14:40,9.4,1007.8,00,995.7,Varias,64,94,21:00,45,23:59
2016-03-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.5,0.0,10.0,22:30,19.0,14:30,33,5.3,12.5,15:30,9.7,1003.3,22,995.7,00,29,49,02:00,18,Varias
2016-03-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.5,0.0,5.8,23:40,17.2,14:00,34,4.4,12.5,15:30,10.1,1005.6,22,1002.7,04,32,56,04:20,17,16:05
2016-03-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.2,2.3,4.5,01:55,13.8,10:05,23,3.1,8.3,09:10,0.2,1005.4,00,997.2,16,60,88,17:15,36,10:00
2016-03-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.4,0.0,5.8,23:59,17.0,15:15,34,3.9,11.9,08:20,9.8,1012.0,24,1002.1,00,41,85,05:00,25,17:00
2016-03-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.1,0.0,2.7,06:40,19.5,16:30,04,1.9,13.9,22:00,4.5,1012.3,01,1000.6,20,49,78,Varias,30,15:00
2016-03-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.4,0.0,5.4,23:59,15.4,15:30,32,6.7,15.6,Varias,6.6,1008.6,24,1002.4,03,39,77,23:59,33,12:00
2016-03-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.0,0.0,4.0,01:00,18.0,15:30,31,2.5,6.7,13:20,10.2,1011.7,24,1008.3,Varias,48,81,00:50,27,16:20
2016-03-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.9,0.0,2.5,06:00,19.3,14:45,16,2.5,8.9,16:20,9.3,1013.4,Varias,1010.3,15,60,90,23:59,32,14:50
2016-03-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.0,0.0,2.0,Varias,20.0,13:10,17,2.2,9.7,17:00,9.9,1012.8,00,1007.4,16,66,97,06:30,41,Varias
2016-03-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.0,0.0,4.4,06:50,19.5,Varias,15,3.6,11.4,14:20,7.9,1010.2,24,1006.9,15,67,94,06:00,45,16:50
2016-03-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.6,0.0,5.0,06:00,20.3,15:15,25,1.7,6.7,17:20,6.3,1011.4,10,1007.7,16,71,99,05:50,49,14:40
2016-03-16,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.0,0.0,5.4,06:00,22.5,12:40,30,2.5,9.7,14:15,9.0,1010.1,24,1004.8,16,56,100,05:00,30,Varias
2016-03-17,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.6,0.0,4.2,06:40,19.0,12:30,15,2.8,10.3,15:30,9.0,1011.6,10,1008.6,16,68,90,23:59,21,12:30
2016-03-18,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.4,0.0,9.9,01:00,18.8,13:15,14,1.7,7.2,16:00,0.9,1010.7,00,1006.6,16,75,92,00:20,62,13:50
2016-03-19,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.4,0.0,11.6,06:40,21.3,13:40,26,1.1,6.7,12:50,4.4,1008.2,00,1003.7,Varias,73,95,06:50,52,13:30
2016-03-20,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.6,0.0,9.3,07:30,22.0,13:10,12,1.1,9.2,15:40,8.4,1006.3,10,1002.8,16,68,97,23:00,45,Varias
2016-03-21,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.6,18.4,9.8,00:50,13.4,11:30,06,2.2,5.6,11:35,0.0,1005.0,00,1000.8,24,90,98,Varias,77,Varias
2016-03-22,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.8,2.9,10.3,07:20,15.4,15:40,29,2.5,6.7,13:20,0.0,1000.8,00,998.1,05,83,99,02:20,60,15:30
2016-03-23,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.9,0.0,7.3,05:40,22.5,15:10,31,5.0,11.9,11:50,10.1,1000.7,24,996.1,17,44,97,02:30,27,12:50
2016-03-24,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.6,0.0,8.4,04:20,22.7,15:15,24,2.5,8.3,17:20,11.2,1011.6,24,1000.7,00,43,91,23:59,23,15:00
2016-03-25,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.9,0.0,6.2,04:20,27.6,13:30,25,2.5,7.2,16:25,8.5,1013.6,Varias,1011.0,15,48,94,04:30,17,13:10
2016-03-26,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.4,0.0,10.5,06:40,26.2,14:15,16,1.4,8.9,15:20,9.2,1016.4,09,1009.3,16,50,80,07:00,27,13:00
2016-03-27,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,19.2,0.0,12.5,04:10,26.0,14:20,16,2.8,7.2,15:10,10.8,1011.1,Varias,1007.8,16,49,76,06:20,32,13:40
2016-03-28,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.4,0.0,8.8,05:50,25.9,14:10,23,2.5,8.3,17:05,9.6,1011.3,07,1007.8,16,42,76,23:00,21,Varias
2016-03-29,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.7,0.0,9.0,06:20,26.4,14:00,16,2.2,8.3,15:20,10.9,1010.7,09,1006.4,16,46,77,06:50,24,15:00
2016-03-30,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.8,0.0,7.2,06:10,26.5,14:15,12,3.3,7.8,12:30,9.8,1007.9,00,1001.3,24,45,85,06:30,28,11:50
2016-03-31,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.0,0.0,8.5,06:40,23.5,Varias,26,4.2,12.5,15:30,10.0,1006.7,24,999.6,06,39,87,06:15,14,13:50
2016-04-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.6,0.0,9.2,06:10,20.1,15:35,29,4.4,12.5,10:50,9.6,1007.1,Varias,1003.9,15,38,71,23:59,24,15:30
2016-04-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.4,0.0,5.1,05:05,21.6,Varias,17,3.1,9.7,15:30,10.6,1006.3,00,1003.3,15,54,86,Varias,35,13:00
2016-04-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.5,0.0,8.4,04:45,22.6,14:55,16,2.8,10.8,13:30,8.5,1006.1,Varias,1002.0,17,56,93,06:10,31,12:30
2016-04-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.4,11.8,9.5,05:55,23.2,12:40,34,0.8,5.3,20:20,2.9,1004.8,00,993.2,24,67,96,Varias,43,14:30
2016-04-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.2,3.5,8.8,05:30,15.7,Varias,33,4.2,11.4,13:10,0.5,1002.3,24,992.4,03,76,96,Varias,64,Varias
2016-04-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.7,0.0,12.0,06:00,21.4,15:40,06,2.5,9.7,15:56,3.7,1006.5,23,1002.1,03,65,94,06:40,45,15:30
2016-04-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.6,0.0,11.0,04:20,24.1,13:50,13,1.7,8.3,13:30,9.6,1006.3,10,1002.9,Varias,60,93,04:40,39,12:10
2016-04-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.2,1.5,10.1,01:40,20.2,14:30,33,3.1,11.4,14:10,7.1,1007.6,24,1001.8,24,51,96,01:00,29,15:40
2016-04-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.2,0.0,6.3,05:30,24.0,14:30,18,1.9,9.2,15:30,11.5,1007.6,00,1001.6,16,53,94,03:50,32,13:30
2016-04-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.2,0.0,7.1,06:10,25.2,12:50,17,0.8,9.7,13:35,10.7,1002.7,00,996.0,17,59,95,01:50,42,14:00
2016-04-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.2,0.0,9.8,03:15,24.5,13:50,17,3.1,10.3,15:10,10.8,1004.6,24,999.9,00,64,98,Varias,38,11:20
2016-04-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.8,0.0,8.0,05:55,25.6,14:40,16,3.1,10.3,15:40,11.4,1005.0,09,1001.0,16,59,97,02:00,36,12:00
2016-04-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.4,0.0,11.8,05:45,25.0,13:30,30,1.7,7.8,08:15,10.9,1008.3,23,1004.1,02,46,77,02:00,38,14:00
2016-04-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.6,0.0,8.8,05:10,26.4,14:00,15,1.7,9.2,15:25,11.3,1008.5,08,1003.9,17,54,96,23:59,37,13:15
2016-04-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,20.4,0.0,13.0,Varias,27.8,14:30,15,0.8,7.8,17:30,10.4,1005.9,00,1000.4,17,66,100,04:20,39,14:30
2016-04-16,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,19.2,0.0,9.7,05:40,28.6,13:55,15,2.5,10.3,13:35,10.4,1004.9,09,1000.4,17,54,98,00:50,39,12:40
2016-04-17,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,21.8,0.0,17.1,06:20,26.5,15:50,14,2.5,15.6,15:11,11.1,1007.8,23,1003.7,02,50,78,23:59,46,Varias
2016-04-18,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.6,0.0,14.2,05:00,23.0,14:00,09,4.2,8.3,13:50,5.1,1009.2,10,1007.2,04,53,85,02:00,37,12:50
2016-04-19,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.6,0.0,13.2,05:30,22.0,Varias,09,5.8,13.9,12:35,9.4,1008.9,10,1004.7,24,48,81,06:30,36,17:40
2016-04-20,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,19.2,,13.6,00:40,24.8,13:20,24,2.8,11.4,16:01,6.9,1010.9,24,1004.7,00,50,78,21:35,30,13:55
2016-04-21,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.4,0.0,10.9,06:10,25.8,14:20,23,2.8,7.8,14:50,12.7,1013.2,09,1010.0,17,37,81,02:00,26,13:00
2016-04-22,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.7,0.0,13.2,23:59,24.2,13:20,13,3.1,9.7,13:00,4.1,1012.0,00,1008.4,Varias,47,80,22:40,29,13:00
2016-04-23,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.2,0.1,10.8,03:20,25.5,Varias,33,1.1,8.9,22:00,3.9,1009.9,00,1003.6,17,56,86,00:30,34,12:30
2016-04-24,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,20.7,0.0,14.0,04:15,27.4,15:15,14,3.1,9.2,15:50,12.9,1007.3,24,1003.1,16,38,83,23:59,16,15:15
2016-04-25,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.0,0.0,9.8,Varias,22.1,14:45,10,3.1,8.3,14:30,12.2,1009.0,10,1006.1,Varias,52,88,23:59,45,Varias
2016-04-26,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.9,0.0,10.7,04:00,27.1,Varias,15,3.1,10.3,13:40,11.5,1007.2,00,1001.4,17,47,92,Varias,26,Varias
2016-04-27,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,19.2,0.0,11.5,04:20,26.8,12:40,12,3.6,9.7,14:35,8.5,1003.8,00,1000.3,16,62,85,Varias,36,Varias
2016-04-28,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,20.3,0.1,16.2,05:00,24.4,Varias,14,4.4,10.3,13:25,,1007.9,24,1001.5,02,66,85,Varias,36,12:00
2016-04-29,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.2,0.2,14.8,12:10,17.5,Varias,09,3.1,7.2,Varias,0.0,1009.8,11,1007.6,04,81,93,12:00,72,09:00
2016-04-30,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,19.9,0.0,12.4,03:30,27.4,14:30,07,2.8,19.2,16:20,7.6,1014.0,24,1007.3,16,61,88,04:00,22,15:00
2016-05-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,17.4,0.0,9.9,23:55,24.8,14:45,09,3.6,12.8,15:30,12.1,1015.9,21,1012.0,16,47,95,04:30,12,14:40
2016-05-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.5,0.0,6.0,05:30,25.0,Varias,18,1.9,9.7,16:20,12.9,1015.5,00,1010.9,15,38,78,05:50,18,14:20
2016-05-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.8,0.0,6.8,05:50,26.8,14:40,11,3.1,7.8,14:45,12.9,1014.1,10,1011.1,Varias,30,74,05:00,12,12:00
2016-05-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.4,0.0,8.0,04:45,24.8,14:00,07,3.1,9.7,11:40,9.3,1012.8,10,1009.4,19,34,78,23:59,22,14:15
2016-05-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.6,0.0,10.6,23:59,20.5,16:45,06,2.5,6.7,13:05,3.1,1009.9,00,1004.7,18,51,79,01:30,34,18:30
