fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2015-07-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.0,0.0,21.3,05:15,34.6,12:40,06,4.7,10.3,12:50,12.4,1008.3,24,1005.6,18,38,63,Varias,25,Varias
2015-07-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.4,0.0,23.5,05:10,35.2,12:30,16,3.6,9.2,12:15,9.4,1011.7,23,1007.5,04,45,77,23:59,24,Varias
2015-07-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.0,0.0,24.4,Varias,33.7,14:40,08,3.9,9.2,Varias,10.4,1012.3,24,1009.7,18,51,86,05:20,31,Varias
2015-07-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.2,0.0,20.7,04:30,35.6,12:35,07,4.4,9.7,15:05,12.2,1012.3,00,1009.7,18,43,70,05:40,28,11:00
2015-07-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.3,0.0,20.8,Varias,37.8,13:50,06,3.6,8.9,13:55,13.2,1010.9,00,1007.2,Varias,39,72,06:00,23,Varias
2015-07-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.5,0.0,21.4,05:05,37.6,14:50,05,4.2,9.2,12:20,13.2,1010.5,08,1008.4,17,28,75,04:50,14,14:40
2015-07-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,31.5,0.0,20.0,04:55,43.0,Varias,14,1.7,9.2,15:04,13.0,1009.9,00,1004.3,Varias,22,52,00:40,9,15:00
2015-07-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,32.1,0.0,22.7,05:15,41.5,12:15,09,4.7,10.3,14:00,12.8,1006.6,24,1004.0,Varias,29,81,23:59,12,12:00
2015-07-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.9,0.0,24.2,04:15,33.6,14:50,07,4.4,8.9,Varias,10.6,1009.0,Varias,1006.3,16,59,86,Varias,38,15:20
2015-07-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.3,0.0,22.1,05:30,36.5,14:05,16,3.1,8.9,14:30,12.1,1009.5,09,1005.9,17,55,87,05:10,29,14:40
