fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2018-01-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.4,0.0,6.6,07:30,20.2,13:45,32,2.5,9.7,00:01,8.5,1024.5,10,1020.0,00,49,80,22:00,28,13:00
2018-01-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.0,0.0,4.8,03:00,21.2,12:45,35,4.2,10.3,16:49,8.9,1023.2,10,1020.4,14,47,76,07:00,25,13:00
2018-01-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,15.2,0.0,7.5,06:30,23.0,13:30,01,1.7,7.8,15:41,7.5,1023.2,10,1019.1,17,58,81,07:00,40,13:20
2018-01-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,16.2,0.0,8.9,23:59,23.5,15:55,35,1.7,6.1,11:06,9.0,1020.6,00,1012.4,24,60,90,23:59,36,15:30
2018-01-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.1,0.0,6.2,23:59,20.0,13:15,25,2.5,5.6,17:11,9.0,1012.4,00,998.4,24,64,96,22:00,38,15:00
2018-01-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.5,0.4,3.2,06:50,15.8,13:20,20,2.5,13.3,16:07,2.1,998.4,00,986.6,15,83,97,07:00,55,16:00
2018-01-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.5,0.0,1.2,07:40,13.8,13:50,21,2.8,9.2,15:21,7.6,998.7,24,990.6,00,64,100,Varias,37,13:50
2018-01-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,6.2,0.0,-1.4,Varias,13.7,14:55,33,0.6,4.2,13:11,8.9,1007.4,24,998.7,00,68,95,06:40,43,15:20
2018-01-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,6.2,3.4,-1.3,06:40,13.6,14:15,27,0.6,3.6,03:21,4.7,1012.5,10,1007.4,00,65,91,Varias,45,13:55
2018-01-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.9,0.0,5.6,Varias,18.2,15:20,33,1.4,9.2,23:53,8.4,1012.0,00,1009.2,14,69,99,02:10,40,16:00
2018-01-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.3,,8.8,19:15,15.8,11:30,35,6.4,20.0,14:28,9.1,1015.3,23,1011.1,00,41,51,20:00,35,12:00
2018-01-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.8,0.0,3.4,03:30,16.2,15:00,30,2.2,8.3,04:51,9.1,1017.0,10,1014.1,16,50,80,23:00,32,14:10
2018-01-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.0,0.0,0.2,05:45,13.8,15:50,35,1.7,5.3,14:03,3.5,1015.2,00,1009.0,17,68,95,23:59,51,11:20
2018-01-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.9,13.4,2.8,06:50,15.0,13:20,30,3.3,8.9,17:50,3.9,1012.5,24,1008.9,16,64,95,Varias,44,14:40
2018-01-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.8,1.0,4.2,23:40,13.5,15:45,34,1.9,7.8,04:44,1.7,1020.7,23,1012.5,00,78,95,Varias,59,16:00
