fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-07-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.6,0.0,20.0,02:55,33.1,14:20,26,3.1,8.9,12:53,10.8,1009.6,08,1006.3,17,51,93,03:00,36,Varias
2021-07-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.8,0.0,20.1,04:30,37.5,15:00,20,3.1,9.7,14:23,13.0,1009.6,08,1004.7,18,49,90,Varias,31,18:00
2021-07-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.1,0.0,18.8,04:15,39.4,Varias,17,1.9,10.8,14:01,13.1,1006.7,Varias,1002.5,19,36,92,06:00,18,12:00
2021-07-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.8,0.0,19.1,04:30,40.6,13:30,17,2.8,11.9,14:41,13.3,1005.8,09,1003.0,18,23,86,02:50,16,13:30
2021-07-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.9,0.0,20.3,05:05,35.5,14:50,15,3.6,10.8,13:01,12.9,1006.4,07,1001.6,18,55,97,06:55,40,15:05
2021-07-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,30.6,0.0,21.5,03:00,39.6,15:00,17,1.9,10.8,15:21,13.3,1004.2,24,999.2,17,31,78,04:30,17,Varias
2021-07-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.2,0.3,22.9,04:45,33.4,14:10,17,2.5,10.3,15:51,10.2,1008.1,24,1004.2,00,46,84,23:59,37,13:50
2021-07-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.9,0.0,22.3,02:00,31.5,12:15,35,3.9,11.4,16:09,6.6,1013.3,24,1008.1,00,57,90,02:05,39,12:40
2021-07-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.6,0.0,22.5,04:20,30.7,Varias,13,4.4,12.8,12:51,10.3,1013.7,07,1010.1,18,53,87,01:00,42,14:00
2021-07-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.6,0.0,17.6,05:30,35.5,14:00,19,2.2,8.9,14:11,10.7,1011.4,00,1006.5,16,45,85,06:05,23,14:15
2021-07-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.1,0.0,20.4,03:45,33.8,15:00,08,2.5,9.2,12:11,8.6,1007.7,00,1003.1,18,53,82,23:59,45,14:30
2021-07-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,34.6,0.0,24.2,03:45,45.0,13:50,32,3.9,15.0,18:01,9.6,1005.5,24,998.1,17,30,86,03:00,4,Varias
2021-07-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.3,0.0,22.4,23:59,32.2,13:15,17,3.3,13.3,15:51,11.9,1008.7,24,1005.5,00,42,66,23:59,21,13:50
2021-07-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.0,0.0,20.1,02:45,32.0,13:30,19,3.3,10.8,16:31,11.1,1010.2,06,1007.6,16,51,76,03:00,38,Varias
2021-07-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,24.8,0.0,19.1,05:00,30.5,14:30,16,3.9,11.4,14:31,9.7,1010.8,24,1008.3,17,53,76,05:00,38,14:30
2021-07-16,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.4,0.0,19.4,05:00,33.5,13:50,15,3.3,9.7,15:31,13.0,1010.9,08,1007.6,18,52,85,06:10,37,14:00
2021-07-17,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.4,0.0,19.4,05:30,35.5,14:10,10,3.6,11.4,12:56,12.4,1009.2,09,1005.6,18,49,86,04:40,25,15:10
2021-07-18,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.8,0.0,20.3,05:25,37.4,14:10,21,1.9,9.2,15:24,12.7,1007.5,00,1001.9,18,54,91,04:10,33,14:25
2021-07-19,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.9,0.0,21.7,05:10,34.1,14:10,17,3.9,9.7,12:26,12.0,1005.9,22,1003.4,18,56,86,Varias,36,15:10
2021-07-20,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.8,0.0,20.9,06:00,36.8,13:05,20,3.6,9.7,16:11,12.4,1007.6,24,1004.2,15,56,88,04:30,30,12:00
2021-07-21,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.8,0.0,21.1,03:50,36.6,15:00,14,2.8,9.7,14:21,12.5,1009.7,Varias,1006.8,16,51,87,05:45,27,14:20
2021-07-22,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.3,0.0,20.5,06:50,38.1,13:10,10,4.2,9.7,15:41,13.3,1009.7,00,1005.9,18,33,83,03:55,18,13:30
2021-07-23,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.6,0.0,20.2,05:10,39.0,13:30,16,3.3,11.4,14:21,10.2,1007.5,00,1000.7,16,36,77,04:00,18,12:00
2021-07-24,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,31.6,0.0,23.1,05:00,40.2,13:00,09,3.6,11.4,14:13,10.0,1001.4,00,997.5,17,41,73,23:59,17,12:00
2021-07-25,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.0,0.0,20.2,05:00,35.9,11:50,17,5.0,13.3,14:27,12.5,1001.8,24,999.5,Varias,44,83,02:30,19,11:10
2021-07-26,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.9,0.4,21.0,23:59,32.8,11:40,08,1.7,18.6,11:47,7.0,1007.6,24,1001.2,Varias,68,86,01:30,40,11:40
2021-07-27,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.2,0.0,18.8,04:40,33.5,15:05,20,3.6,9.2,14:38,11.6,1007.9,08,1003.1,17,60,93,01:50,40,14:40
2021-07-28,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.8,0.0,20.4,Varias,33.1,Varias,10,3.9,11.9,15:51,12.6,1007.0,24,1003.8,04,56,88,04:45,43,13:45
2021-07-29,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.0,0.0,21.6,05:15,34.3,13:20,21,3.3,9.7,12:45,11.2,1007.4,09,1003.3,17,59,88,04:50,39,14:35
2021-07-30,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,30.9,0.0,21.8,Varias,40.0,15:30,28,3.1,9.7,20:31,11.7,1004.7,00,999.7,17,54,93,05:00,23,15:15
2021-07-31,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.5,0.0,19.4,04:30,37.6,Varias,33,2.5,12.5,18:31,12.4,1003.3,24,997.8,17,36,92,01:15,16,18:00
2021-08-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.7,0.0,21.4,05:50,32.0,13:50,17,4.2,12.8,14:41,10.0,1007.2,08,1003.3,00,47,79,Varias,29,00:00
2021-08-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.4,0.0,21.4,23:59,31.4,Varias,15,3.9,10.3,14:01,7.2,1008.2,23,1005.1,16,56,80,23:50,41,13:30
2021-08-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.3,0.0,19.3,05:30,33.3,13:55,18,2.8,9.7,14:51,12.5,1008.6,09,1005.3,17,47,89,Varias,28,12:30
2021-08-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.4,0.0,20.4,03:55,38.4,13:55,21,2.8,11.9,17:01,10.7,1006.8,00,1002.2,17,37,81,03:30,20,13:10
2021-08-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.5,0.0,22.4,Varias,36.6,14:10,17,2.8,9.2,15:41,11.4,1007.0,09,1002.1,18,53,83,04:00,34,17:50
2021-08-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,31.0,0.0,20.7,05:30,41.4,12:30,19,4.2,12.5,15:40,12.7,1003.2,00,997.4,Varias,44,86,05:05,12,13:00
2021-08-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,30.6,0.0,21.7,05:50,39.4,13:10,21,2.5,15.6,14:41,12.6,1001.0,24,996.7,03,43,87,05:58,23,18:00
2021-08-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.6,0.0,22.6,06:00,32.6,13:00,11,4.2,13.9,15:11,11.2,1007.0,24,1001.0,00,67,89,04:30,50,11:50
2021-08-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.6,,23.5,23:00,31.6,13:50,11,4.2,11.4,15:34,11.0,1008.2,23,1006.1,18,61,86,03:00,49,13:00
2021-08-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.6,,21.7,04:00,31.5,14:15,17,1.9,8.9,16:11,1.7,1008.4,24,1005.0,16,55,82,03:45,41,19:00
2021-08-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,30.0,0.0,24.6,03:45,35.4,15:45,11,3.1,8.9,12:10,5.3,1008.9,24,1005.8,18,49,68,Varias,31,15:20
2021-08-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,31.4,0.0,24.1,03:10,38.8,Varias,29,1.9,7.2,11:21,5.0,1010.3,09,1007.0,19,40,67,Varias,26,16:00
2021-08-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,30.2,0.0,22.4,05:20,37.9,11:40,15,2.8,10.8,16:15,10.3,1011.9,23,1009.4,00,47,79,04:10,27,16:15
2021-08-14,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,32.0,0.0,22.6,04:45,41.4,Varias,10,2.2,10.8,19:11,10.6,1011.8,00,1006.6,18,47,77,23:00,27,15:50
2021-08-15,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,34.6,0.0,22.3,05:15,47.0,15:30,35,3.9,16.4,15:45,8.9,1009.4,00,1003.9,17,35,74,01:00,9,Varias
2021-08-16,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,31.2,,24.6,05:40,37.8,10:20,16,4.4,14.4,15:25,9.2,1008.6,24,1004.0,16,61,88,05:55,30,10:15
2021-08-17,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.3,0.0,25.6,06:00,33.0,Varias,13,3.6,9.7,16:51,8.5,1010.3,08,1008.3,16,60,83,04:00,46,15:10
2021-08-18,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.0,0.0,24.3,06:05,33.6,12:10,16,4.2,11.4,13:21,10.8,1009.9,00,1005.4,18,60,82,06:00,44,13:50
2021-08-19,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.2,0.0,21.4,06:00,33.0,13:15,17,3.1,8.9,13:45,10.3,1007.3,00,1003.3,17,61,87,06:00,43,13:30
2021-08-20,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.3,0.0,20.7,05:00,33.9,Varias,22,2.8,8.3,14:41,12.2,1008.0,24,1005.2,18,60,87,06:00,41,14:00
2021-08-21,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.4,0.0,22.6,Varias,34.3,13:40,11,3.6,10.3,15:01,10.2,1009.9,24,1007.3,18,58,90,Varias,39,17:30
2021-08-22,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.8,0.0,22.5,03:30,35.2,15:05,11,3.1,10.3,15:02,7.6,1010.8,10,1007.7,16,45,82,02:30,26,16:05
2021-08-23,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.3,0.0,21.9,04:30,32.7,12:50,11,4.7,11.9,11:36,6.1,1010.1,01,1004.7,18,48,77,23:59,35,10:00
2021-08-24,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.7,0.0,23.4,06:00,32.0,12:10,,3.3,,,4.9,1007.6,01,1002.5,18,65,83,04:10,48,12:10
2021-08-25,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.0,0.0,22.4,04:40,33.7,14:20,19,2.8,9.7,14:21,10.0,1006.2,24,1002.9,16,54,78,05:00,39,16:00
2021-08-26,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.2,0.0,21.0,Varias,35.3,14:05,20,3.1,9.7,13:50,11.6,1006.3,10,1003.7,Varias,53,87,06:00,35,Varias
2021-08-27,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,29.2,0.0,19.3,05:00,39.0,13:55,20,2.5,10.8,14:12,11.6,1005.9,00,1001.9,17,40,83,23:59,18,14:30
2021-08-28,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,30.0,0.0,21.4,05:40,38.5,12:20,20,3.1,11.4,12:59,10.9,1004.7,24,1002.2,16,44,91,03:20,19,12:00
2021-08-29,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.6,2.0,22.4,01:50,34.8,Varias,18,2.2,10.8,15:17,8.6,1005.1,Varias,1001.8,17,58,83,23:59,38,14:00
2021-08-30,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,28.5,0.0,22.4,Varias,34.6,13:55,19,3.3,11.4,13:57,10.1,1005.9,24,1001.9,Varias,60,94,03:30,41,Varias
2021-08-31,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,27.0,0.0,23.0,Varias,31.0,13:55,12,4.2,12.5,13:05,8.3,1007.8,10,1005.0,18,63,94,04:40,49,14:00
2021-09-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,25.6,1.4,21.0,23:59,30.2,13:50,04,3.9,10.3,23:46,1.3,1007.2,Varias,1003.9,15,67,90,23:59,52,02:00
2021-09-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,26.2,0.0,20.8,06:00,31.5,13:50,17,1.9,11.9,15:31,7.8,1008.7,10,1005.9,15,69,97,02:20,53,12:30
