fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2023-01-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.2,0.0,3.1,06:45,17.3,15:30,33,1.4,3.1,12:58,4.7,1018.7,00,1014.5,17,68,97,07:00,38,13:00
2023-01-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.4,0.0,3.4,06:15,19.4,15:15,27,1.4,3.6,17:39,6.7,1017.8,24,1014.9,16,65,99,23:30,37,15:50
2023-01-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.6,0.0,5.8,03:30,19.4,14:50,17,1.1,7.2,15:47,7.8,1024.2,23,1017.6,01,77,100,03:50,54,13:50
2023-01-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.0,0.0,5.3,23:59,16.8,Varias,35,0.8,3.1,12:43,3.3,1026.5,10,1023.8,17,85,100,06:00,63,14:30
2023-01-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.2,0.0,3.8,07:50,16.6,14:30,16,0.6,5.3,16:25,7.9,1024.4,00,1018.6,17,76,99,Varias,55,14:00
2023-01-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.7,0.0,1.4,07:30,18.0,15:50,28,1.7,5.3,21:37,8.4,1019.1,11,1015.8,15,76,100,Varias,41,14:10
2023-01-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.3,0.0,2.6,04:10,18.0,14:30,28,1.9,5.6,17:54,8.8,1017.8,10,1014.1,16,69,100,05:10,39,15:30
2023-01-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.9,0.0,5.3,06:20,22.5,14:55,25,2.2,12.5,14:58,0.0,1014.8,00,1007.5,16,68,93,00:00,46,15:30
2023-01-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,18.6,0.0,13.0,23:59,24.3,13:30,35,3.9,11.9,13:20,5.7,1020.4,24,1008.8,01,48,74,23:50,33,Varias
2023-01-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,14.4,0.0,7.2,Varias,21.6,15:50,35,1.7,6.1,17:30,9.1,1021.7,10,1018.0,Varias,65,93,22:30,42,16:00
2023-01-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.8,0.0,4.6,06:50,21.0,14:40,01,3.3,11.9,18:02,9.0,1021.6,24,1016.1,14,63,94,06:15,37,14:00
2023-01-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.1,0.0,7.2,07:30,19.0,15:10,09,1.4,6.1,16:46,8.8,1021.2,07,1018.2,16,69,96,Varias,46,13:55
2023-01-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.0,0.0,4.3,06:20,19.8,16:30,35,1.9,8.3,10:09,8.1,1021.2,23,1017.2,15,57,99,02:00,28,Varias
