fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2017-01-01,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.0,0.0,1.2,07:20,14.8,14:20,29,0.8,4.2,23:10,8.2,1022.6,00,1014.6,Varias,81,100,Varias,57,14:00
2017-01-02,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,6.6,0.0,0.5,06:40,12.7,15:20,33,1.4,4.2,00:40,4.4,1015.4,09,1013.3,15,82,100,Varias,63,15:00
2017-01-03,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.0,0.0,1.4,05:15,18.6,15:00,26,1.7,6.1,18:30,7.8,1017.2,11,1014.4,05,61,100,Varias,31,14:00
2017-01-04,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,13.2,0.0,6.0,00:30,20.5,13:45,34,3.6,8.3,12:40,8.9,1017.6,Varias,1013.2,15,63,92,07:30,44,Varias
2017-01-05,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,12.2,0.0,6.0,23:59,18.4,12:15,20,1.4,7.2,10:40,9.0,1017.4,24,1013.0,06,60,96,Varias,38,15:30
2017-01-06,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,9.2,0.0,2.8,Varias,15.6,13:30,21,0.8,4.2,06:00,6.8,1021.5,24,1017.4,00,79,97,03:00,62,13:00
2017-01-07,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.8,0.0,2.4,07:20,15.2,14:00,17,1.7,5.6,17:20,8.8,1023.0,10,1020.1,15,80,100,Varias,56,13:50
2017-01-08,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,7.5,0.0,0.2,07:40,14.8,15:20,28,1.4,4.2,21:30,8.9,1021.4,Varias,1016.1,24,82,100,Varias,66,14:10
2017-01-09,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,8.0,0.0,0.4,07:10,15.5,14:55,23,0.8,4.2,01:00,8.7,1019.4,11,1014.2,,76,100,Varias,48,12:15
2017-01-10,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.2,0.0,3.6,05:00,16.8,16:30,36,3.1,12.5,23:10,0.2,1014.6,00,1005.0,15,57,100,Varias,36,17:00
2017-01-11,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.9,0.0,6.2,23:30,17.6,13:30,35,4.2,13.3,01:00,7.8,1018.8,24,1006.3,01,52,99,23:40,32,12:30
2017-01-12,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,11.8,0.0,3.5,06:30,20.0,13:20,28,2.5,9.2,15:10,8.9,1018.8,00,1011.3,24,72,98,Varias,47,14:00
2017-01-13,7228,"ALCANTARILLA, BASE AEREA",MURCIA,75,10.9,0.0,3.2,06:10,18.6,12:40,33,4.2,8.3,11:32,9.2,1015.0,24,1009.5,Varias,50,96,Varias,32,14:30
