fecha,t2m,tp,sp
2025-01-01,9.042718505859398,0.22514349257107824,945.298671875
2025-01-02,11.210107421875023,0.0025583165097486926,945.01734375
2025-01-03,13.296044921875023,0.0008597970122536935,942.6946875
2025-01-04,14.404565429687523,0.0,940.827421875
2025-01-05,12.921319580078148,0.0,934.2965625
