Fecha medida,Código,Nivel medio diario (m)
2017-04-18,EA-117-TOT,
2017-04-18,EA-430B,
2017-04-19,EA-001,0.300
2017-04-19,EA-007,
2017-04-19,EA-021-PR,0.100
2017-04-19,EA-062-TOT,
2017-04-19,EA-063-PR,0.130
2017-04-19,EA-112-TOT,
2017-04-19,EA-117-TOT,
2017-04-19,EA-430B,
2017-04-20,EA-001,0.300
2017-04-20,EA-007,
2017-04-20,EA-021-PR,0.100
2017-04-20,EA-062-TOT,
2017-04-20,EA-063-PR,0.130
2017-04-20,EA-112-TOT,
2017-04-20,EA-117-TOT,
2017-04-20,EA-430B,
2017-04-21,EA-001,0.300
2017-04-21,EA-007,
2017-04-21,EA-021-PR,0.110
2017-04-21,EA-062-TOT,
2017-04-21,EA-063-PR,0.140
2017-04-21,EA-112-TOT,
2017-04-21,EA-117-TOT,
2017-04-21,EA-430B,
2017-04-22,EA-001,0.300
2017-04-22,EA-007,
2017-04-22,EA-021-PR,0.110
2017-04-22,EA-062-TOT,
2017-04-22,EA-063-PR,0.140
2017-04-22,EA-112-TOT,
2017-04-22,EA-117-TOT,
2017-04-22,EA-430B,
2017-04-23,EA-001,0.300
2017-04-23,EA-007,
2017-04-23,EA-021-PR,0.150
2017-04-23,EA-062-TOT,
2017-04-23,EA-063-PR,0.180
2017-04-23,EA-112-TOT,
2017-04-23,EA-117-TOT,
2017-04-23,EA-430B,
2017-04-24,EA-001,0.300
2017-04-24,EA-007,
2017-04-24,EA-021-PR,0.170
2017-04-24,EA-062-TOT,
2017-04-24,EA-063-PR,0.190
2017-04-24,EA-112-TOT,
2017-04-24,EA-117-TOT,
2017-04-24,EA-430B,
2017-04-25,EA-001,0.300
2017-04-25,EA-007,
2017-04-25,EA-021-PR,0.150
2017-04-25,EA-062-TOT,
2017-04-25,EA-063-PR,0.170
2017-04-25,EA-112-TOT,
2017-04-25,EA-117-TOT,
2017-04-25,EA-430B,
2017-04-26,EA-117-TOT,
2017-04-26,EA-430B,
2017-04-26,EA-001,0.300
2017-04-26,EA-007,
2017-04-26,EA-021-PR,0.130
2017-04-26,EA-062-TOT,
2017-04-26,EA-063-PR,0.160
2017-04-26,EA-112-TOT,
2017-04-27,EA-001,0.300
2017-04-27,EA-007,
2017-04-27,EA-021-PR,0.150
2017-04-27,EA-062-TOT,
2017-04-27,EA-063-PR,0.190
2017-04-27,EA-112-TOT,
2017-04-27,EA-117-TOT,
2017-04-27,EA-430B,
2017-04-28,EA-001,0.300
2017-04-28,EA-007,
2017-04-28,EA-021-PR,0.190
2017-04-28,EA-062-TOT,
2017-04-28,EA-063-PR,0.220
2017-04-28,EA-112-TOT,
2017-04-28,EA-117-TOT,
2017-04-28,EA-430B,
2017-04-29,EA-001,0.300
2017-04-29,EA-007,
2017-04-29,EA-021-PR,0.170
2017-04-29,EA-062-TOT,
2017-04-29,EA-063-PR,0.200
2017-04-29,EA-112-TOT,
2017-04-29,EA-117-TOT,
2017-04-29,EA-430B,
2017-04-30,EA-001,0.300
2017-04-30,EA-007,
2017-04-30,EA-021-PR,0.160
2017-04-30,EA-062-TOT,
2017-04-30,EA-063-PR,0.190
2017-04-30,EA-112-TOT,
2017-04-30,EA-117-TOT,
2017-04-30,EA-430B,
2017-05-01,EA-001,0.300
2017-05-01,EA-007,
2017-05-01,EA-021-PR,0.180
2017-05-01,EA-062-TOT,
2017-05-01,EA-063-PR,0.190
2017-05-01,EA-112-TOT,
2017-05-01,EA-117-TOT,
2017-05-01,EA-430B,
2017-05-02,EA-001,0.300
2017-05-02,EA-007,
2017-05-02,EA-021-PR,0.160
2017-05-02,EA-062-TOT,
2017-05-02,EA-063-PR,0.180
2017-05-02,EA-112-TOT,
2017-05-02,EA-117-TOT,
2017-05-02,EA-430B,
2017-05-03,EA-001,0.300
2017-05-03,EA-007,
2017-05-03,EA-021-PR,0.150
2017-05-03,EA-062-TOT,
2017-05-03,EA-063-PR,0.180
2017-05-03,EA-112-TOT,
2017-05-03,EA-117-TOT,
2017-05-03,EA-430B,
2017-05-04,EA-001,0.300
2017-05-04,EA-007,
2017-05-04,EA-021-PR,0.150
2017-05-04,EA-062-TOT,
2017-05-04,EA-063-PR,0.170
2017-05-04,EA-112-TOT,
2017-05-04,EA-117-TOT,
2017-05-04,EA-430B,
2017-05-05,EA-001,0.300
2017-05-05,EA-007,
2017-05-05,EA-021-PR,0.150
2017-05-05,EA-062-TOT,
2017-05-05,EA-063-PR,0.170
2017-05-05,EA-112-TOT,
2017-05-05,EA-117-TOT,
2017-05-05,EA-430B,
2017-05-06,EA-001,0.300
2017-05-06,EA-007,
2017-05-06,EA-021-PR,0.130
2017-05-06,EA-062-TOT,
2017-05-06,EA-063-PR,0.160
2017-05-06,EA-112-TOT,
2017-05-06,EA-117-TOT,
2017-05-06,EA-430B,
2017-05-07,EA-001,0.300
2017-05-07,EA-007,
2017-05-07,EA-021-PR,0.140
2017-05-07,EA-062-TOT,
2017-05-07,EA-063-PR,0.170
2017-05-07,EA-112-TOT,
2017-05-07,EA-117-TOT,
2017-05-07,EA-430B,
2017-05-08,EA-001,0.300
2017-05-08,EA-007,
2017-05-08,EA-021-PR,0.140
2017-05-08,EA-062-TOT,
2017-05-08,EA-063-PR,0.160
2017-05-08,EA-112-TOT,
2017-05-08,EA-117-TOT,
2017-05-08,EA-430B,
2017-05-09,EA-001,0.300
2017-05-09,EA-007,
2017-05-09,EA-021-PR,0.140
2017-05-09,EA-062-TOT,
2017-05-09,EA-063-PR,0.170
2017-05-09,EA-112-TOT,
2017-05-09,EA-117-TOT,
2017-05-09,EA-430B,
2017-05-10,EA-001,0.300
2017-05-10,EA-007,
2017-05-10,EA-021-PR,0.150
2017-05-10,EA-062-TOT,
2017-05-10,EA-063-PR,0.160
2017-05-10,EA-112-TOT,
2017-05-10,EA-117-TOT,
2017-05-10,EA-430B,
2017-05-11,EA-001,0.300
2017-05-11,EA-007,
2017-05-11,EA-021-PR,0.150
2017-05-11,EA-062-TOT,
2017-05-11,EA-063-PR,0.160
2017-05-11,EA-112-TOT,
2017-05-11,EA-117-TOT,
2017-05-11,EA-430B,
2017-05-12,EA-001,0.300
2017-05-12,EA-007,
2017-05-12,EA-021-PR,0.120
2017-05-12,EA-062-TOT,
2017-05-12,EA-063-PR,0.140
2017-05-12,EA-112-TOT,
2017-05-12,EA-117-TOT,
2017-05-12,EA-430B,
2017-05-13,EA-001,0.300
2017-05-13,EA-007,
2017-05-13,EA-021-PR,0.100
2017-05-13,EA-062-TOT,
2017-05-13,EA-063-PR,0.130
2017-05-13,EA-112-TOT,
2017-05-13,EA-117-TOT,
2017-05-13,EA-430B,
2017-05-14,EA-001,0.300
2017-05-14,EA-007,
2017-05-14,EA-021-PR,0.110
2017-05-14,EA-062-TOT,
2017-05-14,EA-063-PR,0.150
2017-05-14,EA-112-TOT,
2017-05-14,EA-117-TOT,
2017-05-14,EA-430B,
2017-05-15,EA-001,0.300
2017-05-15,EA-007,
2017-05-15,EA-021-PR,0.110
2017-05-15,EA-062-TOT,
2017-05-15,EA-063-PR,0.150
2017-05-15,EA-112-TOT,
2017-05-15,EA-117-TOT,
2017-05-15,EA-430B,
2017-05-16,EA-001,0.400
2017-05-16,EA-007,
2017-05-16,EA-021-PR,0.110
2017-05-16,EA-062-TOT,
2017-05-16,EA-063-PR,0.140
2017-05-16,EA-112-TOT,
2017-05-16,EA-117-TOT,
2017-05-16,EA-430B,
2017-05-17,EA-001,0.400
2017-05-17,EA-007,
2017-05-17,EA-021-PR,0.100
2017-05-17,EA-062-TOT,
2017-05-17,EA-063-PR,0.130
2017-05-17,EA-112-TOT,
2017-05-17,EA-117-TOT,
2017-05-17,EA-430B,
2017-05-18,EA-001,0.410
2017-05-18,EA-007,
2017-05-18,EA-021-PR,0.110
2017-05-18,EA-062-TOT,
2017-05-18,EA-063-PR,0.130
2017-05-18,EA-112-TOT,
2017-05-18,EA-117-TOT,
2017-05-18,EA-430B,
2017-05-19,EA-001,0.410
2017-05-19,EA-007,
2017-05-19,EA-021-PR,0.110
2017-05-19,EA-062-TOT,
2017-05-19,EA-063-PR,0.140
2017-05-19,EA-112-TOT,
2017-05-19,EA-117-TOT,
2017-05-19,EA-430B,
2017-05-20,EA-001,0.410
2017-05-20,EA-007,
2017-05-20,EA-021-PR,0.110
2017-05-20,EA-062-TOT,
2017-05-20,EA-063-PR,0.140
2017-05-20,EA-112-TOT,
2017-05-20,EA-117-TOT,
2017-05-20,EA-430B,
2017-05-21,EA-001,0.410
2017-05-21,EA-007,
2017-05-21,EA-021-PR,0.120
2017-05-21,EA-062-TOT,
2017-05-21,EA-063-PR,0.150
2017-05-21,EA-112-TOT,
2017-05-21,EA-117-TOT,
2017-05-21,EA-430B,
2017-05-22,EA-001,0.410
2017-05-22,EA-007,
2017-05-22,EA-021-PR,0.110
2017-05-22,EA-062-TOT,
2017-05-22,EA-063-PR,0.150
2017-05-22,EA-112-TOT,
2017-05-22,EA-117-TOT,
2017-05-22,EA-430B,
2017-05-23,EA-001,0.400
2017-05-23,EA-007,
2017-05-23,EA-021-PR,0.110
2017-05-23,EA-062-TOT,
2017-05-23,EA-063-PR,0.150
2017-05-23,EA-112-TOT,
2017-05-23,EA-117-TOT,
2017-05-23,EA-430B,
2017-05-24,EA-001,0.400
2017-05-24,EA-007,
2017-05-24,EA-021-PR,0.100
2017-05-24,EA-062-TOT,
2017-05-24,EA-063-PR,0.140
2017-05-24,EA-112-TOT,
2017-05-24,EA-117-TOT,
2017-05-24,EA-430B,
2017-05-25,EA-001,0.400
2017-05-25,EA-007,
2017-05-25,EA-021-PR,0.110
2017-05-25,EA-062-TOT,
2017-05-25,EA-063-PR,0.140
2017-05-25,EA-112-TOT,
2017-05-25,EA-117-TOT,
2017-05-25,EA-430B,
2017-05-26,EA-001,0.400
2017-05-26,EA-007,
2017-05-26,EA-021-PR,0.110
2017-05-26,EA-062-TOT,
2017-05-26,EA-063-PR,0.150
2017-05-26,EA-112-TOT,
2017-05-26,EA-117-TOT,
2017-05-26,EA-430B,
2017-05-27,EA-001,0.400
2017-05-27,EA-007,
2017-05-27,EA-021-PR,0.110
2017-05-27,EA-062-TOT,
2017-05-27,EA-063-PR,0.140
2017-05-27,EA-112-TOT,
2017-05-27,EA-117-TOT,
2017-05-27,EA-430B,
2017-05-28,EA-001,0.400
2017-05-28,EA-007,
2017-05-28,EA-021-PR,0.110
2017-05-28,EA-062-TOT,
2017-05-28,EA-063-PR,0.150
2017-05-28,EA-112-TOT,
2017-05-28,EA-117-TOT,
2017-05-28,EA-430B,
2017-05-29,EA-112-TOT,
2017-05-29,EA-117-TOT,
2017-05-29,EA-430B,
2017-05-29,EA-001,0.400
2017-05-29,EA-007,
2017-05-29,EA-021-PR,0.120
2017-05-29,EA-062-TOT,
2017-05-29,EA-063-PR,0.150
2017-05-30,EA-001,0.400
2017-05-30,EA-007,
2017-05-30,EA-021-PR,0.120
2017-05-30,EA-062-TOT,
2017-05-30,EA-063-PR,0.160
2017-05-30,EA-112-TOT,
2017-05-30,EA-117-TOT,
2017-05-30,EA-430B,
2017-05-31,EA-001,0.400
2017-05-31,EA-007,
2017-05-31,EA-021-PR,0.110
2017-05-31,EA-062-TOT,
2017-05-31,EA-063-PR,0.150
2017-05-31,EA-112-TOT,
2017-05-31,EA-117-TOT,
2017-05-31,EA-430B,
2017-06-01,EA-001,0.350
2017-06-01,EA-007,
2017-06-01,EA-021-PR,0.120
2017-06-01,EA-062-TOT,
2017-06-01,EA-063-PR,0.150
2017-06-01,EA-112-TOT,
2017-06-01,EA-117-TOT,
2017-06-01,EA-430B,
2017-06-02,EA-001,0.340
2017-06-02,EA-007,
2017-06-02,EA-021-PR,0.120
2017-06-02,EA-062-TOT,
2017-06-02,EA-063-PR,0.150
2017-06-02,EA-112-TOT,
2017-06-02,EA-117-TOT,
2017-06-02,EA-430B,
2017-06-03,EA-001,0.340
2017-06-03,EA-007,
2017-06-03,EA-021-PR,0.120
2017-06-03,EA-062-TOT,
2017-06-03,EA-063-PR,0.150
2017-06-03,EA-112-TOT,
2017-06-03,EA-117-TOT,
2017-06-03,EA-430B,
2017-06-04,EA-001,0.340
2017-06-04,EA-007,
2017-06-04,EA-021-PR,0.120
2017-06-04,EA-062-TOT,
2017-06-04,EA-063-PR,0.160
2017-06-04,EA-112-TOT,
2017-06-04,EA-117-TOT,
2017-06-04,EA-430B,
2017-06-05,EA-001,0.340
2017-06-05,EA-007,
2017-06-05,EA-021-PR,0.130
2017-06-05,EA-062-TOT,
2017-06-05,EA-063-PR,0.150
2017-06-05,EA-112-TOT,
2017-06-05,EA-117-TOT,
2017-06-05,EA-430B,
2017-06-06,EA-001,0.340
2017-06-06,EA-007,
2017-06-06,EA-021-PR,0.130
2017-06-06,EA-062-TOT,
2017-06-06,EA-063-PR,0.150
2017-06-06,EA-112-TOT,
2017-06-06,EA-117-TOT,
2017-06-06,EA-430B,
2017-06-07,EA-001,0.340
2017-06-07,EA-007,
2017-06-07,EA-021-PR,0.120
2017-06-07,EA-062-TOT,
2017-06-07,EA-063-PR,0.150
2017-06-07,EA-112-TOT,
2017-06-07,EA-117-TOT,
2017-06-07,EA-430B,
2017-06-08,EA-001,0.340
2017-06-08,EA-007,
2017-06-08,EA-021-PR,0.120
2017-06-08,EA-062-TOT,
2017-06-08,EA-063-PR,0.150
2017-06-08,EA-112-TOT,
2017-06-08,EA-117-TOT,
2017-06-08,EA-430B,
2017-06-09,EA-001,0.340
2017-06-09,EA-007,
2017-06-09,EA-021-PR,0.120
2017-06-09,EA-062-TOT,
2017-06-09,EA-063-PR,0.150
2017-06-09,EA-112-TOT,
2017-06-09,EA-117-TOT,
2017-06-09,EA-430B,
2017-06-10,EA-001,0.340
2017-06-10,EA-007,
2017-06-10,EA-021-PR,0.110
2017-06-10,EA-062-TOT,
2017-06-10,EA-063-PR,0.140
2017-06-10,EA-112-TOT,
2017-06-10,EA-117-TOT,
2017-06-10,EA-430B,
2017-06-11,EA-001,0.340
2017-06-11,EA-007,
2017-06-11,EA-021-PR,0.120
2017-06-11,EA-062-TOT,
2017-06-11,EA-063-PR,0.150
2017-06-11,EA-112-TOT,
2017-06-11,EA-117-TOT,
2017-06-11,EA-430B,
2017-06-12,EA-001,0.280
2017-06-12,EA-007,
2017-06-12,EA-021-PR,0.120
2017-06-12,EA-062-TOT,
2017-06-12,EA-063-PR,0.160
2017-06-12,EA-112-TOT,
2017-06-12,EA-117-TOT,
2017-06-12,EA-430B,
2017-06-13,EA-001,0.310
2017-06-13,EA-007,
2017-06-13,EA-021-PR,0.130
2017-06-13,EA-062-TOT,
2017-06-13,EA-063-PR,0.150
2017-06-13,EA-112-TOT,
2017-06-13,EA-117-TOT,
2017-06-13,EA-430B,
2017-06-14,EA-001,0.310
2017-06-14,EA-007,
2017-06-14,EA-021-PR,0.120
2017-06-14,EA-062-TOT,
2017-06-14,EA-063-PR,0.150
2017-06-14,EA-112-TOT,
2017-06-14,EA-117-TOT,
2017-06-14,EA-430B,
2017-06-15,EA-001,0.310
2017-06-15,EA-007,
2017-06-15,EA-021-PR,0.110
2017-06-15,EA-062-TOT,
2017-06-15,EA-063-PR,0.140
2017-06-15,EA-112-TOT,
2017-06-15,EA-117-TOT,
2017-06-15,EA-430B,
2017-06-16,EA-001,0.310
2017-06-16,EA-007,
2017-06-16,EA-021-PR,0.110
2017-06-16,EA-062-TOT,
2017-06-16,EA-063-PR,0.150
2017-06-16,EA-112-TOT,
2017-06-16,EA-117-TOT,
2017-06-16,EA-430B,
2017-06-17,EA-001,0.310
2017-06-17,EA-007,
2017-06-17,EA-021-PR,0.110
2017-06-17,EA-062-TOT,
2017-06-17,EA-063-PR,0.140
2017-06-17,EA-112-TOT,
2017-06-17,EA-117-TOT,
2017-06-17,EA-430B,
2017-06-18,EA-001,0.310
2017-06-18,EA-007,
2017-06-18,EA-021-PR,0.120
2017-06-18,EA-062-TOT,
2017-06-18,EA-063-PR,0.150
2017-06-18,EA-112-TOT,
2017-06-18,EA-117-TOT,
2017-06-18,EA-430B,
2017-06-19,EA-001,0.260
2017-06-19,EA-007,
2017-06-19,EA-021-PR,0.120
2017-06-19,EA-062-TOT,
2017-06-19,EA-063-PR,0.160
2017-06-19,EA-112-TOT,
2017-06-19,EA-117-TOT,
2017-06-19,EA-430B,
2017-06-20,EA-001,0.250
2017-06-20,EA-007,
2017-06-20,EA-021-PR,0.140
2017-06-20,EA-062-TOT,
2017-06-20,EA-063-PR,0.170
2017-06-20,EA-112-TOT,
2017-06-20,EA-117-TOT,
2017-06-20,EA-430B,
2017-06-21,EA-001,0.250
2017-06-21,EA-007,
2017-06-21,EA-021-PR,0.120
2017-06-21,EA-062-TOT,
2017-06-21,EA-063-PR,0.150
2017-06-21,EA-112-TOT,
2017-06-21,EA-117-TOT,
2017-06-21,EA-430B,
2017-06-22,EA-001,0.250
2017-06-22,EA-007,
2017-06-22,EA-021-PR,0.100
2017-06-22,EA-062-TOT,
2017-06-22,EA-063-PR,0.140
2017-06-22,EA-112-TOT,
2017-06-22,EA-117-TOT,
2017-06-22,EA-430B,
2017-06-23,EA-001,0.250
2017-06-23,EA-007,
2017-06-23,EA-021-PR,0.100
2017-06-23,EA-062-TOT,
2017-06-23,EA-063-PR,0.140
2017-06-23,EA-112-TOT,
2017-06-23,EA-117-TOT,
2017-06-23,EA-430B,
2017-06-24,EA-001,0.250
2017-06-24,EA-007,
2017-06-24,EA-021-PR,0.090
2017-06-24,EA-062-TOT,
2017-06-24,EA-063-PR,0.130
2017-06-24,EA-112-TOT,
2017-06-24,EA-117-TOT,
2017-06-24,EA-430B,
2017-06-25,EA-001,0.250
2017-06-25,EA-007,
2017-06-25,EA-021-PR,0.100
2017-06-25,EA-062-TOT,
2017-06-25,EA-063-PR,0.140
2017-06-25,EA-112-TOT,
2017-06-25,EA-117-TOT,
2017-06-25,EA-430B,
2017-06-26,EA-001,0.250
2017-06-26,EA-007,
2017-06-26,EA-021-PR,0.110
2017-06-26,EA-062-TOT,
2017-06-26,EA-063-PR,0.140
2017-06-26,EA-112-TOT,
2017-06-26,EA-117-TOT,
2017-06-26,EA-430B,
2017-06-27,EA-001,0.260
2017-06-27,EA-007,
2017-06-27,EA-021-PR,0.090
2017-06-27,EA-062-TOT,
2017-06-27,EA-063-PR,0.120
2017-06-27,EA-112-TOT,
2017-06-27,EA-117-TOT,
2017-06-27,EA-430B,
2017-06-28,EA-001,0.260
2017-06-28,EA-007,
2017-06-28,EA-021-PR,0.080
2017-06-28,EA-062-TOT,
2017-06-28,EA-063-PR,0.110
2017-06-28,EA-112-TOT,
2017-06-28,EA-117-TOT,
2017-06-28,EA-430B,
2017-06-29,EA-001,0.260
2017-06-29,EA-007,
2017-06-29,EA-021-PR,0.090
2017-06-29,EA-062-TOT,
2017-06-29,EA-063-PR,0.120
2017-06-29,EA-112-TOT,
2017-06-29,EA-117-TOT,
2017-06-29,EA-430B,
2017-06-30,EA-001,0.250
2017-06-30,EA-007,
2017-06-30,EA-021-PR,0.100
2017-06-30,EA-062-TOT,
2017-06-30,EA-063-PR,0.130
2017-06-30,EA-112-TOT,
2017-06-30,EA-117-TOT,
2017-06-30,EA-430B,
2017-07-01,EA-062-TOT,
2017-07-01,EA-063-PR,0.110
2017-07-01,EA-112-TOT,
2017-07-01,EA-117-TOT,
2017-07-01,EA-430B,
2017-07-01,EA-001,0.260
2017-07-01,EA-007,
2017-07-01,EA-021-PR,0.090
2017-07-02,EA-001,0.260
2017-07-02,EA-007,
2017-07-02,EA-021-PR,0.080
2017-07-02,EA-062-TOT,
2017-07-02,EA-063-PR,0.110
2017-07-02,EA-112-TOT,
2017-07-02,EA-117-TOT,
2017-07-02,EA-430B,
2017-07-03,EA-001,0.250
2017-07-03,EA-007,
2017-07-03,EA-021-PR,0.100
2017-07-03,EA-062-TOT,
2017-07-03,EA-063-PR,0.130
2017-07-03,EA-112-TOT,
2017-07-03,EA-117-TOT,
2017-07-03,EA-430B,
2017-07-04,EA-001,0.240
2017-07-04,EA-007,
2017-07-04,EA-021-PR,0.100
2017-07-04,EA-062-TOT,
2017-07-04,EA-063-PR,0.120
2017-07-04,EA-112-TOT,
2017-07-04,EA-117-TOT,
2017-07-04,EA-430B,
2017-07-05,EA-001,0.250
2017-07-05,EA-007,
2017-07-05,EA-021-PR,0.070
2017-07-05,EA-062-TOT,
2017-07-05,EA-063-PR,0.110
2017-07-05,EA-112-TOT,
2017-07-05,EA-117-TOT,
2017-07-05,EA-430B,
2017-07-06,EA-001,0.250
2017-07-06,EA-007,
2017-07-06,EA-021-PR,0.080
2017-07-06,EA-062-TOT,
2017-07-06,EA-063-PR,0.110
2017-07-06,EA-112-TOT,
2017-07-06,EA-117-TOT,
2017-07-06,EA-430B,
2017-07-07,EA-001,0.300
2017-07-07,EA-007,
2017-07-07,EA-021-PR,0.070
2017-07-07,EA-062-TOT,
2017-07-07,EA-063-PR,0.110
2017-07-07,EA-112-TOT,
2017-07-07,EA-117-TOT,
2017-07-07,EA-430B,
2017-07-08,EA-001,0.300
2017-07-08,EA-007,
2017-07-08,EA-021-PR,0.050
2017-07-08,EA-062-TOT,
2017-07-08,EA-063-PR,0.080
2017-07-08,EA-112-TOT,
2017-07-08,EA-117-TOT,
2017-07-08,EA-430B,
2017-07-09,EA-001,0.300
2017-07-09,EA-007,
2017-07-09,EA-021-PR,0.070
2017-07-09,EA-062-TOT,
2017-07-09,EA-063-PR,0.110
2017-07-09,EA-112-TOT,
2017-07-09,EA-117-TOT,
2017-07-09,EA-430B,
2017-07-10,EA-001,0.300
2017-07-10,EA-007,
2017-07-10,EA-021-PR,0.080
2017-07-10,EA-062-TOT,
2017-07-10,EA-063-PR,0.090
2017-07-10,EA-112-TOT,
2017-07-10,EA-117-TOT,
2017-07-10,EA-430B,
2017-07-11,EA-001,0.300
2017-07-11,EA-007,
2017-07-11,EA-021-PR,0.070
2017-07-11,EA-062-TOT,
2017-07-11,EA-063-PR,0.090
2017-07-11,EA-112-TOT,
2017-07-11,EA-117-TOT,
2017-07-11,EA-430B,
2017-07-12,EA-001,0.300
2017-07-12,EA-007,
2017-07-12,EA-021-PR,0.060
2017-07-12,EA-062-TOT,
2017-07-12,EA-063-PR,0.100
2017-07-12,EA-112-TOT,
2017-07-12,EA-117-TOT,
2017-07-12,EA-430B,
2017-07-13,EA-001,0.300
2017-07-13,EA-007,
2017-07-13,EA-021-PR,0.070
2017-07-13,EA-062-TOT,
2017-07-13,EA-063-PR,0.100
2017-07-13,EA-112-TOT,
2017-07-13,EA-117-TOT,
2017-07-13,EA-430B,
2017-07-14,EA-001,0.300
2017-07-14,EA-007,
2017-07-14,EA-021-PR,0.050
2017-07-14,EA-062-TOT,
2017-07-14,EA-063-PR,0.090
2017-07-14,EA-112-TOT,
2017-07-14,EA-117-TOT,
2017-07-14,EA-430B,
2017-07-15,EA-001,0.300
2017-07-15,EA-007,
2017-07-15,EA-021-PR,0.050
2017-07-15,EA-062-TOT,
2017-07-15,EA-063-PR,0.090
2017-07-15,EA-112-TOT,
2017-07-15,EA-117-TOT,
2017-07-15,EA-430B,
2017-07-16,EA-001,0.300
2017-07-16,EA-007,
2017-07-16,EA-021-PR,0.070
2017-07-16,EA-062-TOT,
2017-07-16,EA-063-PR,0.110
2017-07-16,EA-112-TOT,
2017-07-16,EA-117-TOT,
2017-07-16,EA-430B,
2017-07-17,EA-001,0.300
2017-07-17,EA-007,
2017-07-17,EA-021-PR,0.090
2017-07-17,EA-062-TOT,
2017-07-17,EA-063-PR,0.110
2017-07-17,EA-112-TOT,
2017-07-17,EA-117-TOT,
2017-07-17,EA-430B,
2017-07-18,EA-001,0.300
2017-07-18,EA-007,
2017-07-18,EA-021-PR,0.090
2017-07-18,EA-062-TOT,
2017-07-18,EA-063-PR,0.110
2017-07-18,EA-112-TOT,
2017-07-18,EA-117-TOT,
2017-07-18,EA-430B,
2017-07-19,EA-001,0.300
2017-07-19,EA-007,
2017-07-19,EA-021-PR,0.070
2017-07-19,EA-062-TOT,
2017-07-19,EA-063-PR,0.100
2017-07-19,EA-112-TOT,
2017-07-19,EA-117-TOT,
2017-07-19,EA-430B,
2017-07-20,EA-001,0.300
2017-07-20,EA-007,
2017-07-20,EA-021-PR,0.040
2017-07-20,EA-062-TOT,
2017-07-20,EA-063-PR,0.070
2017-07-20,EA-112-TOT,
2017-07-20,EA-117-TOT,
2017-07-20,EA-430B,
2017-07-21,EA-001,0.300
2017-07-21,EA-007,
2017-07-21,EA-021-PR,0.060
2017-07-21,EA-062-TOT,
2017-07-21,EA-063-PR,0.080
2017-07-21,EA-112-TOT,
2017-07-21,EA-117-TOT,
2017-07-21,EA-430B,
2017-07-22,EA-001,0.300
2017-07-22,EA-007,
2017-07-22,EA-021-PR,0.030
2017-07-22,EA-062-TOT,
2017-07-22,EA-063-PR,0.070
2017-07-22,EA-112-TOT,
2017-07-22,EA-117-TOT,
2017-07-22,EA-430B,
2017-07-23,EA-001,0.300
2017-07-23,EA-007,
2017-07-23,EA-021-PR,0.040
2017-07-23,EA-062-TOT,
2017-07-23,EA-063-PR,0.070
2017-07-23,EA-112-TOT,
2017-07-23,EA-117-TOT,
2017-07-23,EA-430B,
2017-07-24,EA-001,0.300
2017-07-24,EA-007,
2017-07-24,EA-021-PR,0.060
2017-07-24,EA-062-TOT,
2017-07-24,EA-063-PR,0.100
2017-07-24,EA-112-TOT,
2017-07-24,EA-117-TOT,
2017-07-24,EA-430B,
2017-07-25,EA-001,0.300
2017-07-25,EA-007,
2017-07-25,EA-021-PR,0.060
2017-07-25,EA-062-TOT,
2017-07-25,EA-063-PR,0.080
2017-07-25,EA-112-TOT,
2017-07-25,EA-117-TOT,
2017-07-25,EA-430B,
2017-07-26,EA-001,0.300
2017-07-26,EA-007,
2017-07-26,EA-021-PR,0.050
2017-07-26,EA-062-TOT,
2017-07-26,EA-063-PR,0.060
2017-07-26,EA-112-TOT,
2017-07-26,EA-117-TOT,
2017-07-26,EA-430B,
2017-07-27,EA-001,0.300
2017-07-27,EA-007,
2017-07-27,EA-021-PR,0.080
2017-07-27,EA-062-TOT,
2017-07-27,EA-063-PR,0.100
2017-07-27,EA-112-TOT,
2017-07-27,EA-117-TOT,
2017-07-27,EA-430B,
2017-07-28,EA-001,0.300
2017-07-28,EA-007,
2017-07-28,EA-021-PR,0.050
2017-07-28,EA-062-TOT,
2017-07-28,EA-063-PR,0.070
2017-07-28,EA-112-TOT,
2017-07-28,EA-117-TOT,
2017-07-28,EA-430B,
2017-07-29,EA-001,0.300
2017-07-29,EA-007,
2017-07-29,EA-021-PR,0.050
2017-07-29,EA-062-TOT,
2017-07-29,EA-063-PR,0.050
2017-07-29,EA-112-TOT,
2017-07-29,EA-117-TOT,
2017-07-29,EA-430B,
2017-07-30,EA-001,0.300
2017-07-30,EA-007,
2017-07-30,EA-021-PR,0.050
2017-07-30,EA-062-TOT,
2017-07-30,EA-063-PR,0.070
2017-07-30,EA-112-TOT,
2017-07-30,EA-117-TOT,
2017-07-30,EA-430B,
2017-07-31,EA-001,0.300
2017-07-31,EA-007,
2017-07-31,EA-021-PR,0.050
2017-07-31,EA-062-TOT,
2017-07-31,EA-063-PR,0.070
2017-07-31,EA-112-TOT,
2017-07-31,EA-117-TOT,
2017-07-31,EA-430B,
2017-08-01,EA-001,0.300
2017-08-01,EA-007,
2017-08-01,EA-021-PR,0.080
2017-08-01,EA-062-TOT,
2017-08-01,EA-063-PR,0.100
2017-08-01,EA-112-TOT,
2017-08-01,EA-117-TOT,
2017-08-01,EA-430B,
2017-08-02,EA-430B,
2017-08-02,EA-001,0.300
2017-08-02,EA-007,
2017-08-02,EA-021-PR,0.070
2017-08-02,EA-062-TOT,
