Fecha medida,Código,Nivel medio diario (m)
2019-07-20,EA-063-PR,0.000
2019-07-20,EA-112-TOT,
2019-07-20,EA-117-TOT,
2019-07-20,EA-430B,
2019-07-21,EA-001,0.250
2019-07-21,EA-007,
2019-07-21,EA-021-PR,0.040
2019-07-21,EA-062-TOT,
2019-07-21,EA-063-PR,0.000
2019-07-21,EA-112-TOT,
2019-07-21,EA-117-TOT,
2019-07-21,EA-430B,
2019-07-22,EA-001,0.250
2019-07-22,EA-007,
2019-07-22,EA-021-PR,0.060
2019-07-22,EA-062-TOT,
2019-07-22,EA-063-PR,0.010
2019-07-22,EA-112-TOT,
2019-07-22,EA-117-TOT,
2019-07-22,EA-430B,
2019-07-23,EA-001,0.250
2019-07-23,EA-007,
2019-07-23,EA-021-PR,0.070
2019-07-23,EA-062-TOT,
2019-07-23,EA-063-PR,0.050
2019-07-23,EA-112-TOT,
2019-07-23,EA-117-TOT,
2019-07-23,EA-430B,
2019-07-24,EA-001,0.250
2019-07-24,EA-007,
2019-07-24,EA-021-PR,0.060
2019-07-24,EA-062-TOT,
2019-07-24,EA-063-PR,0.010
2019-07-24,EA-112-TOT,
2019-07-24,EA-117-TOT,
2019-07-24,EA-430B,
2019-07-25,EA-001,0.250
2019-07-25,EA-007,
2019-07-25,EA-021-PR,0.050
2019-07-25,EA-062-TOT,
2019-07-25,EA-063-PR,0.000
2019-07-25,EA-112-TOT,
2019-07-25,EA-117-TOT,
2019-07-25,EA-430B,
2019-07-26,EA-001,0.250
2019-07-26,EA-007,
2019-07-26,EA-021-PR,0.050
2019-07-26,EA-062-TOT,
2019-07-26,EA-063-PR,0.000
2019-07-26,EA-112-TOT,
2019-07-26,EA-117-TOT,
2019-07-26,EA-430B,
2019-07-27,EA-001,0.250
2019-07-27,EA-007,
2019-07-27,EA-021-PR,0.040
2019-07-27,EA-062-TOT,
2019-07-27,EA-063-PR,0.000
2019-07-27,EA-112-TOT,
2019-07-27,EA-117-TOT,
2019-07-27,EA-430B,
2019-07-28,EA-001,0.250
2019-07-28,EA-007,
2019-07-28,EA-021-PR,0.040
2019-07-28,EA-062-TOT,
2019-07-28,EA-063-PR,0.000
2019-07-28,EA-112-TOT,
2019-07-28,EA-117-TOT,
2019-07-28,EA-430B,
2019-07-29,EA-001,0.230
2019-07-29,EA-007,
2019-07-29,EA-021-PR,0.050
2019-07-29,EA-062-TOT,
2019-07-29,EA-063-PR,0.000
2019-07-29,EA-112-TOT,
2019-07-29,EA-117-TOT,
2019-07-29,EA-430B,
2019-07-30,EA-001,0.220
2019-07-30,EA-007,
2019-07-30,EA-021-PR,0.050
2019-07-30,EA-062-TOT,
2019-07-30,EA-063-PR,0.000
2019-07-30,EA-112-TOT,
2019-07-30,EA-117-TOT,
2019-07-30,EA-430B,
2019-07-31,EA-001,0.240
2019-07-31,EA-007,
2019-07-31,EA-021-PR,0.040
2019-07-31,EA-062-TOT,
2019-07-31,EA-063-PR,0.000
2019-07-31,EA-112-TOT,
2019-07-31,EA-117-TOT,
2019-07-31,EA-430B,
2019-08-01,EA-001,0.250
2019-08-01,EA-007,
2019-08-01,EA-021-PR,0.040
2019-08-01,EA-062-TOT,
2019-08-01,EA-063-PR,0.000
2019-08-01,EA-112-TOT,
2019-08-01,EA-117-TOT,
2019-08-01,EA-430B,
2019-08-02,EA-001,0.250
2019-08-02,EA-007,
2019-08-02,EA-021-PR,0.040
2019-08-02,EA-062-TOT,
2019-08-02,EA-063-PR,0.000
2019-08-02,EA-112-TOT,
2019-08-02,EA-117-TOT,
2019-08-02,EA-430B,
2019-08-03,EA-001,0.250
2019-08-03,EA-007,
2019-08-03,EA-021-PR,0.030
2019-08-03,EA-062-TOT,
2019-08-03,EA-063-PR,0.000
2019-08-03,EA-112-TOT,
2019-08-03,EA-117-TOT,
2019-08-03,EA-430B,
2019-08-04,EA-001,0.250
2019-08-04,EA-007,
2019-08-04,EA-021-PR,0.030
2019-08-04,EA-062-TOT,
2019-08-04,EA-063-PR,0.000
2019-08-04,EA-112-TOT,
2019-08-04,EA-117-TOT,
2019-08-04,EA-430B,
2019-08-05,EA-001,0.250
2019-08-05,EA-007,
2019-08-05,EA-021-PR,0.040
2019-08-05,EA-062-TOT,
2019-08-05,EA-063-PR,0.000
2019-08-05,EA-112-TOT,
2019-08-05,EA-117-TOT,
2019-08-05,EA-430B,
2019-08-06,EA-001,0.250
2019-08-06,EA-007,
2019-08-06,EA-021-PR,0.030
2019-08-06,EA-062-TOT,
2019-08-06,EA-063-PR,0.000
2019-08-06,EA-112-TOT,
2019-08-06,EA-117-TOT,
2019-08-06,EA-430B,
2019-08-07,EA-001,0.250
2019-08-07,EA-007,
2019-08-07,EA-021-PR,0.030
2019-08-07,EA-062-TOT,
2019-08-07,EA-063-PR,0.000
2019-08-07,EA-112-TOT,
2019-08-07,EA-117-TOT,
2019-08-07,EA-430B,
2019-08-08,EA-001,0.250
2019-08-08,EA-007,
2019-08-08,EA-021-PR,0.030
2019-08-08,EA-062-TOT,
2019-08-08,EA-063-PR,0.000
2019-08-08,EA-112-TOT,
2019-08-08,EA-117-TOT,
2019-08-08,EA-430B,
2019-08-09,EA-001,0.250
2019-08-09,EA-007,
2019-08-09,EA-021-PR,0.030
2019-08-09,EA-062-TOT,
2019-08-09,EA-063-PR,0.000
2019-08-09,EA-112-TOT,
2019-08-09,EA-117-TOT,
2019-08-09,EA-430B,
2019-08-10,EA-001,0.250
2019-08-10,EA-007,
2019-08-10,EA-021-PR,0.030
2019-08-10,EA-062-TOT,
2019-08-10,EA-063-PR,0.000
2019-08-10,EA-112-TOT,
2019-08-10,EA-117-TOT,
2019-08-10,EA-430B,
2019-08-11,EA-001,0.250
2019-08-11,EA-007,
2019-08-11,EA-021-PR,0.030
2019-08-11,EA-062-TOT,
2019-08-11,EA-063-PR,0.000
2019-08-11,EA-112-TOT,
2019-08-11,EA-117-TOT,
2019-08-11,EA-430B,
2019-08-12,EA-001,0.250
2019-08-12,EA-007,
2019-08-12,EA-021-PR,0.040
2019-08-12,EA-062-TOT,
2019-08-12,EA-063-PR,0.000
2019-08-12,EA-112-TOT,
2019-08-12,EA-117-TOT,
2019-08-12,EA-430B,
2019-08-13,EA-001,0.250
2019-08-13,EA-007,
2019-08-13,EA-021-PR,0.070
2019-08-13,EA-062-TOT,
2019-08-13,EA-063-PR,0.000
2019-08-13,EA-112-TOT,
2019-08-13,EA-117-TOT,
2019-08-13,EA-430B,
2019-08-14,EA-021-PR,0.080
2019-08-14,EA-062-TOT,
2019-08-14,EA-063-PR,0.000
2019-08-14,EA-112-TOT,
2019-08-14,EA-117-TOT,
2019-08-14,EA-430B,
2019-08-14,EA-001,0.250
2019-08-14,EA-007,
2019-08-15,EA-001,0.250
2019-08-15,EA-007,
2019-08-15,EA-021-PR,0.080
2019-08-15,EA-062-TOT,
2019-08-15,EA-063-PR,0.000
2019-08-15,EA-112-TOT,
2019-08-15,EA-117-TOT,
2019-08-15,EA-430B,
2019-08-16,EA-001,0.240
2019-08-16,EA-007,
2019-08-16,EA-021-PR,0.070
2019-08-16,EA-062-TOT,
2019-08-16,EA-063-PR,0.000
2019-08-16,EA-112-TOT,
2019-08-16,EA-117-TOT,
2019-08-16,EA-430B,
2019-08-17,EA-001,0.240
2019-08-17,EA-007,
2019-08-17,EA-021-PR,0.070
2019-08-17,EA-062-TOT,
2019-08-17,EA-063-PR,0.000
2019-08-17,EA-112-TOT,
2019-08-17,EA-117-TOT,
2019-08-17,EA-430B,
2019-08-18,EA-001,0.240
2019-08-18,EA-007,
2019-08-18,EA-021-PR,0.090
2019-08-18,EA-062-TOT,
2019-08-18,EA-063-PR,0.000
2019-08-18,EA-112-TOT,
2019-08-18,EA-117-TOT,
2019-08-18,EA-430B,
2019-08-19,EA-001,0.240
2019-08-19,EA-007,
2019-08-19,EA-021-PR,0.090
2019-08-19,EA-062-TOT,
2019-08-19,EA-063-PR,0.000
2019-08-19,EA-112-TOT,
2019-08-19,EA-117-TOT,
2019-08-19,EA-430B,
2019-08-20,EA-001,0.240
2019-08-20,EA-007,
2019-08-20,EA-021-PR,0.080
2019-08-20,EA-062-TOT,
2019-08-20,EA-063-PR,0.000
2019-08-20,EA-112-TOT,
2019-08-20,EA-117-TOT,
2019-08-20,EA-430B,
2019-08-21,EA-001,0.240
2019-08-21,EA-007,
2019-08-21,EA-021-PR,0.070
2019-08-21,EA-062-TOT,
2019-08-21,EA-063-PR,0.000
2019-08-21,EA-112-TOT,
2019-08-21,EA-117-TOT,
2019-08-21,EA-430B,
2019-08-22,EA-001,0.240
2019-08-22,EA-007,
2019-08-22,EA-021-PR,0.070
2019-08-22,EA-062-TOT,
2019-08-22,EA-063-PR,0.000
2019-08-22,EA-112-TOT,
2019-08-22,EA-117-TOT,
2019-08-22,EA-430B,
2019-08-23,EA-001,0.240
2019-08-23,EA-007,
2019-08-23,EA-021-PR,0.070
2019-08-23,EA-062-TOT,
2019-08-23,EA-063-PR,0.000
2019-08-23,EA-112-TOT,
2019-08-23,EA-117-TOT,
2019-08-23,EA-430B,
2019-08-24,EA-001,0.240
2019-08-24,EA-007,
2019-08-24,EA-021-PR,0.060
2019-08-24,EA-062-TOT,
2019-08-24,EA-063-PR,0.000
2019-08-24,EA-112-TOT,
2019-08-24,EA-117-TOT,
2019-08-24,EA-430B,
2019-08-25,EA-001,0.240
2019-08-25,EA-007,
2019-08-25,EA-021-PR,0.070
2019-08-25,EA-062-TOT,
2019-08-25,EA-063-PR,0.000
2019-08-25,EA-112-TOT,
2019-08-25,EA-117-TOT,
2019-08-25,EA-430B,
2019-08-26,EA-001,0.240
2019-08-26,EA-007,
2019-08-26,EA-021-PR,0.080
2019-08-26,EA-062-TOT,
2019-08-26,EA-063-PR,0.000
2019-08-26,EA-112-TOT,
2019-08-26,EA-117-TOT,
2019-08-26,EA-430B,
2019-08-27,EA-001,0.240
2019-08-27,EA-007,
2019-08-27,EA-021-PR,0.150
2019-08-27,EA-062-TOT,
2019-08-27,EA-063-PR,0.070
2019-08-27,EA-112-TOT,
2019-08-27,EA-117-TOT,
2019-08-27,EA-430B,
2019-08-28,EA-001,0.240
2019-08-28,EA-007,
2019-08-28,EA-021-PR,0.090
2019-08-28,EA-062-TOT,
2019-08-28,EA-063-PR,0.000
2019-08-28,EA-112-TOT,
2019-08-28,EA-117-TOT,
2019-08-28,EA-430B,
2019-08-29,EA-001,0.240
2019-08-29,EA-007,
2019-08-29,EA-021-PR,0.080
2019-08-29,EA-062-TOT,
2019-08-29,EA-063-PR,0.000
2019-08-29,EA-112-TOT,
2019-08-29,EA-117-TOT,
2019-08-29,EA-430B,
2019-08-30,EA-001,0.240
2019-08-30,EA-007,
2019-08-30,EA-021-PR,0.080
2019-08-30,EA-062-TOT,
2019-08-30,EA-063-PR,0.000
2019-08-30,EA-112-TOT,
2019-08-30,EA-117-TOT,
2019-08-30,EA-430B,
2019-08-31,EA-001,0.240
2019-08-31,EA-007,
2019-08-31,EA-021-PR,0.080
2019-08-31,EA-062-TOT,
2019-08-31,EA-063-PR,0.000
2019-08-31,EA-112-TOT,
2019-08-31,EA-117-TOT,
2019-08-31,EA-430B,
2019-09-01,EA-001,0.240
2019-09-01,EA-007,
2019-09-01,EA-021-PR,0.080
2019-09-01,EA-062-TOT,
2019-09-01,EA-063-PR,0.000
2019-09-01,EA-112-TOT,
2019-09-01,EA-117-TOT,
2019-09-01,EA-430B,
2019-09-02,EA-001,0.240
2019-09-02,EA-007,
2019-09-02,EA-021-PR,0.080
2019-09-02,EA-062-TOT,
2019-09-02,EA-063-PR,0.000
2019-09-02,EA-112-TOT,
2019-09-02,EA-117-TOT,
2019-09-02,EA-430B,
2019-09-03,EA-001,0.240
2019-09-03,EA-007,
2019-09-03,EA-021-PR,0.070
2019-09-03,EA-062-TOT,
2019-09-03,EA-063-PR,0.000
2019-09-03,EA-112-TOT,
2019-09-03,EA-117-TOT,
2019-09-03,EA-430B,
2019-09-04,EA-001,0.240
2019-09-04,EA-007,
2019-09-04,EA-021-PR,0.080
2019-09-04,EA-062-TOT,
2019-09-04,EA-063-PR,0.000
2019-09-04,EA-112-TOT,
2019-09-04,EA-117-TOT,
2019-09-04,EA-430B,
2019-09-05,EA-001,0.240
2019-09-05,EA-007,
2019-09-05,EA-021-PR,0.080
2019-09-05,EA-062-TOT,
2019-09-05,EA-063-PR,0.000
2019-09-05,EA-112-TOT,
2019-09-05,EA-117-TOT,
2019-09-05,EA-430B,
2019-09-06,EA-001,0.240
2019-09-06,EA-007,
2019-09-06,EA-021-PR,0.070
2019-09-06,EA-062-TOT,
2019-09-06,EA-063-PR,0.000
2019-09-06,EA-112-TOT,
2019-09-06,EA-117-TOT,
2019-09-06,EA-430B,
2019-09-07,EA-001,0.240
2019-09-07,EA-007,
2019-09-07,EA-021-PR,0.080
2019-09-07,EA-062-TOT,
2019-09-07,EA-063-PR,0.000
2019-09-07,EA-112-TOT,
2019-09-07,EA-117-TOT,
2019-09-07,EA-430B,
2019-09-08,EA-001,0.240
2019-09-08,EA-007,
2019-09-08,EA-021-PR,0.080
2019-09-08,EA-062-TOT,
2019-09-08,EA-063-PR,0.000
2019-09-08,EA-112-TOT,
2019-09-08,EA-117-TOT,
2019-09-08,EA-430B,
2019-09-09,EA-001,0.240
2019-09-09,EA-007,
2019-09-09,EA-021-PR,0.090
2019-09-09,EA-062-TOT,
2019-09-09,EA-063-PR,0.000
2019-09-09,EA-112-TOT,
2019-09-09,EA-117-TOT,
2019-09-09,EA-430B,
2019-09-10,EA-001,0.250
2019-09-10,EA-007,
2019-09-10,EA-021-PR,0.080
2019-09-10,EA-062-TOT,
2019-09-10,EA-063-PR,0.000
2019-09-10,EA-112-TOT,
2019-09-10,EA-117-TOT,
2019-09-10,EA-430B,
2019-09-11,EA-001,0.250
2019-09-11,EA-007,
2019-09-11,EA-021-PR,0.120
2019-09-11,EA-062-TOT,
2019-09-11,EA-063-PR,0.150
2019-09-11,EA-112-TOT,
2019-09-11,EA-117-TOT,
2019-09-11,EA-430B,
2019-09-12,EA-001,0.240
2019-09-12,EA-007,
2019-09-12,EA-021-PR,1.120
2019-09-12,EA-062-TOT,
2019-09-12,EA-063-PR,1.000
2019-09-12,EA-112-TOT,
2019-09-12,EA-117-TOT,
2019-09-12,EA-430B,
2019-09-13,EA-001,0.250
2019-09-13,EA-007,
2019-09-13,EA-021-PR,3.490
2019-09-13,EA-062-TOT,
2019-09-13,EA-063-PR,1.560
2019-09-13,EA-112-TOT,
2019-09-13,EA-117-TOT,
2019-09-13,EA-430B,
2019-09-14,EA-001,0.250
2019-09-14,EA-007,
2019-09-14,EA-021-PR,2.810
2019-09-14,EA-062-TOT,
2019-09-14,EA-063-PR,1.490
2019-09-14,EA-112-TOT,
2019-09-14,EA-117-TOT,
2019-09-14,EA-430B,
2019-09-15,EA-001,0.250
2019-09-15,EA-007,
2019-09-15,EA-021-PR,1.120
2019-09-15,EA-062-TOT,
2019-09-15,EA-063-PR,0.630
2019-09-15,EA-112-TOT,
2019-09-15,EA-117-TOT,
2019-09-15,EA-430B,
2019-09-16,EA-007,
2019-09-16,EA-021-PR,0.610
2019-09-16,EA-062-TOT,
2019-09-16,EA-063-PR,0.490
2019-09-16,EA-112-TOT,
2019-09-16,EA-117-TOT,
2019-09-16,EA-430B,
2019-09-16,EA-001,0.250
2019-09-17,EA-001,0.250
2019-09-17,EA-007,
2019-09-17,EA-021-PR,0.450
2019-09-17,EA-062-TOT,
2019-09-17,EA-063-PR,0.340
2019-09-17,EA-112-TOT,
2019-09-17,EA-117-TOT,
2019-09-17,EA-430B,
2019-09-18,EA-001,0.250
2019-09-18,EA-007,
2019-09-18,EA-021-PR,0.300
2019-09-18,EA-062-TOT,
2019-09-18,EA-063-PR,0.290
2019-09-18,EA-112-TOT,
2019-09-18,EA-117-TOT,
2019-09-18,EA-430B,
2019-09-19,EA-001,0.250
2019-09-19,EA-007,
2019-09-19,EA-021-PR,0.240
2019-09-19,EA-062-TOT,
2019-09-19,EA-063-PR,0.210
2019-09-19,EA-112-TOT,
2019-09-19,EA-117-TOT,
2019-09-19,EA-430B,
2019-09-20,EA-001,0.250
2019-09-20,EA-007,
2019-09-20,EA-021-PR,0.220
2019-09-20,EA-062-TOT,
2019-09-20,EA-063-PR,0.200
2019-09-20,EA-112-TOT,
2019-09-20,EA-117-TOT,
2019-09-20,EA-430B,
2019-09-21,EA-001,0.250
2019-09-21,EA-007,
2019-09-21,EA-021-PR,0.170
2019-09-21,EA-062-TOT,
2019-09-21,EA-063-PR,0.200
2019-09-21,EA-112-TOT,
2019-09-21,EA-117-TOT,
2019-09-21,EA-430B,
2019-09-22,EA-001,0.250
2019-09-22,EA-007,
2019-09-22,EA-021-PR,0.210
2019-09-22,EA-062-TOT,
2019-09-22,EA-063-PR,0.200
2019-09-22,EA-112-TOT,
2019-09-22,EA-117-TOT,
2019-09-22,EA-430B,
2019-09-23,EA-001,0.250
2019-09-23,EA-007,
2019-09-23,EA-021-PR,0.160
2019-09-23,EA-062-TOT,
2019-09-23,EA-063-PR,0.140
2019-09-23,EA-112-TOT,
2019-09-23,EA-117-TOT,
2019-09-23,EA-430B,
2019-09-24,EA-001,0.250
2019-09-24,EA-007,
2019-09-24,EA-021-PR,0.170
2019-09-24,EA-062-TOT,
2019-09-24,EA-063-PR,0.150
2019-09-24,EA-112-TOT,
2019-09-24,EA-117-TOT,
2019-09-24,EA-430B,
2019-09-25,EA-001,0.250
2019-09-25,EA-007,
2019-09-25,EA-021-PR,0.230
2019-09-25,EA-062-TOT,
2019-09-25,EA-063-PR,0.190
2019-09-25,EA-112-TOT,
2019-09-25,EA-117-TOT,
2019-09-25,EA-430B,
2019-09-26,EA-001,0.250
2019-09-26,EA-007,
2019-09-26,EA-021-PR,0.250
2019-09-26,EA-062-TOT,
2019-09-26,EA-063-PR,0.210
2019-09-26,EA-112-TOT,
2019-09-26,EA-117-TOT,
2019-09-26,EA-430B,
2019-09-27,EA-001,0.250
2019-09-27,EA-007,
2019-09-27,EA-021-PR,0.280
2019-09-27,EA-062-TOT,
2019-09-27,EA-063-PR,0.220
2019-09-27,EA-112-TOT,
2019-09-27,EA-117-TOT,
2019-09-27,EA-430B,
2019-09-28,EA-001,0.250
2019-09-28,EA-007,
2019-09-28,EA-021-PR,0.250
2019-09-28,EA-062-TOT,
2019-09-28,EA-063-PR,0.200
2019-09-28,EA-112-TOT,
2019-09-28,EA-117-TOT,
2019-09-28,EA-430B,
2019-09-29,EA-001,0.250
2019-09-29,EA-007,
2019-09-29,EA-021-PR,0.240
2019-09-29,EA-062-TOT,
2019-09-29,EA-063-PR,0.200
2019-09-29,EA-112-TOT,
2019-09-29,EA-117-TOT,
2019-09-29,EA-430B,
2019-09-30,EA-001,0.250
2019-09-30,EA-007,
2019-09-30,EA-021-PR,0.210
2019-09-30,EA-062-TOT,
2019-09-30,EA-063-PR,0.170
2019-09-30,EA-112-TOT,
2019-09-30,EA-117-TOT,
2019-09-30,EA-430B,
2019-10-01,EA-001,0.250
2019-10-01,EA-007,
2019-10-01,EA-021-PR,0.210
2019-10-01,EA-062-TOT,
2019-10-01,EA-063-PR,0.170
2019-10-01,EA-112-TOT,
2019-10-01,EA-117-TOT,
2019-10-01,EA-430B,
2019-10-02,EA-001,0.250
2019-10-02,EA-007,
2019-10-02,EA-021-PR,0.190
2019-10-02,EA-062-TOT,
2019-10-02,EA-063-PR,0.140
2019-10-02,EA-112-TOT,
2019-10-02,EA-117-TOT,
2019-10-02,EA-430B,
2019-10-03,EA-001,0.250
2019-10-03,EA-007,
2019-10-03,EA-021-PR,0.210
2019-10-03,EA-062-TOT,
2019-10-03,EA-063-PR,0.160
2019-10-03,EA-112-TOT,
2019-10-03,EA-117-TOT,
2019-10-03,EA-430B,
2019-10-04,EA-001,0.250
2019-10-04,EA-007,
2019-10-04,EA-021-PR,0.190
2019-10-04,EA-062-TOT,
2019-10-04,EA-063-PR,0.130
2019-10-04,EA-112-TOT,
2019-10-04,EA-117-TOT,
2019-10-04,EA-430B,
2019-10-05,EA-001,0.250
2019-10-05,EA-007,
2019-10-05,EA-021-PR,0.180
2019-10-05,EA-062-TOT,
2019-10-05,EA-063-PR,0.100
2019-10-05,EA-112-TOT,
2019-10-05,EA-117-TOT,
2019-10-05,EA-430B,
2019-10-06,EA-001,0.250
2019-10-06,EA-007,
2019-10-06,EA-021-PR,0.140
2019-10-06,EA-062-TOT,
2019-10-06,EA-063-PR,0.050
2019-10-06,EA-112-TOT,
2019-10-06,EA-117-TOT,
2019-10-06,EA-430B,
2019-10-07,EA-001,0.250
2019-10-07,EA-007,
2019-10-07,EA-021-PR,0.140
2019-10-07,EA-062-TOT,
2019-10-07,EA-063-PR,0.080
2019-10-07,EA-112-TOT,
2019-10-07,EA-117-TOT,
2019-10-07,EA-430B,
2019-10-08,EA-001,0.250
2019-10-08,EA-007,
2019-10-08,EA-021-PR,0.190
2019-10-08,EA-062-TOT,
2019-10-08,EA-063-PR,0.150
2019-10-08,EA-112-TOT,
2019-10-08,EA-117-TOT,
2019-10-08,EA-430B,
2019-10-09,EA-001,0.250
2019-10-09,EA-007,
2019-10-09,EA-021-PR,0.140
2019-10-09,EA-062-TOT,
2019-10-09,EA-063-PR,0.070
2019-10-09,EA-112-TOT,
2019-10-09,EA-117-TOT,
2019-10-09,EA-430B,
2019-10-10,EA-001,0.250
2019-10-10,EA-007,
2019-10-10,EA-021-PR,0.110
2019-10-10,EA-062-TOT,
2019-10-10,EA-063-PR,0.060
2019-10-10,EA-112-TOT,
2019-10-10,EA-117-TOT,
2019-10-10,EA-430B,
2019-10-11,EA-001,0.250
2019-10-11,EA-007,
2019-10-11,EA-021-PR,0.100
2019-10-11,EA-062-TOT,
2019-10-11,EA-063-PR,0.040
2019-10-11,EA-112-TOT,
2019-10-11,EA-117-TOT,
2019-10-11,EA-430B,
2019-10-12,EA-001,0.250
2019-10-12,EA-007,
2019-10-12,EA-021-PR,0.060
2019-10-12,EA-062-TOT,
2019-10-12,EA-063-PR,0.010
2019-10-12,EA-112-TOT,
2019-10-12,EA-117-TOT,
2019-10-12,EA-430B,
2019-10-13,EA-001,0.250
2019-10-13,EA-007,
2019-10-13,EA-021-PR,0.030
2019-10-13,EA-062-TOT,
2019-10-13,EA-063-PR,0.000
2019-10-13,EA-112-TOT,
2019-10-13,EA-117-TOT,
2019-10-13,EA-430B,
2019-10-14,EA-001,0.250
2019-10-14,EA-007,
2019-10-14,EA-021-PR,0.050
2019-10-14,EA-062-TOT,
2019-10-14,EA-063-PR,0.010
2019-10-14,EA-112-TOT,
2019-10-14,EA-117-TOT,
2019-10-14,EA-430B,
2019-10-15,EA-001,0.240
2019-10-15,EA-007,
2019-10-15,EA-021-PR,0.060
2019-10-15,EA-062-TOT,
2019-10-15,EA-063-PR,0.020
2019-10-15,EA-112-TOT,
2019-10-15,EA-117-TOT,
2019-10-15,EA-430B,
2019-10-16,EA-001,0.240
2019-10-16,EA-007,
2019-10-16,EA-021-PR,0.050
2019-10-16,EA-062-TOT,
2019-10-16,EA-063-PR,0.020
2019-10-16,EA-112-TOT,
2019-10-16,EA-117-TOT,
2019-10-16,EA-430B,
2019-10-17,EA-001,0.230
2019-10-17,EA-007,
2019-10-17,EA-021-PR,0.060
2019-10-17,EA-062-TOT,
2019-10-17,EA-063-PR,0.020
2019-10-17,EA-112-TOT,
2019-10-17,EA-117-TOT,
2019-10-17,EA-430B,
2019-10-18,EA-001,0.240
2019-10-18,EA-007,
2019-10-18,EA-021-PR,0.060
2019-10-18,EA-062-TOT,
2019-10-18,EA-063-PR,0.010
2019-10-18,EA-112-TOT,
2019-10-18,EA-117-TOT,
2019-10-18,EA-430B,
2019-10-19,EA-001,0.240
2019-10-19,EA-007,
2019-10-19,EA-021-PR,0.040
2019-10-19,EA-062-TOT,
2019-10-19,EA-063-PR,0.000
2019-10-19,EA-112-TOT,
2019-10-19,EA-117-TOT,
2019-10-19,EA-430B,
2019-10-20,EA-001,0.240
2019-10-20,EA-007,
2019-10-20,EA-021-PR,0.050
2019-10-20,EA-062-TOT,
2019-10-20,EA-063-PR,0.000
2019-10-20,EA-112-TOT,
2019-10-20,EA-117-TOT,
2019-10-20,EA-430B,
2019-10-21,EA-001,0.230
2019-10-21,EA-007,
2019-10-21,EA-021-PR,0.050
2019-10-21,EA-062-TOT,
2019-10-21,EA-063-PR,0.010
2019-10-21,EA-112-TOT,
2019-10-21,EA-117-TOT,
2019-10-21,EA-430B,
2019-10-22,EA-001,0.240
2019-10-22,EA-007,
2019-10-22,EA-021-PR,0.230
2019-10-22,EA-062-TOT,
2019-10-22,EA-063-PR,0.080
2019-10-22,EA-112-TOT,
2019-10-22,EA-117-TOT,
2019-10-22,EA-430B,
2019-10-23,EA-001,0.240
2019-10-23,EA-007,
2019-10-23,EA-021-PR,0.180
2019-10-23,EA-062-TOT,
2019-10-23,EA-063-PR,0.000
2019-10-23,EA-112-TOT,
2019-10-23,EA-117-TOT,
2019-10-23,EA-430B,
2019-10-24,EA-001,0.240
2019-10-24,EA-007,
2019-10-24,EA-021-PR,0.140
2019-10-24,EA-062-TOT,
2019-10-24,EA-063-PR,0.000
2019-10-24,EA-112-TOT,
2019-10-24,EA-117-TOT,
2019-10-24,EA-430B,
2019-10-25,EA-001,0.230
2019-10-25,EA-007,
2019-10-25,EA-021-PR,0.060
2019-10-25,EA-062-TOT,
2019-10-25,EA-063-PR,0.000
2019-10-25,EA-112-TOT,
2019-10-25,EA-117-TOT,
2019-10-25,EA-430B,
2019-10-26,EA-001,0.240
2019-10-26,EA-007,
2019-10-26,EA-021-PR,0.050
2019-10-26,EA-062-TOT,
2019-10-26,EA-063-PR,0.000
2019-10-26,EA-112-TOT,
2019-10-26,EA-117-TOT,
2019-10-26,EA-430B,
2019-10-27,EA-001,0.240
2019-10-27,EA-007,
2019-10-27,EA-021-PR,0.060
2019-10-27,EA-062-TOT,
2019-10-27,EA-063-PR,0.000
2019-10-27,EA-112-TOT,
2019-10-27,EA-117-TOT,
2019-10-27,EA-430B,
2019-10-28,EA-001,0.240
2019-10-28,EA-007,
2019-10-28,EA-021-PR,0.060
2019-10-28,EA-062-TOT,
2019-10-28,EA-063-PR,0.000
2019-10-28,EA-112-TOT,
2019-10-28,EA-117-TOT,
2019-10-28,EA-430B,
2019-10-29,EA-001,0.240
2019-10-29,EA-007,
2019-10-29,EA-021-PR,0.060
2019-10-29,EA-062-TOT,
2019-10-29,EA-063-PR,0.000
2019-10-29,EA-112-TOT,
2019-10-29,EA-117-TOT,
2019-10-29,EA-430B,
2019-10-30,EA-001,0.240
2019-10-30,EA-007,
2019-10-30,EA-021-PR,0.060
2019-10-30,EA-062-TOT,
2019-10-30,EA-063-PR,0.000
2019-10-30,EA-112-TOT,
2019-10-30,EA-117-TOT,
2019-10-30,EA-430B,
2019-10-31,EA-001,0.240
2019-10-31,EA-007,
2019-10-31,EA-021-PR,0.030
2019-10-31,EA-062-TOT,
2019-10-31,EA-063-PR,0.000
2019-10-31,EA-112-TOT,
2019-10-31,EA-117-TOT,
2019-10-31,EA-430B,
2019-11-01,EA-001,0.240
2019-11-01,EA-007,
2019-11-01,EA-021-PR,0.020
2019-11-01,EA-062-TOT,
2019-11-01,EA-063-PR,0.000
2019-11-01,EA-112-TOT,
2019-11-01,EA-117-TOT,
2019-11-01,EA-430B,
2019-11-02,EA-001,0.240
2019-11-02,EA-007,
2019-11-02,EA-021-PR,0.020
2019-11-02,EA-062-TOT,
2019-11-02,EA-063-PR,0.000
2019-11-02,EA-112-TOT,
2019-11-02,EA-117-TOT,
2019-11-02,EA-430B,
2019-11-03,EA-001,0.240
2019-11-03,EA-007,
2019-11-03,EA-021-PR,0.020
