fec_medida,codigo,evapor_diaria_m3,desague_diario_m3,altura_diaria_m,superf_diaria_m2,aport_diaria_m3,volumen_diario_m3
2016-01-22,EB-009,11632.0,129600.0,61.0,9693240.0,724713.0,184267800.0
2016-01-22,EB-010,2611.0,851904.0,28.0,2176078.0,367063.0,18150827.0
2016-01-23,EB-004,2298.0,388800.0,30.0,2298421.0,188130.0,18518346.0
2016-01-23,EB-006,5447.0,587520.0,43.0,3890511.0,278059.0,56738833.0
2016-01-23,EB-009,9709.0,146880.0,61.0,9709170.0,642824.0,184754035.0
2016-01-23,EB-010,2775.0,829440.0,28.0,2134729.0,393846.0,17712458.0
2016-01-24,EB-004,4348.0,371520.0,30.0,2288241.0,172900.0,18315378.0
2016-01-24,EB-006,5038.0,596160.0,43.0,3875022.0,207562.0,56345197.0
2016-01-24,EB-009,18478.0,146880.0,62.0,9725100.0,651593.0,185240270.0
2016-01-24,EB-010,251.0,832896.0,28.0,2091411.0,376161.0,17253213.0
2016-01-25,EB-004,1822.0,371520.0,30.0,2278061.0,170374.0,18112410.0
2016-01-25,EB-006,6178.0,604800.0,43.0,3861083.0,256706.0,55990925.0
2016-01-25,EB-009,7795.0,146880.0,62.0,9744216.0,738156.0,185823751.0
2016-01-25,EB-010,4301.0,833760.0,27.0,2048094.0,378817.0,16793969.0
2016-01-26,EB-004,0.0,402624.0,30.0,2267880.0,199656.0,17909442.0
2016-01-26,EB-006,1155.0,587520.0,43.0,3848965.0,284429.0,55686679.0
2016-01-26,EB-009,0.0,146880.0,62.0,9760146.0,633115.0,186309986.0
2016-01-26,EB-010,1002.0,864000.0,27.0,2004776.0,405758.0,16334725.0
2016-01-27,EB-004,1805.0,388800.0,30.0,2256569.0,165085.0,17683922.0
2016-01-27,EB-006,2685.0,596160.0,42.0,3835377.0,258283.0,55346117.0
2016-01-27,EB-009,2933.0,146880.0,62.0,9776076.0,636047.0,186796220.0
2016-01-27,EB-010,5900.0,844128.0,27.0,1965195.0,391281.0,15881288.0
2016-01-28,EB-004,4268.0,388800.0,29.0,2246388.0,190099.0,17480953.0
2016-01-28,EB-006,4588.0,604800.0,42.0,3823299.0,306667.0,55043396.0
2016-01-28,EB-009,18611.0,129600.0,62.0,9795192.0,731693.0,187379702.0
2016-01-28,EB-010,2891.0,848448.0,27.0,1927068.0,393037.0,15422986.0
2016-01-29,EB-004,2459.0,388800.0,29.0,2235077.0,165739.0,17255433.0
2016-01-29,EB-006,1146.0,587520.0,42.0,3818769.0,475145.0,54929875.0
2016-01-29,EB-009,10792.0,146880.0,62.0,9811122.0,643907.0,187865937.0
2016-01-29,EB-010,5670.0,848448.0,26.0,1888942.0,390712.0,14964683.0
2016-01-30,EB-004,4672.0,388800.0,29.0,2224896.0,190504.0,17052465.0
2016-01-30,EB-006,6471.0,604800.0,42.0,3806691.0,308549.0,54627153.0
2016-01-30,EB-009,20643.0,129600.0,62.0,9830238.0,733724.0,188449418.0
2016-01-30,EB-010,2776.0,848448.0,26.0,1850815.0,392922.0,14506381.0
2016-01-31,EB-004,7973.0,388800.0,29.0,2214716.0,193805.0,16849497.0
2016-01-31,EB-006,8345.0,507168.0,42.0,3793103.0,174951.0,54286591.0
2016-01-31,EB-009,35435.0,155520.0,62.0,9842982.0,579943.0,188838406.0
2016-01-31,EB-010,6164.0,868320.0,26.0,1812875.0,396960.0,14028857.0
2016-02-01,EB-004,4627.0,388800.0,29.0,2203405.0,167907.0,16623977.0
2016-02-01,EB-006,5674.0,604800.0,42.0,3782534.0,345593.0,54021710.0
2016-02-01,EB-009,2067.0,721800.0,62.0,9842982.0,742470.0,188838406.0
2016-02-01,EB-010,3991.0,373248.0,26.0,1814204.0,394876.0,14046494.0
2016-02-02,EB-004,4382.0,388800.0,29.0,2191184.0,152917.0,16383712.0
2016-02-02,EB-006,6035.0,604800.0,42.0,3771966.0,345953.0,53756828.0
2016-02-02,EB-009,19692.0,579600.0,62.0,9846168.0,696539.0,188935653.0
2016-02-02,EB-010,3997.0,355968.0,26.0,1816864.0,395238.0,14081767.0
2016-02-03,EB-004,7409.0,388800.0,29.0,2179092.0,160404.0,16147907.0
2016-02-03,EB-006,3757.0,604800.0,42.0,3756868.0,230155.0,53378426.0
2016-02-03,EB-009,33499.0,457920.0,62.0,9852540.0,685913.0,189130147.0
2016-02-03,EB-010,3457.0,356832.0,26.0,1819524.0,395562.0,14117040.0
2016-02-04,EB-004,5854.0,388800.0,29.0,2168098.0,180286.0,15933539.0
2016-02-04,EB-006,4866.0,561600.0,42.0,3743279.0,225904.0,53037864.0
2016-02-04,EB-009,26619.0,406080.0,62.0,9858912.0,627193.0,189324641.0
2016-02-04,EB-010,3827.0,356832.0,26.0,1822184.0,395933.0,14152314.0
2016-02-05,EB-004,2156.0,345600.0,29.0,2156005.0,111952.0,15697735.0
2016-02-05,EB-006,3731.0,388800.0,42.0,3731201.0,89809.0,52735142.0
2016-02-05,EB-009,18738.0,388800.0,62.0,9862098.0,504784.0,189421887.0
2016-02-05,EB-010,2735.0,372384.0,26.0,1823514.0,392756.0,14169951.0
2016-02-06,EB-004,7504.0,380160.0,29.0,2143912.0,151860.0,15461931.0
2016-02-06,EB-006,13059.0,345600.0,42.0,3731201.0,358659.0,52735142.0
2016-02-06,EB-009,34517.0,388800.0,62.0,9862098.0,423317.0,189421887.0
2016-02-06,EB-010,3282.0,381888.0,26.0,1823514.0,385170.0,14169951.0
2016-02-07,EB-004,11731.0,371520.0,28.0,2132918.0,168883.0,15247563.0
2016-02-07,EB-006,14913.0,345600.0,42.0,3728181.0,284833.0,52659462.0
2016-02-07,EB-009,54259.0,388800.0,62.0,9865284.0,540306.0,189519134.0
2016-02-07,EB-010,62.0,373248.0,26.0,1823514.0,379448.0,14169951.0
2016-02-08,EB-004,9549.0,345600.0,28.0,2121925.0,140781.0,15033195.0
2016-02-08,EB-006,14167.0,293760.0,42.0,3728181.0,307927.0,52659462.0
2016-02-08,EB-009,44379.0,414720.0,62.0,9862098.0,361852.0,189421887.0
2016-02-08,EB-010,5645.0,382752.0,26.0,1820854.0,353123.0,14134677.0
2016-02-09,EB-004,14565.0,371520.0,28.0,2110931.0,171717.0,14818827.0
2016-02-09,EB-006,12676.0,276480.0,42.0,3728181.0,289156.0,52659462.0
2016-02-09,EB-009,67983.0,587520.0,62.0,9852540.0,363763.0,189130147.0
2016-02-09,EB-010,10219.0,319680.0,26.0,1824843.0,382809.0,14187587.0
2016-02-10,EB-004,1302.0,362880.0,28.0,2099938.0,161533.0,14604460.0
2016-02-10,EB-006,9701.0,336960.0,42.0,3731201.0,422341.0,52735142.0
2016-02-10,EB-009,61046.0,561600.0,62.0,9846168.0,428152.0,188935653.0
2016-02-10,EB-010,8942.0,364608.0,26.0,1824843.0,373550.0,14187587.0
2016-02-11,EB-004,14847.0,397440.0,28.0,2091143.0,240793.0,14432966.0
2016-02-11,EB-006,13839.0,336960.0,42.0,3740260.0,577841.0,52962184.0
2016-02-11,EB-009,69863.0,570240.0,62.0,9839796.0,445609.0,188741159.0
2016-02-11,EB-010,951.0,345600.0,26.0,1828833.0,408020.0,14240497.0
2016-02-12,EB-004,15822.0,362016.0,28.0,2081785.0,234118.0,14289246.0
2016-02-12,EB-006,9748.0,267840.0,42.0,3749319.0,504629.0,53189225.0
2016-02-12,EB-009,74613.0,967680.0,62.0,9817494.0,361564.0,188060430.0
2016-02-12,EB-010,97.0,345600.0,26.0,1830163.0,372937.0,14258134.0
2016-02-13,EB-004,17704.0,389232.0,28.0,2107633.0,872207.0,14754517.0
2016-02-13,EB-006,11759.0,345600.0,42.0,3793103.0,1454725.0,54286591.0
2016-02-13,EB-009,82306.0,993600.0,62.0,9798378.0,492425.0,187476949.0
2016-02-13,EB-010,10633.0,354240.0,26.0,1833340.0,403065.0,14296326.0
2016-02-14,EB-004,10731.0,388800.0,29.0,2190085.0,2007289.0,16362275.0
2016-02-14,EB-006,973.0,345600.0,43.0,3892060.0,2846935.0,56778196.0
2016-02-14,EB-009,47965.0,756000.0,62.0,9788820.0,512224.0,187185208.0
2016-02-14,EB-010,5877.0,352512.0,26.0,1836517.0,396581.0,14334518.0
2016-02-15,EB-004,12326.0,400896.0,29.0,2201142.0,629820.0,16578873.0
2016-02-15,EB-006,11076.0,336960.0,43.0,3955562.0,1961943.0,58392103.0
2016-02-15,EB-009,54746.0,760320.0,62.0,9776076.0,426078.0,186796220.0
2016-02-15,EB-010,7181.0,345600.0,26.0,1841283.0,410069.0,14391806.0
2016-02-16,EB-004,8153.0,388800.0,29.0,2203405.0,442057.0,16623977.0
2016-02-16,EB-006,7998.0,345600.0,44.0,3998930.0,1455778.0,59494283.0
2016-02-16,EB-009,36136.0,734400.0,62.0,9766518.0,478796.0,186504480.0
2016-02-16,EB-010,4242.0,351648.0,26.0,1844460.0,394081.0,14429997.0
2016-02-17,EB-004,8369.0,388800.0,29.0,2202273.0,374617.0,16601425.0
2016-02-17,EB-006,13685.0,345600.0,44.0,4025015.0,1039313.0,60174311.0
2016-02-17,EB-009,37076.0,734400.0,62.0,9756960.0,479735.0,186212739.0
2016-02-17,EB-010,5723.0,371520.0,26.0,1846049.0,396339.0,14449093.0
2016-02-18,EB-004,374.0,388800.0,29.0,2200011.0,347436.0,16556321.0
2016-02-18,EB-006,4045.0,319680.0,44.0,4044695.0,855595.0,60706181.0
2016-02-18,EB-009,16565.0,743040.0,62.0,9744216.0,370617.0,185823751.0
2016-02-18,EB-010,2959.0,352512.0,26.0,1849226.0,393663.0,14487285.0
2016-02-19,EB-004,2429.0,401760.0,29.0,2207929.0,562053.0,16714185.0
2016-02-19,EB-006,2033.0,241920.0,44.0,4065888.0,816737.0,61278965.0
2016-02-19,EB-009,10701.0,760320.0,62.0,9728286.0,284786.0,185337516.0
2016-02-19,EB-010,1854.0,345600.0,26.0,1853992.0,404742.0,14544573.0
2016-02-20,EB-004,4691.0,388800.0,29.0,2233946.0,912187.0,17232881.0
2016-02-20,EB-006,4078.0,345600.0,44.0,4077999.0,676983.0,61606270.0
2016-02-20,EB-009,20403.0,760320.0,61.0,9715542.0,391736.0,184948529.0
2016-02-20,EB-010,3529.0,351648.0,26.0,1857169.0,393369.0,14582765.0
2016-02-21,EB-004,4313.0,401760.0,30.0,2270142.0,1127738.0,17954546.0
2016-02-21,EB-006,4908.0,319680.0,44.0,4090110.0,651893.0,61933575.0
2016-02-21,EB-009,18435.0,751680.0,61.0,9702798.0,381127.0,184559541.0
2016-02-21,EB-010,2607.0,346464.0,26.0,1861935.0,406359.0,14640053.0
2016-02-22,EB-004,11733.0,629100.0,30.0,2300684.0,1249737.0,18563450.0
2016-02-22,EB-006,12316.0,328320.0,44.0,4105248.0,749767.0,62342706.0
2016-02-22,EB-009,49419.0,747360.0,61.0,9690054.0,407791.0,184170553.0
2016-02-22,EB-010,6578.0,420768.0,26.0,1879410.0,637401.0,14850108.0
2016-02-23,EB-004,11171.0,673920.0,30.0,2327279.0,1265025.0,19143384.0
2016-02-23,EB-006,11923.0,328320.0,44.0,4111303.0,503895.0,62506358.0
2016-02-23,EB-009,46451.0,751680.0,61.0,9677310.0,409144.0,183781566.0
2016-02-23,EB-010,6101.0,350784.0,26.0,1906416.0,681516.0,15174739.0
2016-02-24,EB-004,9882.0,673920.0,30.0,2352753.0,1274492.0,19734074.0
2016-02-24,EB-006,10705.0,345600.0,44.0,4117358.0,519957.0,62670010.0
2016-02-24,EB-009,40618.0,619200.0,61.0,9670938.0,465324.0,183587072.0
2016-02-24,EB-010,5989.0,369792.0,27.0,1931834.0,681316.0,15480274.0
2016-02-25,EB-004,9509.0,648000.0,31.0,2377208.0,1224571.0,20301136.0
2016-02-25,EB-006,1115.0,345600.0,44.0,4129469.0,684055.0,62997315.0
2016-02-25,EB-009,38671.0,561600.0,61.0,9667752.0,503024.0,183489825.0
2016-02-25,EB-010,4686.0,401760.0,27.0,1952486.0,654693.0,15728521.0
2016-02-26,EB-004,10478.0,1062720.0,31.0,2381284.0,1167709.0,20395647.0
2016-02-26,EB-006,8704.0,345600.0,45.0,4144607.0,763435.0,63406446.0
2016-02-26,EB-009,42538.0,483840.0,61.0,9667752.0,526378.0,183489825.0
2016-02-26,EB-010,822.0,1007424.0,27.0,1957252.0,1072931.0,15785808.0
2016-02-27,EB-004,14989.0,1252800.0,31.0,2379246.0,1220534.0,20348392.0
2016-02-27,EB-006,5813.0,345600.0,45.0,4152177.0,555979.0,63611012.0
2016-02-27,EB-009,60987.0,129600.0,61.0,9680496.0,579574.0,183878812.0
2016-02-27,EB-010,7848.0,1196640.0,27.0,1962018.0,1261776.0,15843096.0
2016-02-28,EB-004,14551.0,1271808.0,31.0,2385360.0,1428124.0,20490157.0
2016-02-28,EB-006,8323.0,336960.0,45.0,4161260.0,590762.0,63856491.0
2016-02-28,EB-009,5909.0,190080.0,61.0,9686868.0,443664.0,184073306.0
2016-02-28,EB-010,6906.0,1140480.0,27.0,1973138.0,1281058.0,15976768.0
2016-02-29,EB-004,17204.0,1235520.0,31.0,2389436.0,1347235.0,20584668.0
2016-02-29,EB-006,11694.0,311040.0,45.0,4176348.0,784117.0,64317874.0
2016-02-29,EB-009,69791.0,155520.0,61.0,9693240.0,419805.0,184267800.0
2016-02-29,EB-010,8731.0,1104192.0,27.0,1984258.0,1246594.0,16110439.0
2016-03-01,EB-004,20549.0,1261440.0,31.0,2389436.0,1281989.0,20584668.0
2016-03-01,EB-006,16758.0,319680.0,45.0,4189533.0,759743.0,64741179.0
2016-03-01,EB-009,83417.0,164160.0,61.0,9699612.0,442071.0,184462294.0
2016-03-01,EB-010,11238.0,1017792.0,27.0,2006745.0,1274191.0,16355600.0
2016-03-02,EB-004,19384.0,1270080.0,31.0,2363962.0,698774.0,19993978.0
2016-03-02,EB-006,18469.0,324000.0,45.0,4197443.0,596452.0,64995162.0
2016-03-02,EB-009,79589.0,155520.0,61.0,9705984.0,429603.0,184656788.0
2016-03-02,EB-010,10466.0,1209600.0,27.0,2012652.0,1282690.0,16418224.0
2016-03-03,EB-004,15127.0,1278720.0,30.0,2327279.0,443253.0,19143384.0
2016-03-03,EB-006,14742.0,324000.0,45.0,4211946.0,804377.0,65460797.0
2016-03-03,EB-009,6313.0,164160.0,61.0,9712356.0,421784.0,184851282.0
2016-03-03,EB-010,958.0,1009152.0,27.0,2038249.0,1290104.0,16689596.0
2016-03-04,EB-004,17373.0,1271808.0,30.0,2285979.0,416071.0,18270274.0
2016-03-04,EB-006,21991.0,311040.0,45.0,4229086.0,883327.0,66011093.0
2016-03-04,EB-009,73862.0,155520.0,61.0,9718728.0,423876.0,185045776.0
2016-03-04,EB-010,10619.0,1231200.0,27.0,2042187.0,1283568.0,16731345.0
2016-03-05,EB-004,12324.0,1291680.0,29.0,2240733.0,401923.0,17368193.0
2016-03-05,EB-006,12727.0,345600.0,45.0,4242270.0,781632.0,66434398.0
2016-03-05,EB-009,53506.0,129600.0,62.0,9728286.0,474846.0,185337516.0
2016-03-05,EB-010,6791.0,1127520.0,27.0,2057939.0,1301309.0,16898343.0
2016-03-06,EB-004,10769.0,1235520.0,29.0,2197781.0,390428.0,16512332.0
2016-03-06,EB-006,14926.0,345600.0,45.0,4264683.0,1080144.0,67154016.0
2016-03-06,EB-009,47715.0,138240.0,62.0,9737844.0,477696.0,185629257.0
2016-03-06,EB-010,6144.0,1340928.0,27.0,2048094.0,1242698.0,16793969.0
2016-03-07,EB-004,5597.0,1270080.0,29.0,2152707.0,396770.0,15633425.0
2016-03-07,EB-006,6851.0,345600.0,46.0,4281823.0,902747.0,67704312.0
2016-03-07,EB-009,25343.0,138240.0,62.0,9747402.0,455324.0,185920998.0
2016-03-07,EB-010,2465.0,1209600.0,27.0,2054001.0,1274689.0,16856593.0
2016-03-08,EB-004,0.0,1252800.0,28.0,2105434.0,331019.0,14711644.0
2016-03-08,EB-006,10311.0,345600.0,46.0,4296326.0,821547.0,68169948.0
2016-03-08,EB-009,4976.0,138240.0,62.0,9756960.0,479741.0,186212739.0
2016-03-08,EB-010,533.0,1296864.0,27.0,2050063.0,1260445.0,16814844.0
2016-03-09,EB-004,0.0,1124928.0,28.0,2057444.0,359652.0,13946368.0
2016-03-09,EB-006,1249.0,311040.0,46.0,4306835.0,671204.0,68517622.0
2016-03-09,EB-009,63462.0,155520.0,62.0,9763332.0,413476.0,186407233.0
2016-03-09,EB-010,7338.0,1252800.0,27.0,2038249.0,1134890.0,16689596.0
2016-03-10,EB-004,11393.0,1123200.0,27.0,1998739.0,307652.0,13119427.0
2016-03-10,EB-006,10358.0,362880.0,46.0,4316025.0,678582.0,68822966.0
2016-03-10,EB-009,55705.0,120960.0,62.0,9772890.0,468405.0,186698973.0
2016-03-10,EB-010,6687.0,1251072.0,27.0,2026435.0,1132510.0,16564347.0
2016-03-11,EB-004,7758.0,1105920.0,27.0,1939425.0,292775.0,12298524.0
2016-03-11,EB-006,9948.0,345600.0,46.0,4325216.0,660892.0,69128310.0
2016-03-11,EB-009,3913.0,138240.0,62.0,9782448.0,469111.0,186990714.0
2016-03-11,EB-010,5243.0,1212192.0,27.0,2016590.0,1113061.0,16459973.0
2016-03-12,EB-004,6577.0,1002240.0,27.0,1879222.0,299741.0,11589448.0
2016-03-12,EB-006,11283.0,345600.0,46.0,4339659.0,836710.0,69608137.0
2016-03-12,EB-009,34272.0,138240.0,62.0,9792006.0,464253.0,187282455.0
2016-03-12,EB-010,6384.0,1233792.0,27.0,1994931.0,1010554.0,16230351.0
2016-03-13,EB-004,6719.0,967680.0,26.0,1815850.0,228005.0,10843054.0
2016-03-13,EB-006,12615.0,345600.0,46.0,4350162.0,707179.0,69957101.0
2016-03-13,EB-009,36266.0,138240.0,62.0,9801564.0,466247.0,187574196.0
2016-03-13,EB-010,6923.0,1166400.0,27.0,1977904.0,977027.0,16034055.0
2016-03-14,EB-004,5334.0,777600.0,26.0,1778136.0,344449.0,10404569.0
2016-03-14,EB-006,8732.0,328320.0,46.0,4365918.0,860499.0,70480548.0
2016-03-14,EB-009,29395.0,483840.0,62.0,9798378.0,415988.0,187476949.0
2016-03-14,EB-010,4982.0,604800.0,27.0,1992962.0,785203.0,16209476.0
2016-03-15,EB-004,8045.0,665280.0,26.0,1749011.0,348403.0,10079647.0
2016-03-15,EB-006,15327.0,259200.0,46.0,4379048.0,710733.0,70916754.0
2016-03-15,EB-009,45043.0,492480.0,62.0,9792006.0,343029.0,187282455.0
2016-03-15,EB-010,6763.0,708480.0,27.0,1989024.0,673494.0,16167727.0
2016-03-16,EB-004,8756.0,643680.0,26.0,1716820.0,293312.0,9720523.0
2016-03-16,EB-006,18436.0,345600.0,46.0,4389551.0,713001.0,71265719.0
2016-03-16,EB-009,49923.0,492480.0,62.0,9788820.0,445156.0,187185208.0
2016-03-16,EB-010,7912.0,779328.0,27.0,1977904.0,653568.0,16034055.0
2016-03-17,EB-004,5891.0,639360.0,25.0,1683096.0,269025.0,9344297.0
2016-03-17,EB-006,14956.0,345600.0,46.0,4398742.0,665900.0,71571063.0
2016-03-17,EB-009,3425.0,492480.0,62.0,9785634.0,429483.0,187087961.0
2016-03-17,EB-010,5503.0,794880.0,27.0,1965195.0,647616.0,15881288.0
2016-03-18,EB-004,461.0,656640.0,25.0,1646307.0,250822.0,8933869.0
2016-03-18,EB-006,7937.0,345600.0,46.0,4409246.0,702501.0,71920027.0
2016-03-18,EB-009,27391.0,483840.0,62.0,9782448.0,413984.0,186990714.0
2016-03-18,EB-010,3921.0,717120.0,27.0,1960429.0,663753.0,15824000.0
2016-03-19,EB-004,3089.0,667008.0,25.0,1625662.0,423123.0,8686895.0
2016-03-19,EB-006,9721.0,345600.0,47.0,4418436.0,660665.0,72225371.0
2016-03-19,EB-009,18581.0,483840.0,62.0,9779262.0,405174.0,186893467.0
2016-03-19,EB-010,2153.0,708480.0,27.0,1957252.0,672441.0,15785808.0
2016-03-20,EB-004,4486.0,686880.0,25.0,1661636.0,1109352.0,9104881.0
2016-03-20,EB-006,8853.0,345600.0,47.0,4426314.0,616177.0,72487095.0
2016-03-20,EB-009,26395.0,492480.0,62.0,9776076.0,421628.0,186796220.0
2016-03-20,EB-010,4107.0,708480.0,27.0,1955663.0,693491.0,15766712.0
2016-03-21,EB-004,0.0,791424.0,25.0,1676965.0,962435.0,9275892.0
2016-03-21,EB-006,4430.0,406080.0,47.0,4434798.0,673817.0,72754389.0
2016-03-21,EB-009,0.0,466560.0,62.0,9779262.0,563807.0,186893467.0
2016-03-21,EB-010,7790.0,889920.0,27.0,1947720.0,795220.0,15671233.0
2016-03-22,EB-004,4246.0,806976.0,25.0,1698425.0,1050639.0,9515309.0
2016-03-22,EB-006,1334.0,319680.0,47.0,4445051.0,636108.0,73069483.0
2016-03-22,EB-009,24456.0,259200.0,62.0,9782448.0,380903.0,186990714.0
2016-03-22,EB-010,7730.0,980640.0,27.0,1933423.0,809549.0,15499369.0
2016-03-23,EB-004,11665.0,799200.0,26.0,1767405.0,1580417.0,10284861.0
2016-03-23,EB-006,12467.0,345600.0,47.0,4452374.0,583133.0,73294549.0
2016-03-23,EB-009,64627.0,130464.0,62.0,9792006.0,486832.0,187282455.0
2016-03-23,EB-010,6706.0,1010880.0,27.0,1915948.0,807531.0,15289314.0
2016-03-24,EB-004,8661.0,820800.0,26.0,1842783.0,1704871.0,11160271.0
2016-03-24,EB-006,15609.0,345600.0,47.0,4459697.0,586276.0,73519616.0
2016-03-24,EB-009,46067.0,129600.0,62.0,9801564.0,467408.0,187574196.0
2016-03-24,EB-010,6672.0,937440.0,26.0,1906416.0,829537.0,15174739.0
2016-03-25,EB-004,14787.0,820800.0,27.0,1920413.0,1749921.0,12074605.0
2016-03-25,EB-006,29045.0,345600.0,47.0,4468484.0,644725.0,73789696.0
2016-03-25,EB-009,75546.0,129600.0,62.0,9811122.0,496887.0,187865937.0
2016-03-25,EB-010,11011.0,917568.0,26.0,1898473.0,833099.0,15079259.0
2016-03-26,EB-004,11881.0,820800.0,27.0,1980126.0,1615302.0,12857226.0
2016-03-26,EB-006,27741.0,293760.0,47.0,4474343.0,501554.0,73969749.0
2016-03-26,EB-009,58905.0,138240.0,62.0,9817494.0,391638.0,188060430.0
2016-03-26,EB-010,10398.0,918432.0,26.0,1890530.0,833350.0,14983779.0
2016-03-27,EB-004,10151.0,820800.0,28.0,2030239.0,1536876.0,13563151.0
2016-03-27,EB-006,18417.0,302400.0,47.0,4491918.0,860977.0,74509909.0
2016-03-27,EB-009,49119.0,138240.0,62.0,9823866.0,381853.0,188254924.0
2016-03-27,EB-010,8088.0,937440.0,26.0,1880999.0,830953.0,14869204.0
2016-03-28,EB-004,13626.0,1099872.0,28.0,2064603.0,1597561.0,14047214.0
2016-03-28,EB-006,22061.0,345600.0,47.0,4502171.0,682755.0,74825003.0
2016-03-28,EB-009,64901.0,129600.0,62.0,9833424.0,486242.0,188546665.0
2016-03-28,EB-010,8325.0,967680.0,26.0,1892119.0,1109676.0,15002875.0
2016-03-29,EB-004,11286.0,1183680.0,28.0,2090043.0,1559281.0,14411529.0
2016-03-29,EB-006,23006.0,302400.0,47.0,4510958.0,595485.0,75095082.0
2016-03-29,EB-009,53135.0,142560.0,62.0,9839796.0,390189.0,188741159.0
2016-03-29,EB-010,7829.0,976320.0,27.0,1909594.0,1194205.0,15212931.0
2016-03-30,EB-004,11562.0,1248480.0,28.0,2102136.0,1495846.0,14647333.0
2016-03-30,EB-006,18964.0,336960.0,47.0,4515352.0,490964.0,75230122.0
2016-03-30,EB-009,54171.0,129600.0,62.0,9849354.0,475512.0,189032900.0
2016-03-30,EB-010,67.0,1192320.0,27.0,1914359.0,1256307.0,15270218.0
2016-03-31,EB-004,15725.0,1231200.0,28.0,2096640.0,1139741.0,14540149.0
2016-03-31,EB-006,15814.0,345600.0,47.0,4518281.0,451441.0,75320149.0
2016-03-31,EB-009,73942.0,138240.0,62.0,9858912.0,503923.0,189324641.0
2016-03-31,EB-010,8416.0,1252800.0,27.0,1912771.0,1242120.0,15251122.0
2016-04-01,EB-004,10257.0,1244160.0,28.0,2093341.0,1190107.0,14475839.0
2016-04-01,EB-006,19906.0,259200.0,47.0,4524140.0,459159.0,75500202.0
2016-04-01,EB-009,48324.0,190080.0,62.0,9862098.0,335650.0,189421887.0
2016-04-01,EB-010,688.0,1265760.0,27.0,1911182.0,1253544.0,15232026.0
2016-04-02,EB-004,9614.0,1237248.0,28.0,2090043.0,1182552.0,14411529.0
2016-04-02,EB-006,17667.0,241920.0,47.0,4529998.0,439641.0,75680256.0
2016-04-02,EB-009,45351.0,371520.0,62.0,9858912.0,319625.0,189324641.0
2016-04-02,EB-010,6493.0,1258200.0,27.0,1909594.0,1245598.0,15212931.0
2016-04-03,EB-004,1043.0,1252800.0,28.0,2086080.0,1201454.0,14349753.0
2016-04-03,EB-006,26299.0,285120.0,47.0,4534392.0,446459.0,75815296.0
2016-04-03,EB-009,50264.0,406080.0,62.0,9855726.0,359097.0,189227394.0
2016-04-03,EB-010,6689.0,1235520.0,27.0,1911182.0,1261304.0,15232026.0
2016-04-04,EB-004,5204.0,1245888.0,28.0,2081785.0,1190585.0,14289246.0
2016-04-04,EB-006,6824.0,345600.0,47.0,4549038.0,802557.0,76265429.0
2016-04-04,EB-009,24639.0,388800.0,62.0,9855726.0,413439.0,189227394.0
2016-04-04,EB-010,5169.0,1209600.0,27.0,1914359.0,1252961.0,15270218.0
2016-04-05,EB-004,2955.0,1265760.0,28.0,2110931.0,1798296.0,14818827.0
2016-04-05,EB-006,9163.0,345600.0,48.0,4581618.0,1351101.0,77261767.0
2016-04-05,EB-009,13811.0,388800.0,62.0,9865284.0,694351.0,189519134.0
2016-04-05,EB-010,173.0,1172448.0,27.0,1922302.0,1269658.0,15365698.0
2016-04-06,EB-004,5338.0,1226880.0,28.0,2135117.0,1703827.0,15290436.0
2016-04-06,EB-006,6938.0,345600.0,48.0,4625138.0,1655226.0,78564455.0
2016-04-06,EB-009,24663.0,388800.0,62.0,9865284.0,413463.0,189519134.0
2016-04-06,EB-010,3271.0,1209600.0,27.0,1923891.0,1231967.0,15384794.0
2016-04-07,EB-004,8808.0,1216080.0,29.0,2148309.0,1482130.0,15547678.0
2016-04-07,EB-006,24277.0,285120.0,48.0,4668657.0,1612085.0,79867143.0
2016-04-07,EB-009,40435.0,419040.0,62.0,9862098.0,362228.0,189421887.0
2016-04-07,EB-010,5772.0,1218240.0,27.0,1923891.0,1224012.0,15384794.0
2016-04-08,EB-004,1359.0,1235520.0,29.0,2157104.0,1420604.0,15719172.0
2016-04-08,EB-006,22574.0,345600.0,48.0,4702851.0,1391715.0,80890684.0
2016-04-08,EB-009,62151.0,388800.0,62.0,9865284.0,548198.0,189519134.0
2016-04-08,EB-010,7696.0,1237248.0,27.0,1923891.0,1244944.0,15384794.0
2016-04-09,EB-004,1262.0,1252800.0,29.0,2175793.0,1629845.0,16083597.0
2016-04-09,EB-006,21254.0,362880.0,49.0,4723057.0,988953.0,81495503.0
2016-04-09,EB-009,57237.0,336960.0,62.0,9868470.0,491444.0,189616381.0
2016-04-09,EB-010,6972.0,1101600.0,27.0,1936600.0,1261339.0,15537561.0
2016-04-10,EB-004,11354.0,1252800.0,29.0,2183489.0,1414211.0,16233654.0
2016-04-10,EB-006,2035.0,302400.0,49.0,4732453.0,603488.0,81776241.0
2016-04-10,EB-009,51333.0,246240.0,62.0,9871656.0,394820.0,189713628.0
2016-04-10,EB-010,6053.0,1063584.0,27.0,1952486.0,1260597.0,15728521.0
2016-04-11,EB-004,8511.0,1244160.0,29.0,2182390.0,1231234.0,16212217.0
2016-04-11,EB-006,14711.0,302400.0,49.0,4745453.0,702027.0,82161157.0
2016-04-11,EB-009,38512.0,246240.0,62.0,9874842.0,381999.0,189810875.0
