"Fec. medida","Código","Evapor. diaria (m³)","Desagüe diario (m³)","Altura diaria (m)","Superf. diaria (m2)","Aport. diaria (m³)","Volumen diario (m³)"
"24/05/2019","EB-004","5.580","1.555.200","26","1.800.007","1.812.666","10.656.455"
"24/05/2019","EB-006","11.276","924.480","39","3.416.865","289.785","43.866.389"
"24/05/2019","EB-009","51.539","483.840","61","9.544.289","1.005.967","179.719.100"
"24/05/2019","EB-010","4.645","1.623.456","22","1.327.031","1.562.220","7.972.116"
"25/05/2019","EB-004","6.317","1.555.200","26","1.804.760","1.617.497","10.712.435"
"25/05/2019","EB-006","12.208","950.400","39","3.391.020","112.646","43.016.427"
"25/05/2019","EB-009","49.759","345.600","61","9.568.986","1.151.429","180.475.170"
"25/05/2019","EB-010","5.153","1.632.960","22","1.321.246","1.561.210","7.895.213"
"26/05/2019","EB-004","8.136","1.581.120","26","1.807.929","1.626.575","10.749.754"
"26/05/2019","EB-006","17.510","864.000","39","3.367.242","99.545","42.234.462"
"26/05/2019","EB-009","53.676","414.720","61","9.584.916","954.631","180.961.405"
"26/05/2019","EB-010","6.787","1.455.840","22","1.330.754","1.591.697","8.024.283"
"27/05/2019","EB-004","9.649","1.546.560","26","1.820.603","1.705.488","10.899.033"
"27/05/2019","EB-006","19.757","967.680","39","3.348.634","375.464","41.622.489"
"27/05/2019","EB-009","74.936","345.600","61","9.607.218","1.101.264","181.642.133"
"27/05/2019","EB-010","8.034","1.416.960","22","1.339.064","1.562.141","8.161.430"
"28/05/2019","EB-004","9.190","1.555.200","26","1.838.030","1.769.649","11.104.292"
"28/05/2019","EB-006","21.004","950.400","38","3.333.976","443.141","41.094.226"
"28/05/2019","EB-009","68.370","362.880","61","9.629.520","1.111.979","182.322.862"
"28/05/2019","EB-010","8.229","1.395.360","22","1.349.035","1.568.166","8.326.007"
"29/05/2019","EB-004","9.809","1.555.200","26","1.850.705","1.714.288","11.253.571"
"29/05/2019","EB-006","16.592","941.760","38","3.318.401","397.072","40.532.946"
"29/05/2019","EB-009","77.164","475.200","61","9.645.450","1.038.598","182.809.096"
"29/05/2019","EB-010","9.565","1.270.080","22","1.366.486","1.567.654","8.614.016"
"30/05/2019","EB-004","10.808","1.555.200","26","1.863.379","1.715.287","11.402.850"
"30/05/2019","EB-006","12.902","777.600","38","3.308.324","427.322","40.169.766"
"30/05/2019","EB-009","67.607","414.720","61","9.658.194","871.315","183.198.084"
"30/05/2019","EB-010","0","1.296.000","23","1.382.274","1.556.579","8.874.595"
"31/05/2019","EB-004","10.703","1.572.480","27","1.877.638","1.751.122","11.570.789"
"31/05/2019","EB-006","15.071","1.296.000","38","3.276.259","155.495","39.014.190"
"31/05/2019","EB-009","87.948","1.131.840","61","9.664.566","1.414.282","183.392.578"
"31/05/2019","EB-010","9.145","1.524.960","23","1.385.598","1.588.964","8.929.454"
"01/06/2019","EB-004","12.601","1.563.840","27","1.880.806","1.613.760","11.608.108"
"01/06/2019","EB-006","15.625","941.760","38","3.255.108","199.819","38.256.624"
"01/06/2019","EB-009","90.907","777.600","61","9.670.938","1.063.001","183.587.072"
"01/06/2019","EB-010","10.953","1.555.200","23","1.386.429","1.579.868","8.943.169"
"02/06/2019","EB-004","13.199","1.572.480","27","1.885.559","1.641.659","11.664.088"
"02/06/2019","EB-006","14.549","864.000","37","3.233.123","140.002","37.518.077"
"02/06/2019","EB-009","93.963","408.672","61","9.686.868","988.869","184.073.306"
"02/06/2019","EB-010","11.382","1.550.880","23","1.388.091","1.589.691","8.970.598"
"03/06/2019","EB-004","11.361","1.555.200","27","1.893.480","1.659.860","11.757.387"
"03/06/2019","EB-006","11.252","915.840","37","3.214.961","316.989","36.907.974"
"03/06/2019","EB-009","99.972","371.520","61","9.705.984","1.054.974","184.656.788"
"03/06/2019","EB-010","11.125","1.520.640","23","1.390.584","1.572.910","9.011.743"
"04/06/2019","EB-004","12.369","1.572.480","27","1.902.986","1.696.809","11.869.347"
"04/06/2019","EB-006","28.737","932.256","37","3.192.976","222.446","36.169.427"
"04/06/2019","EB-009","90.414","449.280","61","9.721.914","1.025.929","185.143.023"
"04/06/2019","EB-010","11.799","1.620.000","23","1.388.091","1.590.654","8.970.598"
"05/06/2019","EB-004","15.478","1.563.840","27","1.910.908","1.672.617","11.962.646"
"05/06/2019","EB-006","7.927","907.200","37","3.170.991","176.581","35.430.881"
"05/06/2019","EB-009","118.841","362.880","62","9.741.030","1.065.202","185.726.504"
"05/06/2019","EB-010","9.172","1.537.920","23","1.389.753","1.574.522","8.998.028"
"06/06/2019","EB-004","9.778","1.563.840","27","1.917.245","1.648.257","12.037.285"
"06/06/2019","EB-006","16.684","915.840","37","3.147.892","270.233","34.768.590"
"06/06/2019","EB-009","91.745","354.240","62","9.760.146","1.029.467","186.309.986"
"06/06/2019","EB-010","8.498","1.512.000","23","1.393.077","1.575.357","9.052.887"
"07/06/2019","EB-004","16.529","1.555.200","27","1.921.998","1.627.709","12.093.265"
"07/06/2019","EB-006","21.196","915.840","36","3.117.120","161.617","33.993.171"
"07/06/2019","EB-009","88.904","665.280","62","9.769.704","1.045.925","186.601.727"
"07/06/2019","EB-010","9.071","1.516.320","23","1.395.570","1.566.535","9.094.031"
"08/06/2019","EB-004","11.092","1.546.560","27","1.912.492","1.445.693","11.981.306"
"08/06/2019","EB-006","12.037","907.200","36","3.086.348","143.818","33.217.752"
"08/06/2019","EB-009","74.298","743.040","62","9.776.076","1.011.831","186.796.220"
"08/06/2019","EB-010","7.126","1.520.640","23","1.397.232","1.555.195","9.121.460"
"09/06/2019","EB-004","12.560","1.555.200","27","1.902.986","1.455.801","11.869.347"
"09/06/2019","EB-006","11.319","881.280","36","3.059.269","210.231","32.535.384"
"09/06/2019","EB-009","81.247","518.400","62","9.788.820","988.635","187.185.208"
"09/06/2019","EB-010","8.249","1.546.560","23","1.398.063","1.568.524","9.135.175"
"10/06/2019","EB-004","14.249","1.537.920","27","1.899.818","1.514.849","11.832.027"
"10/06/2019","EB-006","12.718","907.200","36","3.028.068","154.775","31.770.241"
"10/06/2019","EB-009","86.310","345.600","62","9.807.936","1.015.392","187.768.690"
"10/06/2019","EB-010","9.071","1.581.120","23","1.395.570","1.549.047","9.094.031"
"11/06/2019","EB-004","14.856","1.555.200","27","1.904.570","1.626.035","11.888.006"
"11/06/2019","EB-006","15.974","588.240","35","3.013.938","277.159","31.443.186"
"11/06/2019","EB-009","70.709","424.800","62","9.820.680","884.496","188.157.677"
"11/06/2019","EB-010","6.879","1.425.600","23","1.403.879","1.569.626","9.231.178"
"12/06/2019","EB-004","9.912","1.503.360","27","1.906.155","1.531.932","11.906.666"
"12/06/2019","EB-006","10.226","423.360","35","3.007.515","284.925","31.294.525"
"12/06/2019","EB-009","63.834","475.200","62","9.820.680","539.034","188.157.677"
"12/06/2019","EB-010","6.005","1.632.960","23","1.396.401","1.515.533","9.107.746"
"13/06/2019","EB-004","8.783","1.555.200","27","1.909.323","1.601.303","11.943.986"
"13/06/2019","EB-006","11.704","440.640","35","3.001.093","303.683","31.145.864"
"13/06/2019","EB-009","57.961","388.800","62","9.823.866","544.008","188.254.924"
"13/06/2019","EB-010","6.254","1.665.792","23","1.389.753","1.562.328","8.998.028"
"14/06/2019","EB-004","17.148","388.800","27","1.926.751","611.207","12.149.245"
"14/06/2019","EB-006","18.291","457.920","35","2.998.524","416.746","31.086.399"
"14/06/2019","EB-009","98.642","2.298.240","62","9.766.518","646.438","186.504.480"
"14/06/2019","EB-010","6.254","390.528","23","1.389.753","396.782","8.998.028"
"15/06/2019","EB-004","13.273","146.880","27","1.923.582","122.833","12.111.925"
"15/06/2019","EB-006","20.311","457.920","35","2.986.963","210.641","30.818.809"
"15/06/2019","EB-009","81.504","2.548.800","61","9.702.798","685.365","184.559.541"
"15/06/2019","EB-010","9.194","95.040","23","1.393.077","159.093","9.052.887"
"16/06/2019","EB-004","9.786","129.600","27","1.918.829","83.406","12.055.945"
"16/06/2019","EB-006","11.896","457.920","35","2.974.118","172.494","30.521.487"
"16/06/2019","EB-009","59.901","1.994.400","61","9.661.380","790.091","183.295.331"
"16/06/2019","EB-010","9.339","120.960","23","1.393.908","144.013","9.066.601"
"17/06/2019","EB-004","15.363","138.240","27","1.920.413","172.263","12.074.605"
"17/06/2019","EB-006","20.215","466.560","35","2.972.833","457.042","30.491.754"
"17/06/2019","EB-009","106.782","1.952.640","61","9.619.962","795.212","182.031.121"
"17/06/2019","EB-010","15.194","139.968","23","1.393.908","155.162","9.066.601"
"18/06/2019","EB-004","14.619","133.920","27","1.923.582","185.859","12.111.925"
"18/06/2019","EB-006","22.238","457.920","35","2.965.126","301.765","30.313.361"
"18/06/2019","EB-009","99.584","1.944.000","61","9.575.358","682.127","180.669.664"
"18/06/2019","EB-010","12.538","148.608","23","1.393.077","147.432","9.052.887"
"19/06/2019","EB-004","15.966","120.960","27","1.923.582","136.926","12.111.925"
"19/06/2019","EB-006","26.605","466.560","35","2.956.134","285.039","30.105.235"
"19/06/2019","EB-009","109.653","1.926.720","61","9.535.070","803.456","179.436.747"
"19/06/2019","EB-010","14.619","138.240","23","1.392.246","139.144","9.039.172"
"20/06/2019","EB-004","14.054","129.600","27","1.925.166","162.314","12.130.585"
"20/06/2019","EB-006","18.280","457.920","35","2.948.427","297.806","29.926.841"
"20/06/2019","EB-009","91.183","1.944.000","61","9.498.194","905.772","178.307.336"
"20/06/2019","EB-010","11.688","146.880","23","1.391.415","144.853","9.025.457"
"21/06/2019","EB-004","11.377","120.960","27","1.928.335","169.656","12.167.904"
"21/06/2019","EB-006","16.181","457.920","35","2.942.004","325.440","29.778.180"
"21/06/2019","EB-009","73.702","2.116.800","61","9.449.026","684.621","176.801.455"
"21/06/2019","EB-010","8.900","138.240","23","1.390.584","133.426","9.011.743"
"22/06/2019","EB-004","11.724","142.560","27","1.921.998","79.645","12.093.265"
"22/06/2019","EB-006","15.232","466.560","35","2.929.159","184.470","29.480.858"
"22/06/2019","EB-009","88.388","2.116.800","60","9.402.931","793.425","175.389.692"
"22/06/2019","EB-010","10.145","157.248","23","1.389.753","153.678","8.998.028"
"23/06/2019","EB-004","15.121","146.880","27","1.914.076","68.702","11.999.966"
"23/06/2019","EB-006","18.656","466.560","35","2.915.029","158.161","29.153.803"
"23/06/2019","EB-009","103.963","1.883.520","60","9.366.055","858.072","174.260.281"
"23/06/2019","EB-010","11.806","162.432","23","1.388.922","160.523","8.984.313"
"24/06/2019","EB-004","13.185","138.240","27","1.910.908","114.105","11.962.646"
"24/06/2019","EB-006","14.526","457.920","35","2.905.209","239.483","28.920.840"
"24/06/2019","EB-009","88.627","1.814.400","60","9.329.179","773.616","173.130.870"
"24/06/2019","EB-010","11.806","139.968","23","1.388.922","151.774","8.984.313"
"25/06/2019","EB-004","11.274","129.600","27","1.910.908","140.874","11.962.646"
"25/06/2019","EB-006","11.298","457.920","35","2.897.015","269.657","28.721.279"
"25/06/2019","EB-009","87.405","1.692.900","60","9.298.449","839.129","172.189.694"
"25/06/2019","EB-010","9.128","129.600","23","1.383.105","42.725","8.888.310"
"26/06/2019","EB-004","11.265","138.240","27","1.909.323","130.845","11.943.986"
"26/06/2019","EB-006","8.959","457.920","34","2.889.991","295.828","28.550.228"
"26/06/2019","EB-009","64.831","1.684.800","60","9.261.573","620.221","171.060.284"
"26/06/2019","EB-010","8.831","193.536","23","1.379.781","147.508","8.833.451"
"27/06/2019","EB-004","15.604","129.600","27","1.902.986","70.565","11.869.347"
"27/06/2019","EB-006","15.010","345.600","34","2.886.480","275.084","28.464.702"
"27/06/2019","EB-009","94.824","2.060.640","60","9.206.259","513.588","169.418.408"
"27/06/2019","EB-010","13.627","185.760","23","1.376.457","144.528","8.778.592"
"28/06/2019","EB-004","16.325","138.240","27","1.898.233","98.585","11.813.367"
"28/06/2019","EB-006","21.893","259.200","34","2.880.627","138.550","28.322.159"
"28/06/2019","EB-009","124.244","2.419.200","60","9.135.580","449.418","167.324.382"
"28/06/2019","EB-010","13.731","194.400","23","1.373.133","153.272","8.723.733"
"29/06/2019","EB-004","18.525","138.240","27","1.890.312","63.466","11.720.068"
"29/06/2019","EB-006","13.495","337.320","34","2.871.262","122.746","28.094.090"
"29/06/2019","EB-009","128.765","2.462.400","59","9.067.974","588.183","165.321.400"
"29/06/2019","EB-010","14.502","224.640","22","1.368.148","156.854","8.641.445"
"30/06/2019","EB-004","15.799","142.560","27","1.880.806","46.399","11.608.108"
"30/06/2019","EB-006","14.876","336.960","34","2.860.727","95.259","27.837.513"
"30/06/2019","EB-009","128.837","2.142.720","59","9.009.587","541.710","163.591.553"
"30/06/2019","EB-010","14.313","225.504","22","1.363.162","157.529","8.559.157"
"01/07/2019","EB-004","11.602","146.880","27","1.871.300","46.523","11.496.149"
"01/07/2019","EB-006","7.721","336.960","34","2.859.556","316.172","27.809.004"
"01/07/2019","EB-009","85.036","2.116.800","59","8.951.200","471.988","161.861.705"
"01/07/2019","EB-010","10.186","233.280","22","1.358.176","161.177","8.476.868"
"02/07/2019","EB-004","9.146","138.240","27","1.866.548","91.407","11.440.170"
"02/07/2019","EB-006","12.857","311.040","34","2.857.215","266.880","27.751.987"
"02/07/2019","EB-009","54.222","2.116.800","59","8.888.800","412.063","160.102.746"
"02/07/2019","EB-010","6.906","207.360","22","1.354.021","145.693","8.408.295"
"03/07/2019","EB-004","11.763","138.240","27","1.928.335","877.737","12.167.904"
"03/07/2019","EB-006","15.125","336.960","34","2.853.704","266.559","27.666.461"
"03/07/2019","EB-009","93.725","2.116.800","59","8.842.000","891.306","158.783.527"
"03/07/2019","EB-010","11.339","207.360","22","1.349.866","150.125","8.339.721"
"04/07/2019","EB-004","12.401","138.240","27","2.000.171","1.122.333","13.139.596"
"04/07/2019","EB-006","14.809","336.960","34","2.847.851","209.226","27.523.918"
"04/07/2019","EB-009","96.644","2.116.800","58","8.785.840","630.381","157.200.464"
"04/07/2019","EB-010","9.824","207.360","22","1.345.711","148.611","8.271.148"
"05/07/2019","EB-004","10.677","907.200","27","2.014.489","1.119.570","13.341.289"
"05/07/2019","EB-006","18.503","336.960","34","2.846.680","326.955","27.495.410"
"05/07/2019","EB-009","77.750","1.814.400","58","8.735.920","484.982","155.793.296"
"05/07/2019","EB-010","8.816","1.080.000","22","1.335.740","924.239","8.106.571"
"06/07/2019","EB-004","13.890","1.080.000","27","2.013.058","1.073.721","13.321.120"
"06/07/2019","EB-006","25.883","336.960","34","2.844.339","305.825","27.438.392"
"06/07/2019","EB-009","96.449","1.771.200","58","8.689.120","548.430","154.474.077"
"06/07/2019","EB-010","14.390","1.140.480","22","1.332.416","1.100.011","8.051.712"
"07/07/2019","EB-004","15.512","1.062.720","27","2.014.489","1.098.401","13.341.289"
"07/07/2019","EB-006","23.530","336.960","34","2.834.975","132.422","27.210.324"
"07/07/2019","EB-009","140.309","1.296.000","58","8.661.040","644.778","153.682.546"
"07/07/2019","EB-010","21.026","1.092.960","22","1.330.754","1.086.557","8.024.283"
"08/07/2019","EB-004","14.182","1.036.800","28","2.025.944","1.212.336","13.502.643"
"08/07/2019","EB-006","16.968","319.680","34","2.827.951","165.596","27.039.272"
"08/07/2019","EB-009","67.337","1.192.320","58","8.632.960","474.365","152.897.254"
"08/07/2019","EB-010","0","1.023.840","22","1.331.585","1.037.554","8.037.997"
"09/07/2019","EB-004","19.924","1.036.800","28","2.033.103","1.157.571","13.603.490"
"09/07/2019","EB-006","21.175","336.960","34","2.823.269","244.101","26.925.238"
"09/07/2019","EB-009","78.333","1.080.000","58","8.608.000","479.710","152.218.631"
"09/07/2019","EB-010","10.799","1.010.880","22","1.333.247","1.049.109","8.065.427"
"10/07/2019","EB-004","18.974","1.036.800","28","2.040.262","1.156.620","13.704.336"
"10/07/2019","EB-006","18.039","336.960","34","2.818.587","240.964","26.811.203"
"10/07/2019","EB-009","87.547","1.080.000","58","8.583.040","488.924","151.540.008"
"10/07/2019","EB-010","12.823","997.920","22","1.335.740","1.051.887","8.106.571"
"11/07/2019","EB-004","12.890","1.036.800","28","2.045.989","1.130.367","13.785.013"
"11/07/2019","EB-006","20.285","336.960","34","2.817.416","328.737","26.782.695"
"11/07/2019","EB-009","98.418","1.080.000","58","8.558.080","499.795","150.861.385"
"11/07/2019","EB-010","13.257","984.960","22","1.339.064","1.053.076","8.161.430"
"12/07/2019","EB-004","13.756","950.400","28","2.053.149","1.065.003","13.885.860"
"12/07/2019","EB-006","23.050","302.400","34","2.810.954","168.082","26.625.327"
"12/07/2019","EB-009","130.223","1.607.040","58","8.511.280","464.845","149.588.967"
"12/07/2019","EB-010","14.650","868.752","22","1.344.049","965.690","8.243.718"
"13/07/2019","EB-004","12.738","950.400","28","2.054.580","983.307","13.906.029"
"13/07/2019","EB-006","23.819","328.320","34","2.802.199","138.895","26.412.083"
"13/07/2019","EB-009","111.814","1.598.400","57","8.470.720","607.451","148.486.204"
"13/07/2019","EB-010","11.062","869.184","22","1.349.035","962.535","8.326.007"
"14/07/2019","EB-004","13.168","950.400","28","2.057.444","1.003.907","13.946.368"
"14/07/2019","EB-006","209.550","336.960","34","2.794.005","346.950","26.212.523"
"14/07/2019","EB-009","92.869","1.202.400","57","8.442.640","531.819","147.722.754"
"14/07/2019","EB-010","10.297","855.360","22","1.354.852","961.660","8.422.010"
"15/07/2019","EB-004","23.156","950.400","28","2.067.467","1.114.741","14.087.553"
"15/07/2019","EB-006","25.095","311.040","34","2.788.311","198.181","26.074.569"
"15/07/2019","EB-009","97.537","1.252.800","57","8.408.320","417.230","146.789.647"
