"Fecha medida","Código","Nivel medio diario (m)"
"13/10/2015","EA-001","0,51"
"13/10/2015","EA-007",""
"13/10/2015","EA-013-TOT",""
"13/10/2015","EA-021-PR","0,15"
"13/10/2015","EA-062-TOT",""
"13/10/2015","EA-063-PR","0,34"
"13/10/2015","EA-112-TOT",""
"13/10/2015","EA-117-TOT",""
"13/10/2015","EA-430B",""
"14/10/2015","EA-001","0,51"
"14/10/2015","EA-007",""
"14/10/2015","EA-013-TOT",""
"14/10/2015","EA-021-PR","0,12"
"14/10/2015","EA-062-TOT",""
"14/10/2015","EA-063-PR","0,33"
"14/10/2015","EA-112-TOT",""
"14/10/2015","EA-117-TOT",""
"14/10/2015","EA-430B",""
"15/10/2015","EA-001","0,51"
"15/10/2015","EA-007",""
"15/10/2015","EA-013-TOT",""
"15/10/2015","EA-021-PR","0,11"
"15/10/2015","EA-062-TOT",""
"15/10/2015","EA-063-PR","0,32"
"15/10/2015","EA-112-TOT",""
"15/10/2015","EA-117-TOT",""
"15/10/2015","EA-430B",""
"16/10/2015","EA-001","0,51"
"16/10/2015","EA-007",""
"16/10/2015","EA-013-TOT",""
"16/10/2015","EA-021-PR","0,11"
"16/10/2015","EA-062-TOT",""
"16/10/2015","EA-063-PR","0,32"
"16/10/2015","EA-112-TOT",""
"16/10/2015","EA-117-TOT",""
"16/10/2015","EA-430B",""
"17/10/2015","EA-001","0,51"
"17/10/2015","EA-007",""
"17/10/2015","EA-013-TOT",""
"17/10/2015","EA-021-PR","0,10"
"17/10/2015","EA-062-TOT",""
"17/10/2015","EA-063-PR","0,27"
"17/10/2015","EA-112-TOT",""
"17/10/2015","EA-117-TOT",""
"17/10/2015","EA-430B",""
"18/10/2015","EA-112-TOT",""
"18/10/2015","EA-117-TOT",""
"18/10/2015","EA-430B",""
"18/10/2015","EA-001","0,51"
"18/10/2015","EA-007",""
"18/10/2015","EA-013-TOT",""
"18/10/2015","EA-021-PR","0,10"
"18/10/2015","EA-062-TOT",""
"18/10/2015","EA-063-PR","0,22"
"19/10/2015","EA-001","0,52"
"19/10/2015","EA-007",""
"19/10/2015","EA-013-TOT",""
"19/10/2015","EA-021-PR","0,11"
"19/10/2015","EA-062-TOT",""
"19/10/2015","EA-063-PR","0,16"
"19/10/2015","EA-112-TOT",""
"19/10/2015","EA-117-TOT",""
"19/10/2015","EA-430B",""
"20/10/2015","EA-001","0,52"
"20/10/2015","EA-007",""
"20/10/2015","EA-013-TOT",""
"20/10/2015","EA-021-PR","0,13"
"20/10/2015","EA-062-TOT",""
"20/10/2015","EA-063-PR","0,26"
"20/10/2015","EA-112-TOT",""
"20/10/2015","EA-117-TOT",""
"20/10/2015","EA-430B",""
"21/10/2015","EA-001","0,52"
"21/10/2015","EA-007",""
"21/10/2015","EA-013-TOT",""
"21/10/2015","EA-021-PR","0,16"
"21/10/2015","EA-062-TOT",""
"21/10/2015","EA-063-PR","0,30"
"21/10/2015","EA-112-TOT",""
"21/10/2015","EA-117-TOT",""
"21/10/2015","EA-430B",""
"22/10/2015","EA-001","0,51"
"22/10/2015","EA-007",""
"22/10/2015","EA-013-TOT",""
"22/10/2015","EA-021-PR","0,16"
"22/10/2015","EA-062-TOT",""
"22/10/2015","EA-063-PR","0,28"
"22/10/2015","EA-112-TOT",""
"22/10/2015","EA-117-TOT",""
"22/10/2015","EA-430B",""
"23/10/2015","EA-001","0,52"
"23/10/2015","EA-007",""
"23/10/2015","EA-013-TOT",""
"23/10/2015","EA-021-PR","0,14"
"23/10/2015","EA-062-TOT",""
"23/10/2015","EA-063-PR","0,23"
"23/10/2015","EA-112-TOT",""
"23/10/2015","EA-117-TOT",""
"23/10/2015","EA-430B",""
"24/10/2015","EA-001","0,52"
"24/10/2015","EA-007",""
"24/10/2015","EA-013-TOT",""
"24/10/2015","EA-021-PR","0,14"
"24/10/2015","EA-062-TOT",""
"24/10/2015","EA-063-PR","0,24"
"24/10/2015","EA-112-TOT",""
"24/10/2015","EA-117-TOT",""
"24/10/2015","EA-430B",""
"25/10/2015","EA-001","0,52"
"25/10/2015","EA-007",""
"25/10/2015","EA-013-TOT",""
"25/10/2015","EA-021-PR","0,14"
"25/10/2015","EA-062-TOT",""
"25/10/2015","EA-063-PR","0,29"
"25/10/2015","EA-112-TOT",""
"25/10/2015","EA-117-TOT",""
"25/10/2015","EA-430B",""
"26/10/2015","EA-001","0,52"
"26/10/2015","EA-007",""
"26/10/2015","EA-013-TOT",""
"26/10/2015","EA-021-PR","0,18"
"26/10/2015","EA-062-TOT",""
"26/10/2015","EA-063-PR","0,33"
"26/10/2015","EA-112-TOT",""
"26/10/2015","EA-117-TOT",""
"26/10/2015","EA-430B",""
"27/10/2015","EA-001","0,52"
"27/10/2015","EA-007",""
"27/10/2015","EA-013-TOT",""
"27/10/2015","EA-021-PR","0,17"
"27/10/2015","EA-062-TOT",""
"27/10/2015","EA-063-PR","0,42"
"27/10/2015","EA-112-TOT",""
"27/10/2015","EA-117-TOT",""
"27/10/2015","EA-430B",""
"28/10/2015","EA-001","0,52"
"28/10/2015","EA-007",""
"28/10/2015","EA-013-TOT",""
"28/10/2015","EA-021-PR","0,16"
"28/10/2015","EA-062-TOT",""
"28/10/2015","EA-063-PR","0,41"
"28/10/2015","EA-112-TOT",""
"28/10/2015","EA-117-TOT",""
"28/10/2015","EA-430B",""
"29/10/2015","EA-001","0,52"
"29/10/2015","EA-007",""
"29/10/2015","EA-013-TOT",""
"29/10/2015","EA-021-PR","0,15"
"29/10/2015","EA-062-TOT",""
"29/10/2015","EA-063-PR","0,42"
"29/10/2015","EA-112-TOT",""
"29/10/2015","EA-117-TOT",""
"29/10/2015","EA-430B",""
"30/10/2015","EA-001","0,52"
"30/10/2015","EA-007",""
"30/10/2015","EA-013-TOT",""
"30/10/2015","EA-021-PR","0,16"
"30/10/2015","EA-062-TOT",""
"30/10/2015","EA-063-PR","0,42"
"30/10/2015","EA-112-TOT",""
"30/10/2015","EA-117-TOT",""
"30/10/2015","EA-430B",""
"31/10/2015","EA-001","0,52"
"31/10/2015","EA-007",""
"31/10/2015","EA-013-TOT",""
"31/10/2015","EA-021-PR","0,15"
"31/10/2015","EA-062-TOT",""
"31/10/2015","EA-063-PR","0,38"
"31/10/2015","EA-112-TOT",""
"31/10/2015","EA-117-TOT",""
"31/10/2015","EA-430B",""
"01/11/2015","EA-001","0,52"
"01/11/2015","EA-007",""
"01/11/2015","EA-013-TOT",""
"01/11/2015","EA-021-PR","0,15"
"01/11/2015","EA-062-TOT",""
"01/11/2015","EA-063-PR","0,41"
"01/11/2015","EA-112-TOT",""
"01/11/2015","EA-117-TOT",""
"01/11/2015","EA-430B",""
"02/11/2015","EA-001","0,52"
"02/11/2015","EA-007",""
"02/11/2015","EA-013-TOT",""
"02/11/2015","EA-021-PR","0,45"
"02/11/2015","EA-062-TOT",""
"02/11/2015","EA-063-PR","0,96"
"02/11/2015","EA-112-TOT",""
"02/11/2015","EA-117-TOT",""
"02/11/2015","EA-430B",""
"03/11/2015","EA-001","0,52"
"03/11/2015","EA-007",""
"03/11/2015","EA-013-TOT",""
"03/11/2015","EA-021-PR","0,23"
"03/11/2015","EA-062-TOT",""
"03/11/2015","EA-063-PR","0,57"
"03/11/2015","EA-112-TOT",""
"03/11/2015","EA-117-TOT",""
"03/11/2015","EA-430B",""
"04/11/2015","EA-001","0,52"
"04/11/2015","EA-007",""
"04/11/2015","EA-013-TOT",""
"04/11/2015","EA-021-PR","0,17"
"04/11/2015","EA-062-TOT",""
"04/11/2015","EA-063-PR","0,49"
"04/11/2015","EA-112-TOT",""
"04/11/2015","EA-117-TOT",""
"04/11/2015","EA-430B",""
"05/11/2015","EA-001","0,36"
"05/11/2015","EA-007",""
"05/11/2015","EA-013-TOT",""
"05/11/2015","EA-021-PR","0,14"
"05/11/2015","EA-062-TOT",""
"05/11/2015","EA-063-PR","0,36"
"05/11/2015","EA-112-TOT",""
"05/11/2015","EA-117-TOT",""
"05/11/2015","EA-430B",""
"06/11/2015","EA-001","0,43"
"06/11/2015","EA-007",""
"06/11/2015","EA-013-TOT",""
"06/11/2015","EA-021-PR","0,09"
"06/11/2015","EA-062-TOT",""
"06/11/2015","EA-063-PR","0,21"
"06/11/2015","EA-112-TOT",""
"06/11/2015","EA-117-TOT",""
"06/11/2015","EA-430B",""
"07/11/2015","EA-001","0,43"
"07/11/2015","EA-007",""
"07/11/2015","EA-013-TOT",""
"07/11/2015","EA-021-PR","0,11"
"07/11/2015","EA-062-TOT",""
"07/11/2015","EA-063-PR","0,29"
"07/11/2015","EA-112-TOT",""
"07/11/2015","EA-117-TOT",""
"07/11/2015","EA-430B",""
"08/11/2015","EA-001","0,43"
"08/11/2015","EA-007",""
"08/11/2015","EA-013-TOT",""
"08/11/2015","EA-021-PR","0,13"
"08/11/2015","EA-062-TOT",""
"08/11/2015","EA-063-PR","0,37"
"08/11/2015","EA-112-TOT",""
"08/11/2015","EA-117-TOT",""
"08/11/2015","EA-430B",""
"09/11/2015","EA-001","0,46"
"09/11/2015","EA-007",""
"09/11/2015","EA-013-TOT",""
"09/11/2015","EA-021-PR","0,18"
"09/11/2015","EA-062-TOT",""
"09/11/2015","EA-063-PR","0,12"
"09/11/2015","EA-112-TOT",""
"09/11/2015","EA-117-TOT",""
"09/11/2015","EA-430B",""
"10/11/2015","EA-001","0,43"
"10/11/2015","EA-007",""
"10/11/2015","EA-013-TOT",""
"10/11/2015","EA-021-PR","0,16"
"10/11/2015","EA-062-TOT",""
"10/11/2015","EA-063-PR","0,00"
"10/11/2015","EA-112-TOT",""
"10/11/2015","EA-117-TOT",""
"10/11/2015","EA-430B",""
"11/11/2015","EA-001","0,43"
"11/11/2015","EA-007",""
"11/11/2015","EA-013-TOT",""
"11/11/2015","EA-021-PR","0,14"
"11/11/2015","EA-062-TOT",""
"11/11/2015","EA-063-PR","0,00"
"11/11/2015","EA-112-TOT",""
"11/11/2015","EA-117-TOT",""
"11/11/2015","EA-430B",""
"12/11/2015","EA-001","0,43"
"12/11/2015","EA-007",""
"12/11/2015","EA-013-TOT",""
"12/11/2015","EA-021-PR","0,13"
"12/11/2015","EA-062-TOT",""
"12/11/2015","EA-063-PR","0,00"
"12/11/2015","EA-112-TOT",""
"12/11/2015","EA-117-TOT",""
"12/11/2015","EA-430B",""
"13/11/2015","EA-001","0,43"
"13/11/2015","EA-007",""
"13/11/2015","EA-013-TOT",""
"13/11/2015","EA-021-PR","0,12"
"13/11/2015","EA-062-TOT",""
"13/11/2015","EA-063-PR","0,00"
"13/11/2015","EA-112-TOT",""
"13/11/2015","EA-117-TOT",""
"13/11/2015","EA-430B",""
"14/11/2015","EA-001","0,43"
"14/11/2015","EA-007",""
"14/11/2015","EA-013-TOT",""
"14/11/2015","EA-021-PR","0,12"
"14/11/2015","EA-062-TOT",""
"14/11/2015","EA-063-PR","0,00"
"14/11/2015","EA-112-TOT",""
"14/11/2015","EA-117-TOT",""
"14/11/2015","EA-430B",""
"15/11/2015","EA-001","0,43"
"15/11/2015","EA-007",""
"15/11/2015","EA-013-TOT",""
"15/11/2015","EA-021-PR","0,12"
"15/11/2015","EA-062-TOT",""
"15/11/2015","EA-063-PR","0,00"
"15/11/2015","EA-112-TOT",""
"15/11/2015","EA-117-TOT",""
"15/11/2015","EA-430B",""
"16/11/2015","EA-001","0,43"
"16/11/2015","EA-007",""
"16/11/2015","EA-013-TOT",""
"16/11/2015","EA-021-PR","0,13"
"16/11/2015","EA-062-TOT",""
"16/11/2015","EA-063-PR","0,00"
"16/11/2015","EA-112-TOT",""
"16/11/2015","EA-117-TOT",""
"16/11/2015","EA-430B",""
"17/11/2015","EA-001","0,43"
"17/11/2015","EA-007",""
"17/11/2015","EA-013-TOT",""
"17/11/2015","EA-021-PR","0,13"
"17/11/2015","EA-062-TOT",""
"17/11/2015","EA-063-PR","0,00"
"17/11/2015","EA-112-TOT",""
"17/11/2015","EA-117-TOT",""
"17/11/2015","EA-430B",""
"18/11/2015","EA-001","0,43"
"18/11/2015","EA-007",""
"18/11/2015","EA-013-TOT",""
"18/11/2015","EA-021-PR","0,13"
"18/11/2015","EA-062-TOT",""
"18/11/2015","EA-063-PR","0,00"
"18/11/2015","EA-112-TOT",""
"18/11/2015","EA-117-TOT",""
"18/11/2015","EA-430B",""
"19/11/2015","EA-001","0,43"
"19/11/2015","EA-007",""
"19/11/2015","EA-013-TOT",""
"19/11/2015","EA-021-PR","0,12"
"19/11/2015","EA-062-TOT",""
"19/11/2015","EA-063-PR","0,00"
"19/11/2015","EA-112-TOT",""
"19/11/2015","EA-117-TOT",""
"19/11/2015","EA-430B",""
"20/11/2015","EA-117-TOT",""
"20/11/2015","EA-430B",""
"20/11/2015","EA-001","0,43"
"20/11/2015","EA-007",""
"20/11/2015","EA-013-TOT",""
"20/11/2015","EA-021-PR","0,11"
"20/11/2015","EA-062-TOT",""
"20/11/2015","EA-063-PR","0,03"
"20/11/2015","EA-112-TOT",""
"21/11/2015","EA-001","0,43"
"21/11/2015","EA-007",""
"21/11/2015","EA-013-TOT",""
"21/11/2015","EA-021-PR","0,11"
"21/11/2015","EA-062-TOT",""
"21/11/2015","EA-063-PR","0,05"
"21/11/2015","EA-112-TOT",""
"21/11/2015","EA-117-TOT",""
"21/11/2015","EA-430B",""
"22/11/2015","EA-001","0,43"
"22/11/2015","EA-007",""
"22/11/2015","EA-013-TOT",""
"22/11/2015","EA-021-PR","0,13"
"22/11/2015","EA-062-TOT",""
"22/11/2015","EA-063-PR","0,04"
"22/11/2015","EA-112-TOT",""
"22/11/2015","EA-117-TOT",""
"22/11/2015","EA-430B",""
"23/11/2015","EA-001","0,43"
"23/11/2015","EA-007",""
"23/11/2015","EA-013-TOT",""
"23/11/2015","EA-021-PR","0,16"
"23/11/2015","EA-062-TOT",""
"23/11/2015","EA-063-PR","0,07"
"23/11/2015","EA-112-TOT",""
"23/11/2015","EA-117-TOT",""
"23/11/2015","EA-430B",""
"24/11/2015","EA-001","0,43"
"24/11/2015","EA-007",""
"24/11/2015","EA-013-TOT",""
"24/11/2015","EA-021-PR","0,17"
"24/11/2015","EA-062-TOT",""
"24/11/2015","EA-063-PR","0,09"
"24/11/2015","EA-112-TOT",""
"24/11/2015","EA-117-TOT",""
"24/11/2015","EA-430B",""
"25/11/2015","EA-001","0,43"
"25/11/2015","EA-007",""
"25/11/2015","EA-013-TOT",""
"25/11/2015","EA-021-PR","0,16"
"25/11/2015","EA-062-TOT",""
"25/11/2015","EA-063-PR","0,06"
"25/11/2015","EA-112-TOT",""
"25/11/2015","EA-117-TOT",""
"25/11/2015","EA-430B",""
"26/11/2015","EA-001","0,43"
"26/11/2015","EA-007",""
"26/11/2015","EA-013-TOT",""
"26/11/2015","EA-021-PR","0,14"
"26/11/2015","EA-062-TOT",""
"26/11/2015","EA-063-PR","0,02"
"26/11/2015","EA-112-TOT",""
"26/11/2015","EA-117-TOT",""
"26/11/2015","EA-430B",""
"27/11/2015","EA-001","0,43"
"27/11/2015","EA-007",""
"27/11/2015","EA-013-TOT",""
"27/11/2015","EA-021-PR","0,10"
"27/11/2015","EA-062-TOT",""
"27/11/2015","EA-063-PR","0,01"
"27/11/2015","EA-112-TOT",""
"27/11/2015","EA-117-TOT",""
"27/11/2015","EA-430B",""
"28/11/2015","EA-001","0,43"
"28/11/2015","EA-007",""
"28/11/2015","EA-013-TOT",""
"28/11/2015","EA-021-PR","0,09"
"28/11/2015","EA-062-TOT",""
"28/11/2015","EA-063-PR","0,00"
"28/11/2015","EA-112-TOT",""
"28/11/2015","EA-117-TOT",""
"28/11/2015","EA-430B",""
"29/11/2015","EA-001","0,43"
"29/11/2015","EA-007",""
"29/11/2015","EA-013-TOT",""
"29/11/2015","EA-021-PR","0,09"
"29/11/2015","EA-062-TOT",""
"29/11/2015","EA-063-PR","0,00"
"29/11/2015","EA-112-TOT",""
"29/11/2015","EA-117-TOT",""
"29/11/2015","EA-430B",""
"30/11/2015","EA-001","0,43"
"30/11/2015","EA-007",""
"30/11/2015","EA-013-TOT",""
"30/11/2015","EA-021-PR","0,09"
"30/11/2015","EA-062-TOT",""
"30/11/2015","EA-063-PR","0,01"
"30/11/2015","EA-112-TOT",""
"30/11/2015","EA-117-TOT",""
"30/11/2015","EA-430B",""
"01/12/2015","EA-001","0,43"
"01/12/2015","EA-007",""
"01/12/2015","EA-013-TOT",""
"01/12/2015","EA-021-PR","0,13"
"01/12/2015","EA-062-TOT",""
"01/12/2015","EA-063-PR","0,15"
"01/12/2015","EA-112-TOT",""
"01/12/2015","EA-117-TOT",""
"01/12/2015","EA-430B",""
"02/12/2015","EA-001","0,43"
"02/12/2015","EA-007",""
"02/12/2015","EA-013-TOT",""
"02/12/2015","EA-021-PR","0,11"
"02/12/2015","EA-062-TOT",""
"02/12/2015","EA-063-PR","0,05"
"02/12/2015","EA-112-TOT",""
"02/12/2015","EA-117-TOT",""
"02/12/2015","EA-430B",""
"03/12/2015","EA-001","0,43"
"03/12/2015","EA-007",""
"03/12/2015","EA-013-TOT",""
"03/12/2015","EA-021-PR","0,10"
"03/12/2015","EA-062-TOT",""
"03/12/2015","EA-063-PR","0,02"
"03/12/2015","EA-112-TOT",""
"03/12/2015","EA-117-TOT",""
"03/12/2015","EA-430B",""
"04/12/2015","EA-001","0,43"
"04/12/2015","EA-007",""
"04/12/2015","EA-013-TOT",""
"04/12/2015","EA-021-PR","0,10"
"04/12/2015","EA-062-TOT",""
"04/12/2015","EA-063-PR","0,01"
"04/12/2015","EA-112-TOT",""
"04/12/2015","EA-117-TOT",""
"04/12/2015","EA-430B",""
"05/12/2015","EA-001","0,43"
"05/12/2015","EA-007",""
"05/12/2015","EA-013-TOT",""
"05/12/2015","EA-021-PR","0,08"
"05/12/2015","EA-062-TOT",""
"05/12/2015","EA-063-PR","0,02"
"05/12/2015","EA-112-TOT",""
"05/12/2015","EA-117-TOT",""
"05/12/2015","EA-430B",""
"06/12/2015","EA-001","0,43"
"06/12/2015","EA-007",""
"06/12/2015","EA-013-TOT",""
"06/12/2015","EA-021-PR","0,08"
"06/12/2015","EA-062-TOT",""
"06/12/2015","EA-063-PR","0,03"
"06/12/2015","EA-112-TOT",""
"06/12/2015","EA-117-TOT",""
"06/12/2015","EA-430B",""
"07/12/2015","EA-001","0,43"
"07/12/2015","EA-007",""
"07/12/2015","EA-013-TOT",""
"07/12/2015","EA-021-PR","0,09"
"07/12/2015","EA-062-TOT",""
"07/12/2015","EA-063-PR","0,06"
"07/12/2015","EA-112-TOT",""
"07/12/2015","EA-117-TOT",""
"07/12/2015","EA-430B",""
"08/12/2015","EA-001","0,43"
"08/12/2015","EA-007",""
"08/12/2015","EA-013-TOT",""
"08/12/2015","EA-021-PR","0,12"
"08/12/2015","EA-062-TOT",""
"08/12/2015","EA-063-PR","0,10"
"08/12/2015","EA-112-TOT",""
"08/12/2015","EA-117-TOT",""
"08/12/2015","EA-430B",""
"09/12/2015","EA-001","0,43"
"09/12/2015","EA-007",""
"09/12/2015","EA-013-TOT",""
"09/12/2015","EA-021-PR","0,11"
"09/12/2015","EA-062-TOT",""
"09/12/2015","EA-063-PR","0,08"
"09/12/2015","EA-112-TOT",""
"09/12/2015","EA-117-TOT",""
"09/12/2015","EA-430B",""
"10/12/2015","EA-001","0,43"
"10/12/2015","EA-007",""
"10/12/2015","EA-013-TOT",""
"10/12/2015","EA-021-PR","0,13"
"10/12/2015","EA-062-TOT",""
"10/12/2015","EA-063-PR","0,12"
"10/12/2015","EA-112-TOT",""
"10/12/2015","EA-117-TOT",""
"10/12/2015","EA-430B",""
"11/12/2015","EA-001","0,43"
"11/12/2015","EA-007",""
"11/12/2015","EA-013-TOT",""
"11/12/2015","EA-021-PR","0,14"
"11/12/2015","EA-062-TOT",""
"11/12/2015","EA-063-PR","0,19"
"11/12/2015","EA-112-TOT",""
"11/12/2015","EA-117-TOT",""
"11/12/2015","EA-430B",""
"12/12/2015","EA-001","0,43"
"12/12/2015","EA-007",""
"12/12/2015","EA-013-TOT",""
"12/12/2015","EA-021-PR","0,13"
"12/12/2015","EA-062-TOT",""
"12/12/2015","EA-063-PR","0,13"
"12/12/2015","EA-112-TOT",""
"12/12/2015","EA-117-TOT",""
"12/12/2015","EA-430B",""
"13/12/2015","EA-001","0,43"
"13/12/2015","EA-007",""
"13/12/2015","EA-013-TOT",""
"13/12/2015","EA-021-PR","0,14"
"13/12/2015","EA-062-TOT",""
"13/12/2015","EA-063-PR","0,14"
"13/12/2015","EA-112-TOT",""
"13/12/2015","EA-117-TOT",""
"13/12/2015","EA-430B",""
"14/12/2015","EA-001","0,43"
"14/12/2015","EA-007",""
"14/12/2015","EA-013-TOT",""
"14/12/2015","EA-021-PR","0,13"
"14/12/2015","EA-062-TOT",""
"14/12/2015","EA-063-PR","0,11"
"14/12/2015","EA-112-TOT",""
"14/12/2015","EA-117-TOT",""
"14/12/2015","EA-430B",""
"15/12/2015","EA-001","0,43"
"15/12/2015","EA-007",""
"15/12/2015","EA-013-TOT",""
"15/12/2015","EA-021-PR","0,13"
"15/12/2015","EA-062-TOT",""
"15/12/2015","EA-063-PR","0,11"
"15/12/2015","EA-112-TOT",""
"15/12/2015","EA-117-TOT",""
"15/12/2015","EA-430B",""
"16/12/2015","EA-001","0,43"
"16/12/2015","EA-007",""
"16/12/2015","EA-013-TOT",""
"16/12/2015","EA-021-PR","0,14"
"16/12/2015","EA-062-TOT",""
"16/12/2015","EA-063-PR","0,09"
"16/12/2015","EA-112-TOT",""
"16/12/2015","EA-117-TOT",""
"16/12/2015","EA-430B",""
"17/12/2015","EA-001","0,43"
"17/12/2015","EA-007",""
"17/12/2015","EA-013-TOT",""
"17/12/2015","EA-021-PR","0,15"
"17/12/2015","EA-062-TOT",""
"17/12/2015","EA-063-PR","0,11"
"17/12/2015","EA-112-TOT",""
"17/12/2015","EA-117-TOT",""
"17/12/2015","EA-430B",""
"18/12/2015","EA-001","0,43"
"18/12/2015","EA-007",""
"18/12/2015","EA-013-TOT",""
"18/12/2015","EA-021-PR","0,14"
"18/12/2015","EA-062-TOT",""
"18/12/2015","EA-063-PR","0,08"
"18/12/2015","EA-112-TOT",""
"18/12/2015","EA-117-TOT",""
"18/12/2015","EA-430B",""
"19/12/2015","EA-001","0,43"
"19/12/2015","EA-007",""
"19/12/2015","EA-013-TOT",""
"19/12/2015","EA-021-PR","0,14"
"19/12/2015","EA-062-TOT",""
"19/12/2015","EA-063-PR","0,05"
"19/12/2015","EA-112-TOT",""
"19/12/2015","EA-117-TOT",""
"19/12/2015","EA-430B",""
"20/12/2015","EA-001","0,43"
"20/12/2015","EA-007",""
"20/12/2015","EA-013-TOT",""
"20/12/2015","EA-021-PR","0,15"
"20/12/2015","EA-062-TOT",""
"20/12/2015","EA-063-PR","0,12"
"20/12/2015","EA-112-TOT",""
"20/12/2015","EA-117-TOT",""
"20/12/2015","EA-430B",""
"21/12/2015","EA-001","0,43"
"21/12/2015","EA-007",""
"21/12/2015","EA-013-TOT",""
"21/12/2015","EA-021-PR","0,16"
"21/12/2015","EA-062-TOT",""
"21/12/2015","EA-063-PR","0,13"
"21/12/2015","EA-112-TOT",""
"21/12/2015","EA-117-TOT",""
"21/12/2015","EA-430B",""
"22/12/2015","EA-001","0,43"
"22/12/2015","EA-007",""
"22/12/2015","EA-013-TOT",""
"22/12/2015","EA-021-PR","0,16"
"22/12/2015","EA-062-TOT",""
"22/12/2015","EA-063-PR","0,14"
"22/12/2015","EA-112-TOT",""
"22/12/2015","EA-117-TOT",""
"22/12/2015","EA-430B",""
"23/12/2015","EA-001","0,43"
"23/12/2015","EA-007",""
"23/12/2015","EA-013-TOT",""
"23/12/2015","EA-021-PR","0,15"
"23/12/2015","EA-062-TOT",""
"23/12/2015","EA-063-PR","0,15"
"23/12/2015","EA-112-TOT",""
"23/12/2015","EA-117-TOT",""
"23/12/2015","EA-430B",""
"24/12/2015","EA-001","0,43"
"24/12/2015","EA-007",""
"24/12/2015","EA-013-TOT",""
"24/12/2015","EA-021-PR","0,15"
"24/12/2015","EA-062-TOT",""
"24/12/2015","EA-063-PR","0,16"
"24/12/2015","EA-112-TOT",""
"24/12/2015","EA-117-TOT",""
"24/12/2015","EA-430B",""
"25/12/2015","EA-001","0,43"
"25/12/2015","EA-007",""
"25/12/2015","EA-013-TOT",""
"25/12/2015","EA-021-PR","0,16"
"25/12/2015","EA-062-TOT",""
"25/12/2015","EA-063-PR","0,17"
"25/12/2015","EA-112-TOT",""
"25/12/2015","EA-117-TOT",""
"25/12/2015","EA-430B",""
"26/12/2015","EA-001","0,43"
"26/12/2015","EA-007",""
"26/12/2015","EA-013-TOT",""
"26/12/2015","EA-021-PR","0,14"
"26/12/2015","EA-062-TOT",""
"26/12/2015","EA-063-PR","0,07"
"26/12/2015","EA-112-TOT",""
"26/12/2015","EA-117-TOT",""
"26/12/2015","EA-430B",""
"27/12/2015","EA-001","0,43"
"27/12/2015","EA-007",""
"27/12/2015","EA-013-TOT",""
"27/12/2015","EA-021-PR","0,13"
"27/12/2015","EA-062-TOT",""
"27/12/2015","EA-063-PR","0,02"
"27/12/2015","EA-112-TOT",""
"27/12/2015","EA-117-TOT",""
"27/12/2015","EA-430B",""
"28/12/2015","EA-001","0,43"
"28/12/2015","EA-007",""
"28/12/2015","EA-013-TOT",""
"28/12/2015","EA-021-PR","0,12"
"28/12/2015","EA-062-TOT",""
"28/12/2015","EA-063-PR","0,01"
"28/12/2015","EA-112-TOT",""
"28/12/2015","EA-117-TOT",""
"28/12/2015","EA-430B",""
"29/12/2015","EA-001","0,43"
"29/12/2015","EA-007",""
"29/12/2015","EA-013-TOT",""
"29/12/2015","EA-021-PR","0,11"
"29/12/2015","EA-062-TOT",""
"29/12/2015","EA-063-PR","0,03"
"29/12/2015","EA-112-TOT",""
"29/12/2015","EA-117-TOT",""
"29/12/2015","EA-430B",""
"30/12/2015","EA-001","0,43"
"30/12/2015","EA-007",""
"30/12/2015","EA-013-TOT",""
"30/12/2015","EA-021-PR","0,11"
"30/12/2015","EA-062-TOT",""
"30/12/2015","EA-063-PR","0,10"
"30/12/2015","EA-112-TOT",""
"30/12/2015","EA-117-TOT",""
"30/12/2015","EA-430B",""
"31/12/2015","EA-001","0,43"
"31/12/2015","EA-007",""
"31/12/2015","EA-013-TOT",""
"31/12/2015","EA-021-PR","0,12"
"31/12/2015","EA-062-TOT",""
"31/12/2015","EA-063-PR","0,06"
"31/12/2015","EA-112-TOT",""
"31/12/2015","EA-117-TOT",""
"31/12/2015","EA-430B",""
"01/01/2016","EA-001","0,43"
"01/01/2016","EA-007",""
"01/01/2016","EA-013-TOT",""
"01/01/2016","EA-021-PR","0,12"
"01/01/2016","EA-062-TOT",""
"01/01/2016","EA-063-PR","0,05"
"01/01/2016","EA-112-TOT",""
"01/01/2016","EA-117-TOT",""
"01/01/2016","EA-430B",""
"02/01/2016","EA-001","0,43"
"02/01/2016","EA-007",""
"02/01/2016","EA-013-TOT",""
"02/01/2016","EA-021-PR","0,11"
"02/01/2016","EA-062-TOT",""
"02/01/2016","EA-063-PR","0,01"
"02/01/2016","EA-112-TOT",""
"02/01/2016","EA-117-TOT",""
"02/01/2016","EA-430B",""
"03/01/2016","EA-001","0,43"
"03/01/2016","EA-007",""
"03/01/2016","EA-013-TOT",""
"03/01/2016","EA-021-PR","0,10"
"03/01/2016","EA-062-TOT",""
"03/01/2016","EA-063-PR","0,00"
"03/01/2016","EA-112-TOT",""
"03/01/2016","EA-117-TOT",""
"03/01/2016","EA-430B",""
"04/01/2016","EA-001","0,43"
"04/01/2016","EA-007",""
"04/01/2016","EA-013-TOT",""
"04/01/2016","EA-021-PR","0,10"
"04/01/2016","EA-062-TOT",""
"04/01/2016","EA-063-PR","0,04"
