indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,fecha,anio,mes,w_med,w_rec
7228,1.0,1.0,54.0,0.0,0.0,8.7,1018.6,,1017.6,1008.8,10.9,33.5,17.4,3.0,0.0,9.0,,0.0,21.0,77.0,,3.0,6.1,118.0,0.0,0.0,1615.0,2.6,4.0,0.0,0.0,21.0,0.0,18.5,26.1,0.0,985.2,1.0,2020-10-01,2020,10,,
7228,10.5,3.0,73.0,0.0,1.0,7.0,1022.1,0.0,1021.6,1012.6,10.1,28.3,16.2,0.0,0.0,7.0,32/14.4(07),1.0,20.0,69.0,0.0,7.0,3.0,135.0,0.0,0.0,720.0,20.7,7.0,2.0,0.0,17.7,0.0,16.1,22.1,1.0,995.6,4.0,2020-11-01,2020,11,,129
7228,0.9,0.0,59.0,0.0,0.0,7.2,1020.9,6.0,1016.0,1007.0,4.4,25.5,10.1,0.0,0.0,9.0,34/20.6(08),0.0,22.0,75.0,0.0,4.0,-1.9,84.0,0.0,0.0,1329.0,1.6,5.0,0.0,2.0,12.7,0.0,11.3,18.2,0.0,988.4,0.0,2020-12-01,2020,12,,208
7228,16.6,3.0,59.0,0.0,0.0,6.4,1020.5,4.0,1017.5,1008.4,3.8,28.2,12.8,0.0,0.0,8.0,32/24.2(22),2.0,20.0,65.0,0.0,7.0,-3.0,77.0,0.0,0.0,1201.0,41.5,7.0,0.0,6.0,6.6,0.0,10.4,17.0,0.0,994.0,4.0,2021-01-01,2021,1,,195
7228,0.0,8.0,61.0,0.0,1.0,6.1,1026.3,1.0,1019.0,1010.1,7.6,25.2,11.9,0.0,0.0,1.0,34/17.5(01),0.0,19.0,57.0,0.0,0.0,3.4,98.0,0.0,0.0,1133.0,0.0,1.0,0.0,0.0,16.0,0.0,14.0,20.3,0.0,992.8,0.0,2021-02-01,2021,2,,190
7228,28.2,7.0,63.0,0.0,0.0,6.0,1020.7,0.0,1021.7,1012.7,7.4,26.5,11.6,0.0,0.0,7.0,02/13.3(19),3.0,17.0,50.0,0.0,5.0,1.2,101.0,0.0,0.0,1128.0,76.1,6.0,1.0,0.0,14.0,0.0,13.8,20.2,0.0,1001.1,5.0,2021-03-01,2021,3,,177
7228,11.3,11.0,67.0,0.0,0.0,5.7,1016.9,0.0,1015.2,1006.3,10.9,29.1,14.3,0.0,0.0,0.0,33/13.9(27),1.0,19.0,43.0,0.0,13.0,6.0,126.0,0.0,0.0,1054.0,34.7,16.0,2.0,0.0,13.6,0.0,16.6,22.2,0.0,994.9,7.0,2021-04-01,2021,4,,189
7228,65.2,5.0,51.0,0.0,0.0,9.9,1015.9,,1016.2,1007.5,13.7,36.7,16.8,9.0,0.0,5.0,,1.0,21.0,70.0,,5.0,9.4,133.0,1.0,0.0,2025.0,67.5,6.0,0.0,0.0,19.6,0.0,20.9,28.0,0.0,995.3,2.0,2021-05-01,2021,5,,
7228,14.7,2.0,51.0,0.0,1.0,10.6,1014.1,,1015.8,1007.2,17.4,36.1,21.0,21.0,0.0,10.0,,1.0,18.0,72.0,,4.0,13.8,167.0,0.0,0.0,2137.0,23.1,6.0,1.0,0.0,26.1,0.0,24.3,31.2,0.0,999.7,4.0,2021-06-01,2021,6,,
7228,0.4,0.0,48.0,0.0,0.0,11.4,1013.7,1.0,1013.8,1005.4,20.7,45.0,24.2,31.0,0.0,16.0,08/18.6(26),0.0,15.0,78.0,0.0,2.0,17.6,188.0,0.0,0.0,2679.0,0.7,2.0,1.0,0.0,30.5,0.0,28.2,35.8,0.0,997.5,0.0,2021-07-01,2021,7,,229
7228,2.0,1.0,52.0,0.0,0.0,9.4,1011.9,2.0,1014.1,1005.6,22.3,47.0,25.6,31.0,0.0,6.0,35/16.4(15),0.0,24.0,69.0,0.0,1.0,19.3,207.0,0.0,0.0,2374.0,2.0,4.0,1.0,0.0,31.0,0.0,28.9,35.5,0.0,996.7,1.0,2021-08-01,2021,8,,227
7228,21.9,3.0,58.0,0.0,0.0,7.6,1016.3,0.0,1016.3,1007.7,19.7,35.7,23.1,25.0,0.0,4.0,11/13.3(07),1.0,23.0,61.0,0.0,5.0,14.7,192.0,0.0,0.0,1731.0,28.0,5.0,1.0,0.0,26.0,0.0,25.9,32.1,0.0,1001.2,3.0,2021-09-01,2021,9,,183
7228,15.0,1.0,67.0,0.0,0.0,7.4,1018.6,1.0,1018.9,1010.1,14.2,31.0,19.0,4.0,0.0,1.0,01/19.2(03),3.0,29.0,66.0,0.0,5.0,10.2,159.0,0.0,1.0,1112.0,40.1,9.0,1.0,0.0,20.8,0.0,20.3,26.4,0.0,999.5,4.0,2021-10-01,2021,10,,145
7228,14.7,3.0,60.0,0.0,0.0,6.9,1019.0,3.0,1016.2,1007.2,8.4,27.7,18.0,0.0,0.0,8.0,02/20.0(27),1.0,19.0,68.0,0.0,6.0,3.2,98.0,0.0,0.0,1181.0,25.0,7.0,1.0,0.0,14.8,0.0,14.1,19.6,0.0,995.6,5.0,2021-11-01,2021,11,,190
7228,1.1,6.0,66.0,0.0,1.0,5.4,1020.4,1.0,1021.2,1012.2,7.6,25.9,13.6,0.0,0.0,10.0,35/15.6(08),0.0,15.0,56.0,0.0,4.0,2.9,100.0,0.0,2.0,966.0,2.6,5.0,0.0,0.0,12.6,0.0,13.2,18.8,0.0,999.4,2.0,2021-12-01,2021,12,,161
7228,4.7,5.0,67.0,0.0,1.0,6.1,1026.7,1.0,1027.3,1018.1,3.2,24.4,13.2,0.0,0.0,12.0,34/16.9(05),0.0,14.0,62.0,0.0,6.0,-2.4,81.0,0.0,1.0,794.0,12.2,7.0,0.0,8.0,11.0,0.0,10.0,16.7,0.0,1002.0,4.0,2022-01-01,2022,1,,144
7228,2.3,4.0,62.0,0.0,1.0,7.2,1025.0,1.0,1025.0,1015.9,6.0,25.5,11.9,0.0,0.0,8.0,35/15.6(14),0.0,16.0,67.0,0.0,4.0,2.3,92.0,0.0,1.0,950.0,5.1,6.0,0.0,0.0,16.0,0.0,13.0,20.0,0.0,1005.8,3.0,2022-02-01,2022,2,,169
7228,26.3,18.0,75.0,0.0,0.0,2.5,1019.5,5.0,1016.9,1008.0,10.0,22.8,16.8,0.0,0.0,1.0,10/18.6(23),6.0,12.0,21.0,0.0,21.0,4.3,119.0,0.0,0.0,774.0,159.9,22.0,1.0,0.0,12.9,0.0,14.0,18.1,0.0,993.1,18.0,2022-03-01,2022,3,,245
7228,38.8,10.0,60.0,0.0,0.0,7.4,1015.5,2.0,1014.1,1005.3,9.5,29.7,12.9,0.0,0.0,4.0,31/18.6(23),2.0,16.0,56.0,0.0,11.0,3.7,110.0,1.0,0.0,1396.0,92.1,11.0,1.0,0.0,9.9,0.0,15.6,21.7,0.0,991.5,9.0,2022-04-01,2022,4,,235
7228,31.0,1.0,52.0,0.0,0.0,11.0,1015.5,0.0,1016.6,1007.9,13.7,36.9,18.3,16.0,0.0,12.0,35/13.9(02),2.0,18.0,77.0,0.0,4.0,10.5,146.0,1.0,0.0,2037.0,49.1,4.0,2.0,0.0,16.8,0.0,21.8,29.8,0.0,994.7,3.0,2022-05-01,2022,5,,197
7228,7.2,3.0,41.0,0.0,1.0,11.9,1012.9,1.0,1014.2,1005.7,18.4,39.4,22.5,30.0,0.0,16.0,27/15.6(21),0.0,11.0,81.0,0.0,2.0,14.5,157.0,0.0,0.0,2761.0,7.3,2.0,1.0,0.0,32.5,0.0,26.7,35.0,0.0,998.9,1.0,2022-06-01,2022,6,,219
7228,0.0,0.0,45.0,0.0,0.0,11.8,1014.4,0.0,1016.5,1008.0,21.6,45.1,25.7,31.0,0.0,19.0,18/12.8(07),0.0,12.0,82.0,0.0,0.0,18.5,191.0,0.0,0.0,2871.0,0.0,0.0,0.0,0.0,31.5,0.0,29.1,36.5,0.0,1001.5,0.0,2022-07-01,2022,7,,235
7228,2.5,0.0,46.0,0.0,0.0,11.0,1011.2,2.0,1013.4,1005.0,21.9,41.0,25.4,31.0,0.0,16.0,02/16.9(13),0.0,15.0,81.0,0.0,4.0,19.3,191.0,0.0,0.0,2699.0,4.2,5.0,3.0,0.0,33.3,0.0,29.2,36.5,0.0,996.9,2.0,2022-08-01,2022,8,,232
7228,49.5,4.0,50.0,0.0,0.0,7.9,1011.3,0.0,1013.3,1004.8,19.4,37.9,24.7,23.0,0.0,6.0,02/14.4(30),1.0,20.0,63.0,0.0,5.0,14.3,171.0,1.0,1.0,2041.0,59.9,7.0,2.0,0.0,25.9,0.0,26.1,32.8,0.0,995.8,3.0,2022-09-01,2022,9,,207
7228,4.1,6.0,70.0,0.0,1.0,6.4,1019.2,0.0,1020.1,1011.4,15.6,30.5,19.7,4.0,0.0,3.0,10/13.3(06),0.0,22.0,57.0,0.0,5.0,11.5,179.0,0.0,0.0,940.0,8.1,6.0,1.0,0.0,25.0,0.0,21.7,27.7,0.0,1004.6,2.0,2022-10-01,2022,10,,133
7228,5.5,4.0,62.0,0.0,0.0,6.7,1022.3,1.0,1019.1,1010.2,10.9,28.5,17.2,0.0,0.0,8.0,35/16.4(19),0.0,18.0,67.0,0.0,5.0,3.4,121.0,0.0,0.0,1244.0,11.4,5.0,1.0,0.0,17.6,0.0,17.0,23.0,0.0,1000.3,3.0,2022-11-01,2022,11,,191
7228,5.8,7.0,70.0,0.0,2.0,5.1,1023.1,2.0,1017.1,1008.1,8.3,25.5,19.1,0.0,0.0,4.0,30/17.5(14),0.0,20.0,53.0,0.0,6.0,2.4,113.0,0.0,1.0,815.0,10.0,7.0,0.0,0.0,15.0,0.0,14.2,20.0,0.0,991.9,2.0,2022-12-01,2022,12,,151
7228,2.7,1.0,58.0,0.0,0.0,7.5,1026.5,2.0,1022.8,1013.7,3.8,24.3,13.0,0.0,0.0,11.0,35/23.3(18),0.0,19.0,76.0,0.0,1.0,-2.5,76.0,0.0,0.0,1240.0,2.7,2.0,0.0,5.0,10.7,0.0,10.7,17.5,0.0,992.0,1.0,2023-01-01,2023,1,,207
7228,4.3,10.0,66.0,0.0,1.0,5.2,1029.2,1.0,1025.0,1015.9,3.8,23.4,8.4,0.0,0.0,6.0,01/16.1(26),0.0,12.0,48.0,0.0,6.0,-2.1,84.0,0.0,2.0,795.0,8.3,11.0,0.0,4.0,11.7,0.0,10.0,16.1,0.0,995.7,4.0,2023-02-01,2023,2,,178
7228,2.2,3.0,48.0,0.0,1.0,8.5,1018.3,2.0,1018.0,1009.1,7.9,32.5,15.9,5.0,0.0,9.0,35/15.6(10),0.0,19.0,71.0,0.0,3.0,-1.1,88.0,0.0,1.0,1998.0,3.9,4.0,1.0,1.0,14.4,0.0,16.6,25.3,0.0,1001.1,2.0,2023-03-01,2023,3,,203
7228,9.4,3.0,44.0,0.0,0.0,10.0,1014.6,2.0,1015.6,1006.8,11.4,35.0,17.7,10.0,0.0,8.0,05/18.6(30),0.0,19.0,76.0,0.0,2.0,4.3,102.0,0.0,0.0,2353.0,12.6,2.0,2.0,0.0,22.0,0.0,19.7,27.9,0.0,997.7,2.0,2023-04-01,2023,4,,241
7228,33.5,5.0,58.0,2.0,0.0,8.1,1014.1,3.0,1015.5,1006.7,14.3,34.5,18.4,6.0,0.0,1.0,12/20.6(31),5.0,25.0,57.0,0.0,15.0,9.3,140.0,2.0,0.0,1690.0,136.5,15.0,7.0,0.0,21.0,0.0,20.7,27.1,0.0,1001.4,12.0,2023-05-01,2023,5,,217
7228,8.2,3.0,55.0,0.0,0.0,10.0,1014.0,0.0,1014.0,1005.5,18.9,38.4,24.4,22.0,0.0,8.0,33/15.0(21),0.0,19.0,68.0,0.0,7.0,14.4,185.0,0.0,0.0,2047.0,16.7,8.0,3.0,0.0,22.5,0.0,25.6,32.2,0.0,997.9,3.0,2023-06-01,2023,6,,191
7228,2.4,0.0,54.0,0.0,0.0,10.8,1014.4,0.0,1014.0,1005.6,23.7,43.9,26.4,31.0,0.0,17.0,16/13.3(26),0.0,14.0,75.0,0.0,1.0,21.1,242.0,0.0,0.0,2422.0,2.4,2.0,0.0,0.0,33.1,0.0,30.4,37.0,0.0,997.4,1.0,2023-07-01,2023,7,,225
7228,0.0,0.0,48.0,0.0,0.0,11.2,1012.2,3.0,1014.4,1005.9,22.4,42.8,26.6,31.0,0.0,18.0,25/18.1(27),0.0,13.0,82.0,0.0,0.0,17.5,206.0,0.0,0.0,2812.0,0.0,1.0,0.0,0.0,31.4,0.0,29.7,36.9,0.0,998.0,0.0,2023-08-01,2023,8,,237
7228,25.9,4.0,62.0,1.0,0.0,7.4,1016.8,3.0,1015.9,1007.3,19.1,33.5,24.9,23.0,,5.0,02/19.2(15),2.0,19.0,60.0,0.0,4.0,14.0,201.0,0.0,,1148.0,42.1,3.0,2.0,0.0,27.3,0.0,25.1,30.9,,998.7,3.0,2023-09-01,2023,9,,196
7228,3.1,3.0,57.0,0.0,0.0,,1018.7,,1015.7,1007.0,15.0,34.2,19.5,11.0,0.0,9.0,,0.0,19.0,,,2.0,9.0,151.0,0.0,0.0,1505.0,5.1,3.0,0.0,0.0,21.5,0.0,21.8,28.6,0.0,984.6,2.0,2023-10-01,2023,10,,
7228,0.0,1.0,55.0,0.0,1.0,,1019.9,,1017.5,1008.6,9.5,29.0,16.0,0.0,0.0,11.0,,0.0,18.0,,,0.0,3.2,106.0,0.0,0.0,1486.0,0.0,0.0,0.0,0.0,20.0,0.0,16.8,24.1,0.0,991.2,0.0,2023-11-01,2023,11,,
7228,1.7,,58.0,0.0,0.0,,1029.1,1.0,1023.4,1014.3,4.7,26.0,11.9,0.0,,,35/16.4(08),0.0,,,0.0,2.0,-1.5,81.0,0.0,,1120.0,1.9,3.0,0.0,5.0,13.5,0.0,12.0,19.2,,992.0,1.0,2023-12-01,2023,12,,167
7228,9.7,,61.0,0.0,1.0,,1029.4,3.0,1023.0,1014.0,7.3,26.4,13.4,0.0,,,30/18.6(17),0.0,,,0.0,4.0,2.1,94.0,0.0,,,11.3,5.0,0.0,0.0,14.3,0.0,13.5,19.6,,996.0,1.0,2024-01-01,2024,1,,178
7228,3.4,4.0,53.0,0.0,0.0,7.3,1027.2,5.0,1020.1,1011.1,7.2,26.9,13.1,0.0,0.0,6.0,35/18.6(10),0.0,19.0,68.0,0.0,4.0,1.1,86.0,0.0,0.0,1660.0,5.6,8.0,0.0,0.0,15.2,0.0,14.3,21.3,0.0,984.3,2.0,2024-02-01,2024,2,,242
7228,4.4,5.0,51.0,0.0,0.0,6.4,1017.1,11.0,1012.5,1003.7,8.8,31.7,14.5,1.0,0.0,3.0,34/20.6(02),0.0,23.0,54.0,0.0,8.0,3.2,94.0,0.0,0.0,1876.0,12.8,8.0,0.0,0.0,16.4,0.0,16.0,23.1,0.0,984.4,5.0,2024-03-01,2024,3,,260
7228,5.2,5.0,48.0,0.0,0.0,8.6,1023.6,1.0,1017.2,1008.3,10.5,32.9,16.3,3.0,0.0,7.0,15/16.4(23),0.0,18.0,65.0,0.0,4.0,5.2,102.0,0.0,0.0,2116.0,10.8,5.0,0.0,0.0,17.9,0.0,18.0,25.5,0.0,993.6,3.0,2024-04-01,2024,4,,224
7228,2.2,2.0,43.0,0.0,0.0,10.9,1012.8,2.0,1013.9,1005.2,14.0,36.3,18.8,10.0,0.0,10.0,34/17.5(01),0.0,19.0,76.0,0.0,4.0,7.2,121.0,0.0,0.0,2698.0,4.0,4.0,1.0,0.0,22.4,0.0,21.5,28.9,0.0,994.2,2.0,2024-05-01,2024,5,,246
7228,34.9,6.0,48.0,0.0,0.0,10.5,1013.1,3.0,1013.6,1005.0,18.8,36.5,23.9,24.0,0.0,8.0,03/24.7(10),2.0,16.0,71.0,0.0,4.0,15.4,160.0,1.0,0.0,2584.0,68.8,5.0,4.0,0.0,25.0,0.0,25.1,31.4,0.0,997.8,4.0,2024-06-01,2024,6,,247
7228,0.0,0.0,46.0,0.0,0.0,12.0,1012.4,0.0,1013.6,1005.2,22.3,42.6,25.5,31.0,0.0,23.0,12/12.8(17),0.0,8.0,83.0,0.0,0.0,19.7,196.0,0.0,0.0,3066.0,0.0,0.0,0.0,0.0,31.5,0.0,29.4,36.5,0.0,997.0,0.0,2024-07-01,2024,7,,260
7228,2.3,0.0,53.0,0.0,0.0,10.3,1009.7,1.0,1013.2,1004.7,22.5,38.9,24.5,31.0,0.0,15.0,11/20.0(14),0.0,16.0,76.0,0.0,2.0,18.8,217.0,0.0,0.0,2593.0,3.8,2.0,2.0,0.0,31.6,0.0,29.2,35.8,0.0,998.7,2.0,2024-08-01,2024,8,,236
7228,11.0,2.0,56.0,0.0,0.0,7.6,1016.1,1.0,1014.2,1005.6,19.0,35.7,23.7,19.0,0.0,5.0,11/18.1(04),1.0,23.0,62.0,0.0,4.0,14.1,179.0,0.0,0.0,1992.0,11.7,4.0,2.0,0.0,26.8,0.0,25.3,31.5,0.0,995.3,1.0,2024-09-01,2024,9,,204
7228,10.3,4.0,59.0,0.0,1.0,6.7,1017.3,2.0,1015.6,1006.9,15.4,35.1,21.2,8.0,0.0,1.0,10/22.8(29),1.0,26.0,60.0,0.0,8.0,9.7,151.0,0.0,0.0,1711.0,26.7,10.0,1.0,0.0,16.1,0.0,21.4,27.4,0.0,995.4,5.0,2024-10-01,2024,10,,201
7228,5.0,2.0,72.0,0.0,1.0,6.4,1019.6,0.0,1021.2,1012.3,11.7,25.5,15.0,0.0,0.0,5.0,09/11.4(14),0.0,23.0,64.0,0.0,4.0,7.4,141.0,0.0,0.0,845.0,10.9,4.0,1.0,0.0,16.5,0.0,17.3,22.8,0.0,1003.7,3.0,2024-11-01,2024,11,,138
7228,10.6,2.0,63.0,0.0,0.0,6.5,1032.3,5.0,1026.4,1017.3,5.6,26.0,11.7,0.0,0.0,10.0,36/17.5(23),1.0,19.0,68.0,0.0,6.0,-0.2,90.0,0.0,0.0,1220.0,12.7,6.0,0.0,1.0,13.4,0.0,12.0,18.5,0.0,1006.8,2.0,2024-12-01,2024,12,,170
7228,0.6,3.0,58.0,0.0,0.0,6.2,1022.9,3.0,1021.7,1012.6,5.1,28.0,11.3,0.0,0.0,9.0,27/17.5(27),0.0,19.0,63.0,0.0,3.0,-2.7,83.0,0.0,0.0,1269.0,1.2,5.0,1.0,4.0,14.8,0.0,11.9,18.7,0.0,999.7,0.0,2025-01-01,2025,1,,189
7228,4.6,6.0,63.0,0.0,1.0,7.4,1024.8,0.0,1022.0,1013.0,6.0,25.0,10.6,0.0,0.0,6.0,36/13.3(12),0.0,16.0,69.0,0.0,4.0,0.7,96.0,0.0,1.0,992.0,7.5,4.0,0.0,0.0,15.5,0.0,13.1,20.2,0.0,1003.7,2.0,2025-02-01,2025,2,,157
7228,63.9,11.0,66.0,0.0,0.0,5.0,1013.9,3.0,1012.5,1003.6,9.6,27.4,13.4,0.0,0.0,3.0,29/17.5(21),3.0,17.0,41.0,0.0,16.0,5.3,109.0,2.0,0.0,1139.0,162.2,17.0,2.0,0.0,12.3,0.0,14.7,19.8,0.0,986.0,13.0,2025-03-01,2025,3,,246
7228,7.3,7.0,56.0,0.0,0.0,8.8,1014.7,3.0,1014.6,1005.8,11.3,30.3,14.1,2.0,0.0,6.0,34/19.7(15),0.0,17.0,67.0,0.0,7.0,7.0,118.0,0.0,1.0,1616.0,13.2,7.0,3.0,0.0,18.7,0.0,17.9,24.5,0.0,996.7,2.0,2025-04-01,2025,4,,226
7228,15.3,3.0,52.0,1.0,0.0,9.9,1015.6,0.0,1015.4,1006.7,14.2,36.5,18.2,11.0,0.0,8.0,20/15.0(15),2.0,20.0,69.0,0.0,7.0,11.4,136.0,0.0,0.0,2085.0,45.5,7.0,4.0,0.0,21.4,0.0,21.7,29.1,0.0,1000.0,5.0,2025-05-01,2025,5,,195
7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-01,2025,6,,
7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-01,2025,7,,
7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-01,2025,8,,
7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-01,2025,9,,
7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-01,2025,10,,
7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-01,2025,11,,
7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01,2025,12,,
